x,y,z,roll,pitch,yaw
-109.99830838142861,981.0146194470303,726.3651065796068,-89.27570868134038,30.043378178023964,-9.367197937210038
-200.25455301273513,1011.256978833297,707.248179969114
-200.87720868325687,1013.1574889679795,704.4769311234967
-201.98072066338318,1014.4407844787984,701.943192965559
-203.50433195109053,1015.2517863089057,699.6834178815715
-205.38728554435522,1015.7354154014541,697.734058257805
-207.5688244411537,1016.0365926995956,696.1315664805306
-209.9881916394624,1016.3002391464827,694.9123949360192
-212.58463013725765,1016.6712756852673,694.1129960105413
-215.29738293251592,1017.294623259102,693.769822090368
-218.06569302321356,1018.3152028111388,693.9193255617702
