Time (s),UV Hook,UV Tip,UV Lowpoint
1739283619.186332,"[169.6009979248047, 274.5203857421875]","[283.6811828613281, 296.6354675292969]","[184.73104858398438, 362.2431945800781]"
1739283619.1867175,"[169.6009979248047, 274.5203857421875]","[283.6811828613281, 296.6354675292969]","[184.73104858398438, 362.2431945800781]"
1739283619.1873918,"[169.6009979248047, 274.5203857421875]","[283.6811828613281, 296.6354675292969]","[184.73104858398438, 362.2431945800781]"
1739283619.188375,"[169.6009979248047, 274.5203857421875]","[283.6811828613281, 296.6354675292969]","[184.73104858398438, 362.2431945800781]"
1739283619.1893966,"[169.6009979248047, 274.5203857421875]","[283.6811828613281, 296.6354675292969]","[184.73104858398438, 362.2431945800781]"
1739283619.1903732,"[169.6009979248047, 274.5203857421875]","[283.6811828613281, 296.6354675292969]","[184.73104858398438, 362.2431945800781]"
1739283619.1914093,"[169.6009979248047, 274.5203857421875]","[283.6811828613281, 296.6354675292969]","[184.73104858398438, 362.2431945800781]"
1739283619.1923857,"[169.6009979248047, 274.5203857421875]","[283.6811828613281, 296.6354675292969]","[184.73104858398438, 362.2431945800781]"
1739283619.193372,"[169.6009979248047, 274.5203857421875]","[283.6811828613281, 296.6354675292969]","[184.73104858398438, 362.2431945800781]"
1739283619.194371,"[169.6009979248047, 274.5203857421875]","[283.6811828613281, 296.6354675292969]","[184.73104858398438, 362.2431945800781]"
1739283619.1954055,"[169.6009979248047, 274.5203857421875]","[283.6811828613281, 296.6354675292969]","[184.73104858398438, 362.2431945800781]"
1739283619.1964602,"[169.6009979248047, 274.5203857421875]","[283.6811828613281, 296.6354675292969]","[184.73104858398438, 362.2431945800781]"
1739283619.1973937,"[169.6009979248047, 274.5203857421875]","[283.6811828613281, 296.6354675292969]","[184.73104858398438, 362.2431945800781]"
1739283619.1984596,"[169.6009979248047, 274.5203857421875]","[283.6811828613281, 296.6354675292969]","[184.73104858398438, 362.2431945800781]"
1739283619.199387,"[169.6009979248047, 274.5203857421875]","[283.6811828613281, 296.6354675292969]","[184.73104858398438, 362.2431945800781]"
1739283619.200421,"[169.6009979248047, 274.5203857421875]","[283.6811828613281, 296.6354675292969]","[184.73104858398438, 362.2431945800781]"
1739283619.2014017,"[169.6009979248047, 274.5203857421875]","[283.6811828613281, 296.6354675292969]","[184.73104858398438, 362.2431945800781]"
1739283619.2024217,"[169.6009979248047, 274.5203857421875]","[283.6811828613281, 296.6354675292969]","[184.73104858398438, 362.2431945800781]"
1739283619.2033963,"[169.6009979248047, 274.5203857421875]","[283.6811828613281, 296.6354675292969]","[184.73104858398438, 362.2431945800781]"
1739283619.2043743,"[169.6009979248047, 274.5203857421875]","[283.6811828613281, 296.6354675292969]","[184.73104858398438, 362.2431945800781]"
1739283619.2053864,"[169.6009979248047, 274.5203857421875]","[283.6811828613281, 296.6354675292969]","[184.73104858398438, 362.2431945800781]"
1739283619.2063696,"[169.6009979248047, 274.5203857421875]","[283.6811828613281, 296.6354675292969]","[184.73104858398438, 362.2431945800781]"
1739283619.2073717,"[169.6009979248047, 274.5203857421875]","[283.6811828613281, 296.6354675292969]","[184.73104858398438, 362.2431945800781]"
1739283619.2084196,"[169.6009979248047, 274.5203857421875]","[283.6811828613281, 296.6354675292969]","[184.73104858398438, 362.2431945800781]"
1739283619.2094305,"[169.6009979248047, 274.5203857421875]","[283.6811828613281, 296.6354675292969]","[184.73104858398438, 362.2431945800781]"
1739283619.210377,"[169.6009979248047, 274.5203857421875]","[283.6811828613281, 296.6354675292969]","[184.73104858398438, 362.2431945800781]"
1739283619.2113912,"[169.6009979248047, 274.5203857421875]","[283.6811828613281, 296.6354675292969]","[184.73104858398438, 362.2431945800781]"
1739283619.212425,"[169.6009979248047, 274.5203857421875]","[283.6811828613281, 296.6354675292969]","[184.73104858398438, 362.2431945800781]"
1739283619.213435,"[169.6009979248047, 274.5203857421875]","[283.6811828613281, 296.6354675292969]","[184.73104858398438, 362.2431945800781]"
1739283619.2143772,"[169.6009979248047, 274.5203857421875]","[283.6811828613281, 296.6354675292969]","[184.73104858398438, 362.2431945800781]"
1739283619.2153902,"[169.6009979248047, 274.5203857421875]","[283.6811828613281, 296.6354675292969]","[184.73104858398438, 362.2431945800781]"
1739283619.2164307,"[169.6009979248047, 274.5203857421875]","[283.6811828613281, 296.6354675292969]","[184.73104858398438, 362.2431945800781]"
1739283619.2174208,"[169.6009979248047, 274.5203857421875]","[283.6811828613281, 296.6354675292969]","[184.73104858398438, 362.2431945800781]"
1739283619.2184522,"[169.6009979248047, 274.5203857421875]","[283.6811828613281, 296.6354675292969]","[184.73104858398438, 362.2431945800781]"
1739283619.2194393,"[169.6009979248047, 274.5203857421875]","[283.6811828613281, 296.6354675292969]","[184.73104858398438, 362.2431945800781]"
1739283619.2203825,"[169.6009979248047, 274.5203857421875]","[283.6811828613281, 296.6354675292969]","[184.73104858398438, 362.2431945800781]"
1739283619.2213986,"[169.6009979248047, 274.5203857421875]","[283.6811828613281, 296.6354675292969]","[184.73104858398438, 362.2431945800781]"
1739283619.2223818,"[169.6009979248047, 274.5203857421875]","[283.6811828613281, 296.6354675292969]","[184.73104858398438, 362.2431945800781]"
1739283619.223461,"[169.6009979248047, 274.5203857421875]","[283.6811828613281, 296.6354675292969]","[184.73104858398438, 362.2431945800781]"
1739283619.2243786,"[169.6009979248047, 274.5203857421875]","[283.6811828613281, 296.6354675292969]","[184.73104858398438, 362.2431945800781]"
1739283619.225424,"[169.6009979248047, 274.5203857421875]","[283.6811828613281, 296.6354675292969]","[184.73104858398438, 362.2431945800781]"
1739283619.2264144,"[169.6009979248047, 274.5203857421875]","[283.6811828613281, 296.6354675292969]","[184.73104858398438, 362.2431945800781]"
1739283619.2275066,"[169.6009979248047, 274.5203857421875]","[283.6811828613281, 296.6354675292969]","[184.73104858398438, 362.2431945800781]"
1739283619.2284021,"[169.6009979248047, 274.5203857421875]","[283.6811828613281, 296.6354675292969]","[184.73104858398438, 362.2431945800781]"
1739283619.229392,"[169.6009979248047, 274.5203857421875]","[283.6811828613281, 296.6354675292969]","[184.73104858398438, 362.2431945800781]"
1739283619.2303948,"[169.6009979248047, 274.5203857421875]","[283.6811828613281, 296.6354675292969]","[184.73104858398438, 362.2431945800781]"
1739283619.231408,"[169.6009979248047, 274.5203857421875]","[283.6811828613281, 296.6354675292969]","[184.73104858398438, 362.2431945800781]"
1739283619.2324257,"[169.6009979248047, 274.5203857421875]","[283.6811828613281, 296.6354675292969]","[184.73104858398438, 362.2431945800781]"
1739283619.2334433,"[169.6009979248047, 274.5203857421875]","[283.6811828613281, 296.6354675292969]","[184.73104858398438, 362.2431945800781]"
1739283619.2343855,"[169.6009979248047, 274.5203857421875]","[283.6811828613281, 296.6354675292969]","[184.73104858398438, 362.2431945800781]"
1739283619.2354045,"[169.6009979248047, 274.5203857421875]","[283.6811828613281, 296.6354675292969]","[184.73104858398438, 362.2431945800781]"
1739283619.2363849,"[169.6009979248047, 274.5203857421875]","[283.6811828613281, 296.6354675292969]","[184.73104858398438, 362.2431945800781]"
1739283619.2373989,"[169.6009979248047, 274.5203857421875]","[283.6811828613281, 296.6354675292969]","[184.73104858398438, 362.2431945800781]"
1739283619.2383804,"[169.6009979248047, 274.5203857421875]","[283.6811828613281, 296.6354675292969]","[184.73104858398438, 362.2431945800781]"
1739283619.23939,"[169.6009979248047, 274.5203857421875]","[283.6811828613281, 296.6354675292969]","[184.73104858398438, 362.2431945800781]"
1739283619.255661,"[217.71568298339844, 242.55886840820312]","[357.8627624511719, 294.8343505859375]","[259.53887939453125, 361.3443603515625]"
1739283619.25639,"[217.71568298339844, 242.55886840820312]","[357.8627624511719, 294.8343505859375]","[259.53887939453125, 361.3443603515625]"
1739283619.2573872,"[217.71568298339844, 242.55886840820312]","[357.8627624511719, 294.8343505859375]","[259.53887939453125, 361.3443603515625]"
1739283619.258368,"[217.71568298339844, 242.55886840820312]","[357.8627624511719, 294.8343505859375]","[259.53887939453125, 361.3443603515625]"
1739283619.2595153,"[217.71568298339844, 242.55886840820312]","[357.8627624511719, 294.8343505859375]","[259.53887939453125, 361.3443603515625]"
1739283619.2603755,"[217.71568298339844, 242.55886840820312]","[357.8627624511719, 294.8343505859375]","[259.53887939453125, 361.3443603515625]"
1739283619.2613904,"[217.71568298339844, 242.55886840820312]","[357.8627624511719, 294.8343505859375]","[259.53887939453125, 361.3443603515625]"
1739283619.2623749,"[217.71568298339844, 242.55886840820312]","[357.8627624511719, 294.8343505859375]","[259.53887939453125, 361.3443603515625]"
