Time (s),UV Hook,UV Tip,UV Lowpoint
1739283631.5395544,"[489.93621826171875, 204.74937438964844]","[623.43896484375, 307.28076171875]","[522.500732421875, 367.7503662109375]"
1739283631.54046,"[489.93621826171875, 204.74937438964844]","[623.43896484375, 307.28076171875]","[522.500732421875, 367.7503662109375]"
1739283631.541389,"[489.93621826171875, 204.74937438964844]","[623.43896484375, 307.28076171875]","[522.500732421875, 367.7503662109375]"
1739283631.5423846,"[489.93621826171875, 204.74937438964844]","[623.43896484375, 307.28076171875]","[522.500732421875, 367.7503662109375]"
1739283631.5433884,"[489.93621826171875, 204.74937438964844]","[623.43896484375, 307.28076171875]","[522.500732421875, 367.7503662109375]"
1739283631.5444374,"[489.93621826171875, 204.74937438964844]","[623.43896484375, 307.28076171875]","[522.500732421875, 367.7503662109375]"
1739283631.5454028,"[489.93621826171875, 204.74937438964844]","[623.43896484375, 307.28076171875]","[522.500732421875, 367.7503662109375]"
1739283631.5463676,"[489.93621826171875, 204.74937438964844]","[623.43896484375, 307.28076171875]","[522.500732421875, 367.7503662109375]"
1739283631.5473826,"[489.93621826171875, 204.74937438964844]","[623.43896484375, 307.28076171875]","[522.500732421875, 367.7503662109375]"
1739283631.5483835,"[489.93621826171875, 204.74937438964844]","[623.43896484375, 307.28076171875]","[522.500732421875, 367.7503662109375]"
1739283631.549379,"[489.93621826171875, 204.74937438964844]","[623.43896484375, 307.28076171875]","[522.500732421875, 367.7503662109375]"
1739283631.5503898,"[489.93621826171875, 204.74937438964844]","[623.43896484375, 307.28076171875]","[522.500732421875, 367.7503662109375]"
1739283631.5513892,"[489.93621826171875, 204.74937438964844]","[623.43896484375, 307.28076171875]","[522.500732421875, 367.7503662109375]"
1739283631.5526884,"[489.93621826171875, 204.74937438964844]","[623.43896484375, 307.28076171875]","[522.500732421875, 367.7503662109375]"
1739283631.5534422,"[489.93621826171875, 204.74937438964844]","[623.43896484375, 307.28076171875]","[522.500732421875, 367.7503662109375]"
1739283631.5543835,"[489.93621826171875, 204.74937438964844]","[623.43896484375, 307.28076171875]","[522.500732421875, 367.7503662109375]"
1739283631.5553904,"[489.93621826171875, 204.74937438964844]","[623.43896484375, 307.28076171875]","[522.500732421875, 367.7503662109375]"
1739283631.5565772,"[489.93621826171875, 204.74937438964844]","[623.43896484375, 307.28076171875]","[522.500732421875, 367.7503662109375]"
1739283631.5575755,"[489.93621826171875, 204.74937438964844]","[623.43896484375, 307.28076171875]","[522.500732421875, 367.7503662109375]"
1739283631.5585716,"[489.93621826171875, 204.74937438964844]","[623.43896484375, 307.28076171875]","[522.500732421875, 367.7503662109375]"
1739283631.55944,"[489.93621826171875, 204.74937438964844]","[623.43896484375, 307.28076171875]","[522.500732421875, 367.7503662109375]"
1739283631.5604265,"[489.93621826171875, 204.74937438964844]","[623.43896484375, 307.28076171875]","[522.500732421875, 367.7503662109375]"
1739283631.561576,"[489.93621826171875, 204.74937438964844]","[623.43896484375, 307.28076171875]","[522.500732421875, 367.7503662109375]"
1739283631.5624018,"[489.93621826171875, 204.74937438964844]","[623.43896484375, 307.28076171875]","[522.500732421875, 367.7503662109375]"
1739283631.5634918,"[489.93621826171875, 204.74937438964844]","[623.43896484375, 307.28076171875]","[522.500732421875, 367.7503662109375]"
1739283631.5644438,"[489.93621826171875, 204.74937438964844]","[623.43896484375, 307.28076171875]","[522.500732421875, 367.7503662109375]"
1739283631.565385,"[489.93621826171875, 204.74937438964844]","[623.43896484375, 307.28076171875]","[522.500732421875, 367.7503662109375]"
1739283631.5664055,"[489.93621826171875, 204.74937438964844]","[623.43896484375, 307.28076171875]","[522.500732421875, 367.7503662109375]"
1739283631.5674021,"[489.93621826171875, 204.74937438964844]","[623.43896484375, 307.28076171875]","[522.500732421875, 367.7503662109375]"
1739283631.568392,"[489.93621826171875, 204.74937438964844]","[623.43896484375, 307.28076171875]","[522.500732421875, 367.7503662109375]"
1739283631.5694256,"[489.93621826171875, 204.74937438964844]","[623.43896484375, 307.28076171875]","[522.500732421875, 367.7503662109375]"
1739283631.5704315,"[489.93621826171875, 204.74937438964844]","[623.43896484375, 307.28076171875]","[522.500732421875, 367.7503662109375]"
1739283631.5714004,"[489.93621826171875, 204.74937438964844]","[623.43896484375, 307.28076171875]","[522.500732421875, 367.7503662109375]"
1739283631.5723865,"[489.93621826171875, 204.74937438964844]","[623.43896484375, 307.28076171875]","[522.500732421875, 367.7503662109375]"
1739283631.573393,"[489.93621826171875, 204.74937438964844]","[623.43896484375, 307.28076171875]","[522.500732421875, 367.7503662109375]"
1739283631.5743914,"[489.93621826171875, 204.74937438964844]","[623.43896484375, 307.28076171875]","[522.500732421875, 367.7503662109375]"
1739283631.5753918,"[489.93621826171875, 204.74937438964844]","[623.43896484375, 307.28076171875]","[522.500732421875, 367.7503662109375]"
1739283631.5766168,"[489.93621826171875, 204.74937438964844]","[623.43896484375, 307.28076171875]","[522.500732421875, 367.7503662109375]"
1739283631.5774965,"[489.93621826171875, 204.74937438964844]","[623.43896484375, 307.28076171875]","[522.500732421875, 367.7503662109375]"
1739283631.5784583,"[489.93621826171875, 204.74937438964844]","[623.43896484375, 307.28076171875]","[522.500732421875, 367.7503662109375]"
1739283631.5794125,"[489.93621826171875, 204.74937438964844]","[623.43896484375, 307.28076171875]","[522.500732421875, 367.7503662109375]"
1739283631.580473,"[489.93621826171875, 204.74937438964844]","[623.43896484375, 307.28076171875]","[522.500732421875, 367.7503662109375]"
1739283631.5814278,"[489.93621826171875, 204.74937438964844]","[623.43896484375, 307.28076171875]","[522.500732421875, 367.7503662109375]"
1739283631.582736,"[489.93621826171875, 204.74937438964844]","[623.43896484375, 307.28076171875]","[522.500732421875, 367.7503662109375]"
1739283631.583719,"[489.93621826171875, 204.74937438964844]","[623.43896484375, 307.28076171875]","[522.500732421875, 367.7503662109375]"
1739283631.5845454,"[489.93621826171875, 204.74937438964844]","[623.43896484375, 307.28076171875]","[522.500732421875, 367.7503662109375]"
1739283631.58546,"[489.93621826171875, 204.74937438964844]","[623.43896484375, 307.28076171875]","[522.500732421875, 367.7503662109375]"
1739283631.5865278,"[489.93621826171875, 204.74937438964844]","[623.43896484375, 307.28076171875]","[522.500732421875, 367.7503662109375]"
1739283631.5874062,"[489.93621826171875, 204.74937438964844]","[623.43896484375, 307.28076171875]","[522.500732421875, 367.7503662109375]"
1739283631.5884178,"[489.93621826171875, 204.74937438964844]","[623.43896484375, 307.28076171875]","[522.500732421875, 367.7503662109375]"
1739283631.589752,"[489.93621826171875, 204.74937438964844]","[623.43896484375, 307.28076171875]","[522.500732421875, 367.7503662109375]"
1739283631.5906534,"[489.93621826171875, 204.74937438964844]","[623.43896484375, 307.28076171875]","[522.500732421875, 367.7503662109375]"
1739283631.5917027,"[489.93621826171875, 204.74937438964844]","[623.43896484375, 307.28076171875]","[522.500732421875, 367.7503662109375]"
1739283631.5927114,"[489.93621826171875, 204.74937438964844]","[623.43896484375, 307.28076171875]","[522.500732421875, 367.7503662109375]"
1739283631.593493,"[489.93621826171875, 204.74937438964844]","[623.43896484375, 307.28076171875]","[522.500732421875, 367.7503662109375]"
1739283631.5943918,"[489.93621826171875, 204.74937438964844]","[623.43896484375, 307.28076171875]","[522.500732421875, 367.7503662109375]"
1739283631.5954616,"[489.93621826171875, 204.74937438964844]","[623.43896484375, 307.28076171875]","[522.500732421875, 367.7503662109375]"
1739283631.5966997,"[489.93621826171875, 204.74937438964844]","[623.43896484375, 307.28076171875]","[522.500732421875, 367.7503662109375]"
1739283631.5976472,"[489.93621826171875, 204.74937438964844]","[623.43896484375, 307.28076171875]","[522.500732421875, 367.7503662109375]"
1739283631.5986311,"[489.93621826171875, 204.74937438964844]","[623.43896484375, 307.28076171875]","[522.500732421875, 367.7503662109375]"
1739283631.5994456,"[489.93621826171875, 204.74937438964844]","[623.43896484375, 307.28076171875]","[522.500732421875, 367.7503662109375]"
1739283631.6004179,"[489.93621826171875, 204.74937438964844]","[623.43896484375, 307.28076171875]","[522.500732421875, 367.7503662109375]"
1739283631.6014347,"[489.93621826171875, 204.74937438964844]","[623.43896484375, 307.28076171875]","[522.500732421875, 367.7503662109375]"
1739283631.6024137,"[489.93621826171875, 204.74937438964844]","[623.43896484375, 307.28076171875]","[522.500732421875, 367.7503662109375]"
1739283631.6034029,"[489.93621826171875, 204.74937438964844]","[623.43896484375, 307.28076171875]","[522.500732421875, 367.7503662109375]"
1739283631.6044033,"[489.93621826171875, 204.74937438964844]","[623.43896484375, 307.28076171875]","[522.500732421875, 367.7503662109375]"
1739283631.605387,"[489.93621826171875, 204.74937438964844]","[623.43896484375, 307.28076171875]","[522.500732421875, 367.7503662109375]"
1739283631.6063907,"[489.93621826171875, 204.74937438964844]","[623.43896484375, 307.28076171875]","[522.500732421875, 367.7503662109375]"
1739283631.6074717,"[489.93621826171875, 204.74937438964844]","[623.43896484375, 307.28076171875]","[522.500732421875, 367.7503662109375]"
1739283631.6283028,"[554.2051391601562, 209.83050537109375]","[698.9078369140625, 311.52386474609375]","[597.45166015625, 370.79876708984375]"
1739283631.628748,"[554.2051391601562, 209.83050537109375]","[698.9078369140625, 311.52386474609375]","[597.45166015625, 370.79876708984375]"
1739283631.6293917,"[554.2051391601562, 209.83050537109375]","[698.9078369140625, 311.52386474609375]","[597.45166015625, 370.79876708984375]"
1739283631.6304507,"[554.2051391601562, 209.83050537109375]","[698.9078369140625, 311.52386474609375]","[597.45166015625, 370.79876708984375]"
1739283631.631723,"[554.2051391601562, 209.83050537109375]","[698.9078369140625, 311.52386474609375]","[597.45166015625, 370.79876708984375]"
1739283631.6324294,"[554.2051391601562, 209.83050537109375]","[698.9078369140625, 311.52386474609375]","[597.45166015625, 370.79876708984375]"
1739283631.633475,"[554.2051391601562, 209.83050537109375]","[698.9078369140625, 311.52386474609375]","[597.45166015625, 370.79876708984375]"
1739283631.634395,"[554.2051391601562, 209.83050537109375]","[698.9078369140625, 311.52386474609375]","[597.45166015625, 370.79876708984375]"
1739283631.6355507,"[554.2051391601562, 209.83050537109375]","[698.9078369140625, 311.52386474609375]","[597.45166015625, 370.79876708984375]"
1739283631.6364155,"[554.2051391601562, 209.83050537109375]","[698.9078369140625, 311.52386474609375]","[597.45166015625, 370.79876708984375]"
1739283631.6375322,"[554.2051391601562, 209.83050537109375]","[698.9078369140625, 311.52386474609375]","[597.45166015625, 370.79876708984375]"
1739283631.6387227,"[554.2051391601562, 209.83050537109375]","[698.9078369140625, 311.52386474609375]","[597.45166015625, 370.79876708984375]"
1739283631.63945,"[554.2051391601562, 209.83050537109375]","[698.9078369140625, 311.52386474609375]","[597.45166015625, 370.79876708984375]"
1739283631.6404123,"[554.2051391601562, 209.83050537109375]","[698.9078369140625, 311.52386474609375]","[597.45166015625, 370.79876708984375]"
1739283631.6414087,"[554.2051391601562, 209.83050537109375]","[698.9078369140625, 311.52386474609375]","[597.45166015625, 370.79876708984375]"
1739283631.6424928,"[554.2051391601562, 209.83050537109375]","[698.9078369140625, 311.52386474609375]","[597.45166015625, 370.79876708984375]"
1739283631.6433885,"[554.2051391601562, 209.83050537109375]","[698.9078369140625, 311.52386474609375]","[597.45166015625, 370.79876708984375]"
