Time (s),UV Hook,UV Tip,UV Lowpoint
1739180700.6403189,"[145.98663330078125, 275.412353515625]","[258.0682678222656, 307.5075378417969]","[158.03250122070312, 367.48236083984375]"
1739180700.6407888,"[145.98663330078125, 275.412353515625]","[258.0682678222656, 307.5075378417969]","[158.03250122070312, 367.48236083984375]"
1739180700.6417742,"[145.98663330078125, 275.412353515625]","[258.0682678222656, 307.5075378417969]","[158.03250122070312, 367.48236083984375]"
1739180700.642788,"[145.98663330078125, 275.412353515625]","[258.0682678222656, 307.5075378417969]","[158.03250122070312, 367.48236083984375]"
1739180700.6438897,"[145.98663330078125, 275.412353515625]","[258.0682678222656, 307.5075378417969]","[158.03250122070312, 367.48236083984375]"
1739180700.6447713,"[145.98663330078125, 275.412353515625]","[258.0682678222656, 307.5075378417969]","[158.03250122070312, 367.48236083984375]"
1739180700.6457844,"[145.98663330078125, 275.412353515625]","[258.0682678222656, 307.5075378417969]","[158.03250122070312, 367.48236083984375]"
1739180700.6467562,"[145.98663330078125, 275.412353515625]","[258.0682678222656, 307.5075378417969]","[158.03250122070312, 367.48236083984375]"
1739180700.647771,"[145.98663330078125, 275.412353515625]","[258.0682678222656, 307.5075378417969]","[158.03250122070312, 367.48236083984375]"
1739180700.648781,"[145.98663330078125, 275.412353515625]","[258.0682678222656, 307.5075378417969]","[158.03250122070312, 367.48236083984375]"
1739180700.649842,"[145.98663330078125, 275.412353515625]","[258.0682678222656, 307.5075378417969]","[158.03250122070312, 367.48236083984375]"
1739180700.650816,"[145.98663330078125, 275.412353515625]","[258.0682678222656, 307.5075378417969]","[158.03250122070312, 367.48236083984375]"
1739180700.651804,"[145.98663330078125, 275.412353515625]","[258.0682678222656, 307.5075378417969]","[158.03250122070312, 367.48236083984375]"
1739180700.6528015,"[145.98663330078125, 275.412353515625]","[258.0682678222656, 307.5075378417969]","[158.03250122070312, 367.48236083984375]"
1739180700.653776,"[145.98663330078125, 275.412353515625]","[258.0682678222656, 307.5075378417969]","[158.03250122070312, 367.48236083984375]"
1739180700.6547992,"[145.98663330078125, 275.412353515625]","[258.0682678222656, 307.5075378417969]","[158.03250122070312, 367.48236083984375]"
1739180700.655768,"[145.98663330078125, 275.412353515625]","[258.0682678222656, 307.5075378417969]","[158.03250122070312, 367.48236083984375]"
1739180700.656783,"[145.98663330078125, 275.412353515625]","[258.0682678222656, 307.5075378417969]","[158.03250122070312, 367.48236083984375]"
1739180700.657776,"[145.98663330078125, 275.412353515625]","[258.0682678222656, 307.5075378417969]","[158.03250122070312, 367.48236083984375]"
1739180700.6588066,"[145.98663330078125, 275.412353515625]","[258.0682678222656, 307.5075378417969]","[158.03250122070312, 367.48236083984375]"
1739180700.6597958,"[145.98663330078125, 275.412353515625]","[258.0682678222656, 307.5075378417969]","[158.03250122070312, 367.48236083984375]"
1739180700.6607795,"[145.98663330078125, 275.412353515625]","[258.0682678222656, 307.5075378417969]","[158.03250122070312, 367.48236083984375]"
1739180700.6617894,"[145.98663330078125, 275.412353515625]","[258.0682678222656, 307.5075378417969]","[158.03250122070312, 367.48236083984375]"
1739180700.6627793,"[145.98663330078125, 275.412353515625]","[258.0682678222656, 307.5075378417969]","[158.03250122070312, 367.48236083984375]"
1739180700.6637955,"[145.98663330078125, 275.412353515625]","[258.0682678222656, 307.5075378417969]","[158.03250122070312, 367.48236083984375]"
1739180700.664779,"[145.98663330078125, 275.412353515625]","[258.0682678222656, 307.5075378417969]","[158.03250122070312, 367.48236083984375]"
1739180700.665795,"[145.98663330078125, 275.412353515625]","[258.0682678222656, 307.5075378417969]","[158.03250122070312, 367.48236083984375]"
1739180700.6668093,"[145.98663330078125, 275.412353515625]","[258.0682678222656, 307.5075378417969]","[158.03250122070312, 367.48236083984375]"
1739180700.667757,"[145.98663330078125, 275.412353515625]","[258.0682678222656, 307.5075378417969]","[158.03250122070312, 367.48236083984375]"
1739180700.6687717,"[145.98663330078125, 275.412353515625]","[258.0682678222656, 307.5075378417969]","[158.03250122070312, 367.48236083984375]"
1739180700.6697588,"[145.98663330078125, 275.412353515625]","[258.0682678222656, 307.5075378417969]","[158.03250122070312, 367.48236083984375]"
1739180700.6707559,"[145.98663330078125, 275.412353515625]","[258.0682678222656, 307.5075378417969]","[158.03250122070312, 367.48236083984375]"
1739180700.6717725,"[145.98663330078125, 275.412353515625]","[258.0682678222656, 307.5075378417969]","[158.03250122070312, 367.48236083984375]"
1739180700.672773,"[145.98663330078125, 275.412353515625]","[258.0682678222656, 307.5075378417969]","[158.03250122070312, 367.48236083984375]"
1739180700.6737947,"[145.98663330078125, 275.412353515625]","[258.0682678222656, 307.5075378417969]","[158.03250122070312, 367.48236083984375]"
1739180700.6748054,"[145.98663330078125, 275.412353515625]","[258.0682678222656, 307.5075378417969]","[158.03250122070312, 367.48236083984375]"
1739180700.6758158,"[145.98663330078125, 275.412353515625]","[258.0682678222656, 307.5075378417969]","[158.03250122070312, 367.48236083984375]"
1739180700.676799,"[145.98663330078125, 275.412353515625]","[258.0682678222656, 307.5075378417969]","[158.03250122070312, 367.48236083984375]"
1739180700.6778111,"[145.98663330078125, 275.412353515625]","[258.0682678222656, 307.5075378417969]","[158.03250122070312, 367.48236083984375]"
1739180700.678765,"[145.98663330078125, 275.412353515625]","[258.0682678222656, 307.5075378417969]","[158.03250122070312, 367.48236083984375]"
1739180700.6797738,"[145.98663330078125, 275.412353515625]","[258.0682678222656, 307.5075378417969]","[158.03250122070312, 367.48236083984375]"
1739180700.6807938,"[145.98663330078125, 275.412353515625]","[258.0682678222656, 307.5075378417969]","[158.03250122070312, 367.48236083984375]"
1739180700.6818523,"[145.98663330078125, 275.412353515625]","[258.0682678222656, 307.5075378417969]","[158.03250122070312, 367.48236083984375]"
1739180700.6828148,"[145.98663330078125, 275.412353515625]","[258.0682678222656, 307.5075378417969]","[158.03250122070312, 367.48236083984375]"
1739180700.6837835,"[145.98663330078125, 275.412353515625]","[258.0682678222656, 307.5075378417969]","[158.03250122070312, 367.48236083984375]"
1739180700.6847808,"[145.98663330078125, 275.412353515625]","[258.0682678222656, 307.5075378417969]","[158.03250122070312, 367.48236083984375]"
1739180700.6857555,"[145.98663330078125, 275.412353515625]","[258.0682678222656, 307.5075378417969]","[158.03250122070312, 367.48236083984375]"
1739180700.6867988,"[145.98663330078125, 275.412353515625]","[258.0682678222656, 307.5075378417969]","[158.03250122070312, 367.48236083984375]"
1739180700.6877716,"[145.98663330078125, 275.412353515625]","[258.0682678222656, 307.5075378417969]","[158.03250122070312, 367.48236083984375]"
1739180700.6887703,"[145.98663330078125, 275.412353515625]","[258.0682678222656, 307.5075378417969]","[158.03250122070312, 367.48236083984375]"
1739180700.6897988,"[145.98663330078125, 275.412353515625]","[258.0682678222656, 307.5075378417969]","[158.03250122070312, 367.48236083984375]"
1739180700.690788,"[145.98663330078125, 275.412353515625]","[258.0682678222656, 307.5075378417969]","[158.03250122070312, 367.48236083984375]"
1739180700.6917741,"[145.98663330078125, 275.412353515625]","[258.0682678222656, 307.5075378417969]","[158.03250122070312, 367.48236083984375]"
1739180700.7052085,"[182.0403289794922, 244.58413696289062]","[320.83258056640625, 308.1678161621094]","[218.7766571044922, 367.82843017578125]"
1739180700.7058141,"[182.0403289794922, 244.58413696289062]","[320.83258056640625, 308.1678161621094]","[218.7766571044922, 367.82843017578125]"
1739180700.7067912,"[182.0403289794922, 244.58413696289062]","[320.83258056640625, 308.1678161621094]","[218.7766571044922, 367.82843017578125]"
1739180700.7077975,"[182.0403289794922, 244.58413696289062]","[320.83258056640625, 308.1678161621094]","[218.7766571044922, 367.82843017578125]"
1739180700.7088048,"[182.0403289794922, 244.58413696289062]","[320.83258056640625, 308.1678161621094]","[218.7766571044922, 367.82843017578125]"
1739180700.709773,"[182.0403289794922, 244.58413696289062]","[320.83258056640625, 308.1678161621094]","[218.7766571044922, 367.82843017578125]"
1739180700.7109923,"[182.0403289794922, 244.58413696289062]","[320.83258056640625, 308.1678161621094]","[218.7766571044922, 367.82843017578125]"
1739180700.7119548,"[182.0403289794922, 244.58413696289062]","[320.83258056640625, 308.1678161621094]","[218.7766571044922, 367.82843017578125]"
