Time (s),UV Hook,UV Tip,UV Lowpoint
1739180689.293977,"[477.5129699707031, 208.888427734375]","[637.9365844726562, 306.8031005859375]","[538.1035766601562, 366.31915283203125]"
1739180689.294793,"[477.5129699707031, 208.888427734375]","[637.9365844726562, 306.8031005859375]","[538.1035766601562, 366.31915283203125]"
1739180689.2957766,"[477.5129699707031, 208.888427734375]","[637.9365844726562, 306.8031005859375]","[538.1035766601562, 366.31915283203125]"
1739180689.2967825,"[477.5129699707031, 208.888427734375]","[637.9365844726562, 306.8031005859375]","[538.1035766601562, 366.31915283203125]"
1739180689.2977874,"[477.5129699707031, 208.888427734375]","[637.9365844726562, 306.8031005859375]","[538.1035766601562, 366.31915283203125]"
1739180689.298795,"[477.5129699707031, 208.888427734375]","[637.9365844726562, 306.8031005859375]","[538.1035766601562, 366.31915283203125]"
1739180689.299808,"[477.5129699707031, 208.888427734375]","[637.9365844726562, 306.8031005859375]","[538.1035766601562, 366.31915283203125]"
1739180689.3007889,"[477.5129699707031, 208.888427734375]","[637.9365844726562, 306.8031005859375]","[538.1035766601562, 366.31915283203125]"
1739180689.3017783,"[477.5129699707031, 208.888427734375]","[637.9365844726562, 306.8031005859375]","[538.1035766601562, 366.31915283203125]"
1739180689.3028076,"[477.5129699707031, 208.888427734375]","[637.9365844726562, 306.8031005859375]","[538.1035766601562, 366.31915283203125]"
1739180689.303801,"[477.5129699707031, 208.888427734375]","[637.9365844726562, 306.8031005859375]","[538.1035766601562, 366.31915283203125]"
1739180689.3048296,"[477.5129699707031, 208.888427734375]","[637.9365844726562, 306.8031005859375]","[538.1035766601562, 366.31915283203125]"
1739180689.3058174,"[477.5129699707031, 208.888427734375]","[637.9365844726562, 306.8031005859375]","[538.1035766601562, 366.31915283203125]"
1739180689.3067675,"[477.5129699707031, 208.888427734375]","[637.9365844726562, 306.8031005859375]","[538.1035766601562, 366.31915283203125]"
1739180689.3078039,"[477.5129699707031, 208.888427734375]","[637.9365844726562, 306.8031005859375]","[538.1035766601562, 366.31915283203125]"
1739180689.3087864,"[477.5129699707031, 208.888427734375]","[637.9365844726562, 306.8031005859375]","[538.1035766601562, 366.31915283203125]"
1739180689.309779,"[477.5129699707031, 208.888427734375]","[637.9365844726562, 306.8031005859375]","[538.1035766601562, 366.31915283203125]"
1739180689.3107946,"[477.5129699707031, 208.888427734375]","[637.9365844726562, 306.8031005859375]","[538.1035766601562, 366.31915283203125]"
1739180689.3118246,"[477.5129699707031, 208.888427734375]","[637.9365844726562, 306.8031005859375]","[538.1035766601562, 366.31915283203125]"
1739180689.312789,"[477.5129699707031, 208.888427734375]","[637.9365844726562, 306.8031005859375]","[538.1035766601562, 366.31915283203125]"
1739180689.3137898,"[477.5129699707031, 208.888427734375]","[637.9365844726562, 306.8031005859375]","[538.1035766601562, 366.31915283203125]"
1739180689.3147912,"[477.5129699707031, 208.888427734375]","[637.9365844726562, 306.8031005859375]","[538.1035766601562, 366.31915283203125]"
1739180689.3158114,"[477.5129699707031, 208.888427734375]","[637.9365844726562, 306.8031005859375]","[538.1035766601562, 366.31915283203125]"
1739180689.3168192,"[477.5129699707031, 208.888427734375]","[637.9365844726562, 306.8031005859375]","[538.1035766601562, 366.31915283203125]"
1739180689.317794,"[477.5129699707031, 208.888427734375]","[637.9365844726562, 306.8031005859375]","[538.1035766601562, 366.31915283203125]"
1739180689.3188102,"[477.5129699707031, 208.888427734375]","[637.9365844726562, 306.8031005859375]","[538.1035766601562, 366.31915283203125]"
1739180689.3197775,"[477.5129699707031, 208.888427734375]","[637.9365844726562, 306.8031005859375]","[538.1035766601562, 366.31915283203125]"
1739180689.320771,"[477.5129699707031, 208.888427734375]","[637.9365844726562, 306.8031005859375]","[538.1035766601562, 366.31915283203125]"
1739180689.3218157,"[477.5129699707031, 208.888427734375]","[637.9365844726562, 306.8031005859375]","[538.1035766601562, 366.31915283203125]"
1739180689.3227792,"[477.5129699707031, 208.888427734375]","[637.9365844726562, 306.8031005859375]","[538.1035766601562, 366.31915283203125]"
1739180689.3237867,"[477.5129699707031, 208.888427734375]","[637.9365844726562, 306.8031005859375]","[538.1035766601562, 366.31915283203125]"
1739180689.3247695,"[477.5129699707031, 208.888427734375]","[637.9365844726562, 306.8031005859375]","[538.1035766601562, 366.31915283203125]"
1739180689.325784,"[477.5129699707031, 208.888427734375]","[637.9365844726562, 306.8031005859375]","[538.1035766601562, 366.31915283203125]"
1739180689.3268101,"[477.5129699707031, 208.888427734375]","[637.9365844726562, 306.8031005859375]","[538.1035766601562, 366.31915283203125]"
1739180689.3277726,"[477.5129699707031, 208.888427734375]","[637.9365844726562, 306.8031005859375]","[538.1035766601562, 366.31915283203125]"
1739180689.3287728,"[477.5129699707031, 208.888427734375]","[637.9365844726562, 306.8031005859375]","[538.1035766601562, 366.31915283203125]"
1739180689.3297846,"[477.5129699707031, 208.888427734375]","[637.9365844726562, 306.8031005859375]","[538.1035766601562, 366.31915283203125]"
1739180689.3307889,"[477.5129699707031, 208.888427734375]","[637.9365844726562, 306.8031005859375]","[538.1035766601562, 366.31915283203125]"
1739180689.331785,"[477.5129699707031, 208.888427734375]","[637.9365844726562, 306.8031005859375]","[538.1035766601562, 366.31915283203125]"
1739180689.3327909,"[477.5129699707031, 208.888427734375]","[637.9365844726562, 306.8031005859375]","[538.1035766601562, 366.31915283203125]"
1739180689.333791,"[477.5129699707031, 208.888427734375]","[637.9365844726562, 306.8031005859375]","[538.1035766601562, 366.31915283203125]"
1739180689.3347821,"[477.5129699707031, 208.888427734375]","[637.9365844726562, 306.8031005859375]","[538.1035766601562, 366.31915283203125]"
1739180689.335782,"[477.5129699707031, 208.888427734375]","[637.9365844726562, 306.8031005859375]","[538.1035766601562, 366.31915283203125]"
1739180689.3368003,"[477.5129699707031, 208.888427734375]","[637.9365844726562, 306.8031005859375]","[538.1035766601562, 366.31915283203125]"
1739180689.3378248,"[477.5129699707031, 208.888427734375]","[637.9365844726562, 306.8031005859375]","[538.1035766601562, 366.31915283203125]"
1739180689.3387878,"[477.5129699707031, 208.888427734375]","[637.9365844726562, 306.8031005859375]","[538.1035766601562, 366.31915283203125]"
