Time (s),UV Hook,UV Tip,UV Lowpoint
1738934209.1642861,"[544.9404907226562, 96.67984008789062]","[0.0, 0.0]","[0.0, 0.0]"
1738934209.1647444,"[544.9404907226562, 96.67984008789062]","[0.0, 0.0]","[0.0, 0.0]"
1738934209.165578,"[544.9404907226562, 96.67984008789062]","[0.0, 0.0]","[0.0, 0.0]"
1738934209.166543,"[544.9404907226562, 96.67984008789062]","[0.0, 0.0]","[0.0, 0.0]"
1738934209.1675289,"[544.9404907226562, 96.67984008789062]","[0.0, 0.0]","[0.0, 0.0]"
1738934209.168527,"[544.9404907226562, 96.67984008789062]","[0.0, 0.0]","[0.0, 0.0]"
1738934209.1695886,"[544.9404907226562, 96.67984008789062]","[0.0, 0.0]","[0.0, 0.0]"
1738934209.170596,"[544.9404907226562, 96.67984008789062]","[0.0, 0.0]","[0.0, 0.0]"
1738934209.1716352,"[544.9404907226562, 96.67984008789062]","[0.0, 0.0]","[0.0, 0.0]"
1738934209.1725929,"[544.9404907226562, 96.67984008789062]","[0.0, 0.0]","[0.0, 0.0]"
1738934209.173569,"[544.9404907226562, 96.67984008789062]","[0.0, 0.0]","[0.0, 0.0]"
1738934209.1746004,"[544.9404907226562, 96.67984008789062]","[0.0, 0.0]","[0.0, 0.0]"
1738934209.1755533,"[544.9404907226562, 96.67984008789062]","[0.0, 0.0]","[0.0, 0.0]"
1738934209.176589,"[544.9404907226562, 96.67984008789062]","[0.0, 0.0]","[0.0, 0.0]"
1738934209.1775439,"[544.9404907226562, 96.67984008789062]","[0.0, 0.0]","[0.0, 0.0]"
1738934209.1785812,"[544.9404907226562, 96.67984008789062]","[0.0, 0.0]","[0.0, 0.0]"
1738934209.1796048,"[544.9404907226562, 96.67984008789062]","[0.0, 0.0]","[0.0, 0.0]"
1738934209.180621,"[544.9404907226562, 96.67984008789062]","[0.0, 0.0]","[0.0, 0.0]"
1738934209.1816056,"[544.9404907226562, 96.67984008789062]","[0.0, 0.0]","[0.0, 0.0]"
1738934209.1825387,"[544.9404907226562, 96.67984008789062]","[0.0, 0.0]","[0.0, 0.0]"
1738934209.1835814,"[544.9404907226562, 96.67984008789062]","[0.0, 0.0]","[0.0, 0.0]"
1738934209.1845942,"[544.9404907226562, 96.67984008789062]","[0.0, 0.0]","[0.0, 0.0]"
1738934209.1855924,"[544.9404907226562, 96.67984008789062]","[0.0, 0.0]","[0.0, 0.0]"
1738934209.1865795,"[544.9404907226562, 96.67984008789062]","[0.0, 0.0]","[0.0, 0.0]"
1738934209.1875384,"[544.9404907226562, 96.67984008789062]","[0.0, 0.0]","[0.0, 0.0]"
