Time (s),UV Hook,UV Tip,UV Lowpoint
1739283403.8159754,"[176.88877868652344, 273.1947326660156]","[284.26043701171875, 295.89739990234375]","[187.23574829101562, 361.8517150878906]"
1739283403.8167315,"[176.88877868652344, 273.1947326660156]","[284.26043701171875, 295.89739990234375]","[187.23574829101562, 361.8517150878906]"
1739283403.817689,"[176.88877868652344, 273.1947326660156]","[284.26043701171875, 295.89739990234375]","[187.23574829101562, 361.8517150878906]"
1739283403.8186429,"[176.88877868652344, 273.1947326660156]","[284.26043701171875, 295.89739990234375]","[187.23574829101562, 361.8517150878906]"
1739283403.8197463,"[176.88877868652344, 273.1947326660156]","[284.26043701171875, 295.89739990234375]","[187.23574829101562, 361.8517150878906]"
1739283403.8206356,"[176.88877868652344, 273.1947326660156]","[284.26043701171875, 295.89739990234375]","[187.23574829101562, 361.8517150878906]"
1739283403.8216736,"[176.88877868652344, 273.1947326660156]","[284.26043701171875, 295.89739990234375]","[187.23574829101562, 361.8517150878906]"
1739283403.8226585,"[176.88877868652344, 273.1947326660156]","[284.26043701171875, 295.89739990234375]","[187.23574829101562, 361.8517150878906]"
1739283403.8237169,"[176.88877868652344, 273.1947326660156]","[284.26043701171875, 295.89739990234375]","[187.23574829101562, 361.8517150878906]"
1739283403.824716,"[176.88877868652344, 273.1947326660156]","[284.26043701171875, 295.89739990234375]","[187.23574829101562, 361.8517150878906]"
1739283403.8256435,"[176.88877868652344, 273.1947326660156]","[284.26043701171875, 295.89739990234375]","[187.23574829101562, 361.8517150878906]"
1739283403.8266463,"[176.88877868652344, 273.1947326660156]","[284.26043701171875, 295.89739990234375]","[187.23574829101562, 361.8517150878906]"
1739283403.8276715,"[176.88877868652344, 273.1947326660156]","[284.26043701171875, 295.89739990234375]","[187.23574829101562, 361.8517150878906]"
1739283403.8286333,"[176.88877868652344, 273.1947326660156]","[284.26043701171875, 295.89739990234375]","[187.23574829101562, 361.8517150878906]"
1739283403.8296752,"[176.88877868652344, 273.1947326660156]","[284.26043701171875, 295.89739990234375]","[187.23574829101562, 361.8517150878906]"
1739283403.8306813,"[176.88877868652344, 273.1947326660156]","[284.26043701171875, 295.89739990234375]","[187.23574829101562, 361.8517150878906]"
1739283403.8316934,"[176.88877868652344, 273.1947326660156]","[284.26043701171875, 295.89739990234375]","[187.23574829101562, 361.8517150878906]"
1739283403.8326483,"[176.88877868652344, 273.1947326660156]","[284.26043701171875, 295.89739990234375]","[187.23574829101562, 361.8517150878906]"
