Time (s),UV Hook,UV Tip,UV Lowpoint
1738934030.9794052,"[604.5742797851562, 219.74229431152344]","[767.9295043945312, 314.4281921386719]","[670.4789428710938, 374.2868957519531]"
1738934030.97989,"[604.5742797851562, 219.74229431152344]","[767.9295043945312, 314.4281921386719]","[670.4789428710938, 374.2868957519531]"
1738934030.9808714,"[604.5742797851562, 219.74229431152344]","[767.9295043945312, 314.4281921386719]","[670.4789428710938, 374.2868957519531]"
1738934030.981917,"[604.5742797851562, 219.74229431152344]","[767.9295043945312, 314.4281921386719]","[670.4789428710938, 374.2868957519531]"
1738934030.98288,"[604.5742797851562, 219.74229431152344]","[767.9295043945312, 314.4281921386719]","[670.4789428710938, 374.2868957519531]"
1738934030.9838438,"[604.5742797851562, 219.74229431152344]","[767.9295043945312, 314.4281921386719]","[670.4789428710938, 374.2868957519531]"
1738934030.9848669,"[604.5742797851562, 219.74229431152344]","[767.9295043945312, 314.4281921386719]","[670.4789428710938, 374.2868957519531]"
1738934030.985864,"[604.5742797851562, 219.74229431152344]","[767.9295043945312, 314.4281921386719]","[670.4789428710938, 374.2868957519531]"
1738934030.9868731,"[604.5742797851562, 219.74229431152344]","[767.9295043945312, 314.4281921386719]","[670.4789428710938, 374.2868957519531]"
1738934030.9878767,"[604.5742797851562, 219.74229431152344]","[767.9295043945312, 314.4281921386719]","[670.4789428710938, 374.2868957519531]"
1738934030.9888527,"[604.5742797851562, 219.74229431152344]","[767.9295043945312, 314.4281921386719]","[670.4789428710938, 374.2868957519531]"
1738934030.9899786,"[604.5742797851562, 219.74229431152344]","[767.9295043945312, 314.4281921386719]","[670.4789428710938, 374.2868957519531]"
1738934030.9908383,"[604.5742797851562, 219.74229431152344]","[767.9295043945312, 314.4281921386719]","[670.4789428710938, 374.2868957519531]"
1738934030.9918668,"[604.5742797851562, 219.74229431152344]","[767.9295043945312, 314.4281921386719]","[670.4789428710938, 374.2868957519531]"
1738934030.9928176,"[604.5742797851562, 219.74229431152344]","[767.9295043945312, 314.4281921386719]","[670.4789428710938, 374.2868957519531]"
1738934030.9938588,"[604.5742797851562, 219.74229431152344]","[767.9295043945312, 314.4281921386719]","[670.4789428710938, 374.2868957519531]"
1738934030.9948735,"[604.5742797851562, 219.74229431152344]","[767.9295043945312, 314.4281921386719]","[670.4789428710938, 374.2868957519531]"
1738934030.9958854,"[604.5742797851562, 219.74229431152344]","[767.9295043945312, 314.4281921386719]","[670.4789428710938, 374.2868957519531]"
1738934030.9969153,"[604.5742797851562, 219.74229431152344]","[767.9295043945312, 314.4281921386719]","[670.4789428710938, 374.2868957519531]"
1738934030.9978685,"[604.5742797851562, 219.74229431152344]","[767.9295043945312, 314.4281921386719]","[670.4789428710938, 374.2868957519531]"
1738934030.9988546,"[604.5742797851562, 219.74229431152344]","[767.9295043945312, 314.4281921386719]","[670.4789428710938, 374.2868957519531]"
1738934030.9998813,"[604.5742797851562, 219.74229431152344]","[767.9295043945312, 314.4281921386719]","[670.4789428710938, 374.2868957519531]"
1738934031.0008817,"[604.5742797851562, 219.74229431152344]","[767.9295043945312, 314.4281921386719]","[670.4789428710938, 374.2868957519531]"
1738934031.0018885,"[604.5742797851562, 219.74229431152344]","[767.9295043945312, 314.4281921386719]","[670.4789428710938, 374.2868957519531]"
1738934031.002884,"[604.5742797851562, 219.74229431152344]","[767.9295043945312, 314.4281921386719]","[670.4789428710938, 374.2868957519531]"
1738934031.0038688,"[604.5742797851562, 219.74229431152344]","[767.9295043945312, 314.4281921386719]","[670.4789428710938, 374.2868957519531]"
1738934031.0048223,"[604.5742797851562, 219.74229431152344]","[767.9295043945312, 314.4281921386719]","[670.4789428710938, 374.2868957519531]"
1738934031.0058968,"[604.5742797851562, 219.74229431152344]","[767.9295043945312, 314.4281921386719]","[670.4789428710938, 374.2868957519531]"
1738934031.0068731,"[604.5742797851562, 219.74229431152344]","[767.9295043945312, 314.4281921386719]","[670.4789428710938, 374.2868957519531]"
1738934031.0078611,"[604.5742797851562, 219.74229431152344]","[767.9295043945312, 314.4281921386719]","[670.4789428710938, 374.2868957519531]"
1738934031.008875,"[604.5742797851562, 219.74229431152344]","[767.9295043945312, 314.4281921386719]","[670.4789428710938, 374.2868957519531]"
1738934031.0099144,"[604.5742797851562, 219.74229431152344]","[767.9295043945312, 314.4281921386719]","[670.4789428710938, 374.2868957519531]"
1738934031.0108635,"[604.5742797851562, 219.74229431152344]","[767.9295043945312, 314.4281921386719]","[670.4789428710938, 374.2868957519531]"
1738934031.0118427,"[604.5742797851562, 219.74229431152344]","[767.9295043945312, 314.4281921386719]","[670.4789428710938, 374.2868957519531]"
1738934031.0128698,"[604.5742797851562, 219.74229431152344]","[767.9295043945312, 314.4281921386719]","[670.4789428710938, 374.2868957519531]"
1738934031.0139349,"[604.5742797851562, 219.74229431152344]","[767.9295043945312, 314.4281921386719]","[670.4789428710938, 374.2868957519531]"
1738934031.0148544,"[604.5742797851562, 219.74229431152344]","[767.9295043945312, 314.4281921386719]","[670.4789428710938, 374.2868957519531]"
1738934031.0159192,"[604.5742797851562, 219.74229431152344]","[767.9295043945312, 314.4281921386719]","[670.4789428710938, 374.2868957519531]"
1738934031.0168726,"[604.5742797851562, 219.74229431152344]","[767.9295043945312, 314.4281921386719]","[670.4789428710938, 374.2868957519531]"
1738934031.0178986,"[604.5742797851562, 219.74229431152344]","[767.9295043945312, 314.4281921386719]","[670.4789428710938, 374.2868957519531]"
1738934031.0188537,"[604.5742797851562, 219.74229431152344]","[767.9295043945312, 314.4281921386719]","[670.4789428710938, 374.2868957519531]"
1738934031.0199106,"[604.5742797851562, 219.74229431152344]","[767.9295043945312, 314.4281921386719]","[670.4789428710938, 374.2868957519531]"
1738934031.020848,"[604.5742797851562, 219.74229431152344]","[767.9295043945312, 314.4281921386719]","[670.4789428710938, 374.2868957519531]"
1738934031.0218546,"[604.5742797851562, 219.74229431152344]","[767.9295043945312, 314.4281921386719]","[670.4789428710938, 374.2868957519531]"
