Time (s),UV Hook,UV Tip,UV Lowpoint
1738934044.807368,"[221.6520233154297, 216.99282836914062]","[388.30792236328125, 314.2937927246094]","[289.6304626464844, 374.4062194824219]"
1738934044.8078709,"[221.6520233154297, 216.99282836914062]","[388.30792236328125, 314.2937927246094]","[289.6304626464844, 374.4062194824219]"
1738934044.8088665,"[221.6520233154297, 216.99282836914062]","[388.30792236328125, 314.2937927246094]","[289.6304626464844, 374.4062194824219]"
1738934044.8098826,"[221.6520233154297, 216.99282836914062]","[388.30792236328125, 314.2937927246094]","[289.6304626464844, 374.4062194824219]"
1738934044.810853,"[221.6520233154297, 216.99282836914062]","[388.30792236328125, 314.2937927246094]","[289.6304626464844, 374.4062194824219]"
1738934044.811913,"[221.6520233154297, 216.99282836914062]","[388.30792236328125, 314.2937927246094]","[289.6304626464844, 374.4062194824219]"
1738934044.8128679,"[221.6520233154297, 216.99282836914062]","[388.30792236328125, 314.2937927246094]","[289.6304626464844, 374.4062194824219]"
1738934044.8138566,"[221.6520233154297, 216.99282836914062]","[388.30792236328125, 314.2937927246094]","[289.6304626464844, 374.4062194824219]"
1738934044.8149066,"[221.6520233154297, 216.99282836914062]","[388.30792236328125, 314.2937927246094]","[289.6304626464844, 374.4062194824219]"
1738934044.8158638,"[221.6520233154297, 216.99282836914062]","[388.30792236328125, 314.2937927246094]","[289.6304626464844, 374.4062194824219]"
1738934044.8168423,"[221.6520233154297, 216.99282836914062]","[388.30792236328125, 314.2937927246094]","[289.6304626464844, 374.4062194824219]"
1738934044.8178823,"[221.6520233154297, 216.99282836914062]","[388.30792236328125, 314.2937927246094]","[289.6304626464844, 374.4062194824219]"
1738934044.818845,"[221.6520233154297, 216.99282836914062]","[388.30792236328125, 314.2937927246094]","[289.6304626464844, 374.4062194824219]"
1738934044.8198473,"[221.6520233154297, 216.99282836914062]","[388.30792236328125, 314.2937927246094]","[289.6304626464844, 374.4062194824219]"
1738934044.820875,"[221.6520233154297, 216.99282836914062]","[388.30792236328125, 314.2937927246094]","[289.6304626464844, 374.4062194824219]"
1738934044.8218932,"[221.6520233154297, 216.99282836914062]","[388.30792236328125, 314.2937927246094]","[289.6304626464844, 374.4062194824219]"
1738934044.8228793,"[221.6520233154297, 216.99282836914062]","[388.30792236328125, 314.2937927246094]","[289.6304626464844, 374.4062194824219]"
1738934044.823851,"[221.6520233154297, 216.99282836914062]","[388.30792236328125, 314.2937927246094]","[289.6304626464844, 374.4062194824219]"
1738934044.8249192,"[221.6520233154297, 216.99282836914062]","[388.30792236328125, 314.2937927246094]","[289.6304626464844, 374.4062194824219]"
1738934044.8258874,"[221.6520233154297, 216.99282836914062]","[388.30792236328125, 314.2937927246094]","[289.6304626464844, 374.4062194824219]"
1738934044.8268733,"[221.6520233154297, 216.99282836914062]","[388.30792236328125, 314.2937927246094]","[289.6304626464844, 374.4062194824219]"
1738934044.8278656,"[221.6520233154297, 216.99282836914062]","[388.30792236328125, 314.2937927246094]","[289.6304626464844, 374.4062194824219]"
1738934044.8288605,"[221.6520233154297, 216.99282836914062]","[388.30792236328125, 314.2937927246094]","[289.6304626464844, 374.4062194824219]"
1738934044.8298576,"[221.6520233154297, 216.99282836914062]","[388.30792236328125, 314.2937927246094]","[289.6304626464844, 374.4062194824219]"
1738934044.8308165,"[221.6520233154297, 216.99282836914062]","[388.30792236328125, 314.2937927246094]","[289.6304626464844, 374.4062194824219]"
1738934044.8318577,"[221.6520233154297, 216.99282836914062]","[388.30792236328125, 314.2937927246094]","[289.6304626464844, 374.4062194824219]"
1738934044.832868,"[221.6520233154297, 216.99282836914062]","[388.30792236328125, 314.2937927246094]","[289.6304626464844, 374.4062194824219]"
1738934044.8338537,"[221.6520233154297, 216.99282836914062]","[388.30792236328125, 314.2937927246094]","[289.6304626464844, 374.4062194824219]"
1738934044.8348193,"[221.6520233154297, 216.99282836914062]","[388.30792236328125, 314.2937927246094]","[289.6304626464844, 374.4062194824219]"
1738934044.8359044,"[221.6520233154297, 216.99282836914062]","[388.30792236328125, 314.2937927246094]","[289.6304626464844, 374.4062194824219]"
1738934044.836856,"[221.6520233154297, 216.99282836914062]","[388.30792236328125, 314.2937927246094]","[289.6304626464844, 374.4062194824219]"
1738934044.8378665,"[221.6520233154297, 216.99282836914062]","[388.30792236328125, 314.2937927246094]","[289.6304626464844, 374.4062194824219]"
1738934044.838888,"[221.6520233154297, 216.99282836914062]","[388.30792236328125, 314.2937927246094]","[289.6304626464844, 374.4062194824219]"
1738934044.8398662,"[221.6520233154297, 216.99282836914062]","[388.30792236328125, 314.2937927246094]","[289.6304626464844, 374.4062194824219]"
1738934044.8408618,"[221.6520233154297, 216.99282836914062]","[388.30792236328125, 314.2937927246094]","[289.6304626464844, 374.4062194824219]"
1738934044.8418837,"[221.6520233154297, 216.99282836914062]","[388.30792236328125, 314.2937927246094]","[289.6304626464844, 374.4062194824219]"
1738934044.8428621,"[221.6520233154297, 216.99282836914062]","[388.30792236328125, 314.2937927246094]","[289.6304626464844, 374.4062194824219]"
1738934044.84388,"[221.6520233154297, 216.99282836914062]","[388.30792236328125, 314.2937927246094]","[289.6304626464844, 374.4062194824219]"
1738934044.8448114,"[221.6520233154297, 216.99282836914062]","[388.30792236328125, 314.2937927246094]","[289.6304626464844, 374.4062194824219]"
1738934044.8458736,"[221.6520233154297, 216.99282836914062]","[388.30792236328125, 314.2937927246094]","[289.6304626464844, 374.4062194824219]"
1738934044.8468442,"[221.6520233154297, 216.99282836914062]","[388.30792236328125, 314.2937927246094]","[289.6304626464844, 374.4062194824219]"
1738934044.8478615,"[221.6520233154297, 216.99282836914062]","[388.30792236328125, 314.2937927246094]","[289.6304626464844, 374.4062194824219]"
1738934044.8489332,"[221.6520233154297, 216.99282836914062]","[388.30792236328125, 314.2937927246094]","[289.6304626464844, 374.4062194824219]"
1738934044.8499005,"[221.6520233154297, 216.99282836914062]","[388.30792236328125, 314.2937927246094]","[289.6304626464844, 374.4062194824219]"
1738934044.8508573,"[221.6520233154297, 216.99282836914062]","[388.30792236328125, 314.2937927246094]","[289.6304626464844, 374.4062194824219]"
1738934044.8519096,"[221.6520233154297, 216.99282836914062]","[388.30792236328125, 314.2937927246094]","[289.6304626464844, 374.4062194824219]"
1738934044.8528693,"[221.6520233154297, 216.99282836914062]","[388.30792236328125, 314.2937927246094]","[289.6304626464844, 374.4062194824219]"
1738934044.853886,"[221.6520233154297, 216.99282836914062]","[388.30792236328125, 314.2937927246094]","[289.6304626464844, 374.4062194824219]"
1738934044.8548489,"[221.6520233154297, 216.99282836914062]","[388.30792236328125, 314.2937927246094]","[289.6304626464844, 374.4062194824219]"
1738934044.8558123,"[221.6520233154297, 216.99282836914062]","[388.30792236328125, 314.2937927246094]","[289.6304626464844, 374.4062194824219]"
1738934044.8568814,"[221.6520233154297, 216.99282836914062]","[388.30792236328125, 314.2937927246094]","[289.6304626464844, 374.4062194824219]"
1738934044.8579185,"[221.6520233154297, 216.99282836914062]","[388.30792236328125, 314.2937927246094]","[289.6304626464844, 374.4062194824219]"
1738934044.8588688,"[221.6520233154297, 216.99282836914062]","[388.30792236328125, 314.2937927246094]","[289.6304626464844, 374.4062194824219]"
