Time (s),UV Hook,UV Tip,UV Lowpoint
1738934363.2040076,"[612.4290771484375, 215.3829803466797]","[780.0779418945312, 307.0806579589844]","[682.7332763671875, 367.48040771484375]"
1738934363.2045822,"[612.4290771484375, 215.3829803466797]","[780.0779418945312, 307.0806579589844]","[682.7332763671875, 367.48040771484375]"
1738934363.2051268,"[612.4290771484375, 215.3829803466797]","[780.0779418945312, 307.0806579589844]","[682.7332763671875, 367.48040771484375]"
1738934363.2060552,"[612.4290771484375, 215.3829803466797]","[780.0779418945312, 307.0806579589844]","[682.7332763671875, 367.48040771484375]"
1738934363.207073,"[612.4290771484375, 215.3829803466797]","[780.0779418945312, 307.0806579589844]","[682.7332763671875, 367.48040771484375]"
1738934363.2080758,"[612.4290771484375, 215.3829803466797]","[780.0779418945312, 307.0806579589844]","[682.7332763671875, 367.48040771484375]"
1738934363.2090752,"[612.4290771484375, 215.3829803466797]","[780.0779418945312, 307.0806579589844]","[682.7332763671875, 367.48040771484375]"
1738934363.2100859,"[612.4290771484375, 215.3829803466797]","[780.0779418945312, 307.0806579589844]","[682.7332763671875, 367.48040771484375]"
1738934363.2111099,"[612.4290771484375, 215.3829803466797]","[780.0779418945312, 307.0806579589844]","[682.7332763671875, 367.48040771484375]"
1738934363.2121167,"[612.4290771484375, 215.3829803466797]","[780.0779418945312, 307.0806579589844]","[682.7332763671875, 367.48040771484375]"
1738934363.2130923,"[612.4290771484375, 215.3829803466797]","[780.0779418945312, 307.0806579589844]","[682.7332763671875, 367.48040771484375]"
1738934363.2141752,"[612.4290771484375, 215.3829803466797]","[780.0779418945312, 307.0806579589844]","[682.7332763671875, 367.48040771484375]"
1738934363.2151093,"[612.4290771484375, 215.3829803466797]","[780.0779418945312, 307.0806579589844]","[682.7332763671875, 367.48040771484375]"
1738934363.2161,"[612.4290771484375, 215.3829803466797]","[780.0779418945312, 307.0806579589844]","[682.7332763671875, 367.48040771484375]"
1738934363.2170682,"[612.4290771484375, 215.3829803466797]","[780.0779418945312, 307.0806579589844]","[682.7332763671875, 367.48040771484375]"
1738934363.2181292,"[612.4290771484375, 215.3829803466797]","[780.0779418945312, 307.0806579589844]","[682.7332763671875, 367.48040771484375]"
1738934363.2191231,"[612.4290771484375, 215.3829803466797]","[780.0779418945312, 307.0806579589844]","[682.7332763671875, 367.48040771484375]"
1738934363.2200913,"[612.4290771484375, 215.3829803466797]","[780.0779418945312, 307.0806579589844]","[682.7332763671875, 367.48040771484375]"
1738934363.2211251,"[612.4290771484375, 215.3829803466797]","[780.0779418945312, 307.0806579589844]","[682.7332763671875, 367.48040771484375]"
1738934363.222111,"[612.4290771484375, 215.3829803466797]","[780.0779418945312, 307.0806579589844]","[682.7332763671875, 367.48040771484375]"
1738934363.2230766,"[612.4290771484375, 215.3829803466797]","[780.0779418945312, 307.0806579589844]","[682.7332763671875, 367.48040771484375]"
1738934363.2240763,"[612.4290771484375, 215.3829803466797]","[780.0779418945312, 307.0806579589844]","[682.7332763671875, 367.48040771484375]"
1738934363.2251291,"[612.4290771484375, 215.3829803466797]","[780.0779418945312, 307.0806579589844]","[682.7332763671875, 367.48040771484375]"
1738934363.2261658,"[612.4290771484375, 215.3829803466797]","[780.0779418945312, 307.0806579589844]","[682.7332763671875, 367.48040771484375]"
1738934363.2272694,"[612.4290771484375, 215.3829803466797]","[780.0779418945312, 307.0806579589844]","[682.7332763671875, 367.48040771484375]"
1738934363.2281969,"[612.4290771484375, 215.3829803466797]","[780.0779418945312, 307.0806579589844]","[682.7332763671875, 367.48040771484375]"
1738934363.2289546,"[612.4290771484375, 215.3829803466797]","[780.0779418945312, 307.0806579589844]","[682.7332763671875, 367.48040771484375]"
1738934363.2299464,"[612.4290771484375, 215.3829803466797]","[780.0779418945312, 307.0806579589844]","[682.7332763671875, 367.48040771484375]"
1738934363.2309027,"[612.4290771484375, 215.3829803466797]","[780.0779418945312, 307.0806579589844]","[682.7332763671875, 367.48040771484375]"
1738934363.2319884,"[612.4290771484375, 215.3829803466797]","[780.0779418945312, 307.0806579589844]","[682.7332763671875, 367.48040771484375]"
