x,y,z,roll,pitch,yaw
-429.5016815085877,762.3567865813834,898.7057753969257,-90.20941551737536,48.68482818644635,0.5549849314811102
-437.1648798273616,761.3403018953525,892.5433112445332,-90.20941551737536,48.68482818644635,0.5549849314811102
-439.0475673616245,763.3031424215137,891.4160126106104,-90.20941551737536,48.68482818644635,0.5549849314811102
-439.4176943554294,762.1508540304594,890.4662463776876,-90.20941551737536,48.68482818644635,0.5549849314811102
-440.5628709884671,762.1459598272409,889.5089558026878,-90.20941551737536,48.68482818644635,0.5549849314811102
-442.2084167302893,762.6465101914707,888.4152989762845,-90.20941551737536,48.68482818644635,0.5549849314811102
-442.9735312396966,762.0665472484256,887.3925844818839,-90.20941551737536,48.68482818644635,0.5549849314811102
-444.2446978050501,761.9997135096335,886.3535775422554,-90.20941551737536,48.68482818644635,0.5549849314811102
-444.61441924688296,760.8558270721646,885.4663959361196,-90.20941551737536,48.68482818644635,0.5549849314811102
-445.69851195807206,760.109850092352,885.0526292940494,-90.20941551737536,48.68482818644635,0.5549849314811102
-447.92845594435084,761.1447602776977,884.5731092301485,-90.20941551737536,48.68482818644635,0.5549849314811102
