hook_num,trajectory_process,x_max_work,x_max_local,x_min_work,x_min_local,y_max_work,y_max_local,y_min_work,y_min_local,z_max_work,z_max_local,z_min_work,z_min_local,x_mean_work,x_mean_local,y_mean_work,y_mean_local,z_mean_work,z_mean_local,euclidean_max_work,roll_max,pitch_max,yaw_max
3,4,1.5696001007978,2.88834446200975,-2.08274286706001e-10,-1.62078773929809e-08,2.79582487428877,1.30630857786879,5.5717919167364e-10,1.30517698356972e-08,-2.22959215534502e-07,-2.21986760040234e-07,-1.82390127082419,-1.90619573975761,1.27183099656281,2.39502749420436,2.4323113576364,1.23456850649424,-1.29510287351498,-1.39692579931859,3.30515191236837,3.94134613308111,4.18985526466661,-13.0234918327483
