hook_num,trajectory_process,x_max_work,x_max_local,x_min_work,x_min_local,y_max_work,y_max_local,y_min_work,y_min_local,z_max_work,z_max_local,z_min_work,z_min_local,x_mean_work,x_mean_local,y_mean_work,y_mean_local,z_mean_work,z_mean_local,euclidean_max_work,roll_max,pitch_max,yaw_max
24,2,1.89857018995099e-11,2.93820546642623,-2.9089604802798,1.13234434298581e-11,8.25774362634843,8.68811698599434,-1.43245415529236e-11,-2.05219664091942e-11,3.38860644317094,3.33614814103522,-4.60196361018461e-08,-4.60196362787042e-08,-0.881396388066707,2.44823796808935,7.27405568957187,6.93135211420141,2.91600370687432,2.86167170208428,9.17680376768885,-7.1653642014486,-9.85573719005323,7.17669786838857
