Time (s),UV Hook,UV Tip,UV Lowpoint
1738934280.0136096,"[246.8911895751953, 221.9768829345703]","[415.4905700683594, 311.9622497558594]","[314.18505859375, 373.69073486328125]"
1738934280.0140588,"[246.8911895751953, 221.9768829345703]","[415.4905700683594, 311.9622497558594]","[314.18505859375, 373.69073486328125]"
1738934280.0148244,"[246.8911895751953, 221.9768829345703]","[415.4905700683594, 311.9622497558594]","[314.18505859375, 373.69073486328125]"
1738934280.0157788,"[246.8911895751953, 221.9768829345703]","[415.4905700683594, 311.9622497558594]","[314.18505859375, 373.69073486328125]"
1738934280.0167596,"[246.8911895751953, 221.9768829345703]","[415.4905700683594, 311.9622497558594]","[314.18505859375, 373.69073486328125]"
1738934280.017813,"[246.8911895751953, 221.9768829345703]","[415.4905700683594, 311.9622497558594]","[314.18505859375, 373.69073486328125]"
1738934280.018819,"[246.8911895751953, 221.9768829345703]","[415.4905700683594, 311.9622497558594]","[314.18505859375, 373.69073486328125]"
1738934280.0198188,"[246.8911895751953, 221.9768829345703]","[415.4905700683594, 311.9622497558594]","[314.18505859375, 373.69073486328125]"
1738934280.0207787,"[246.8911895751953, 221.9768829345703]","[415.4905700683594, 311.9622497558594]","[314.18505859375, 373.69073486328125]"
1738934280.0217881,"[246.8911895751953, 221.9768829345703]","[415.4905700683594, 311.9622497558594]","[314.18505859375, 373.69073486328125]"
1738934280.0227818,"[246.8911895751953, 221.9768829345703]","[415.4905700683594, 311.9622497558594]","[314.18505859375, 373.69073486328125]"
1738934280.0238035,"[246.8911895751953, 221.9768829345703]","[415.4905700683594, 311.9622497558594]","[314.18505859375, 373.69073486328125]"
1738934280.024782,"[246.8911895751953, 221.9768829345703]","[415.4905700683594, 311.9622497558594]","[314.18505859375, 373.69073486328125]"
1738934280.0257893,"[246.8911895751953, 221.9768829345703]","[415.4905700683594, 311.9622497558594]","[314.18505859375, 373.69073486328125]"
1738934280.0268204,"[246.8911895751953, 221.9768829345703]","[415.4905700683594, 311.9622497558594]","[314.18505859375, 373.69073486328125]"
1738934280.027784,"[246.8911895751953, 221.9768829345703]","[415.4905700683594, 311.9622497558594]","[314.18505859375, 373.69073486328125]"
1738934280.0287843,"[246.8911895751953, 221.9768829345703]","[415.4905700683594, 311.9622497558594]","[314.18505859375, 373.69073486328125]"
1738934280.029792,"[246.8911895751953, 221.9768829345703]","[415.4905700683594, 311.9622497558594]","[314.18505859375, 373.69073486328125]"
1738934280.0308144,"[246.8911895751953, 221.9768829345703]","[415.4905700683594, 311.9622497558594]","[314.18505859375, 373.69073486328125]"
1738934280.0317757,"[246.8911895751953, 221.9768829345703]","[415.4905700683594, 311.9622497558594]","[314.18505859375, 373.69073486328125]"
1738934280.0327625,"[246.8911895751953, 221.9768829345703]","[415.4905700683594, 311.9622497558594]","[314.18505859375, 373.69073486328125]"
1738934280.0338688,"[246.8911895751953, 221.9768829345703]","[415.4905700683594, 311.9622497558594]","[314.18505859375, 373.69073486328125]"
1738934280.03477,"[246.8911895751953, 221.9768829345703]","[415.4905700683594, 311.9622497558594]","[314.18505859375, 373.69073486328125]"
1738934280.035775,"[246.8911895751953, 221.9768829345703]","[415.4905700683594, 311.9622497558594]","[314.18505859375, 373.69073486328125]"
1738934280.036853,"[246.8911895751953, 221.9768829345703]","[415.4905700683594, 311.9622497558594]","[314.18505859375, 373.69073486328125]"
1738934280.0377731,"[246.8911895751953, 221.9768829345703]","[415.4905700683594, 311.9622497558594]","[314.18505859375, 373.69073486328125]"
1738934280.0387878,"[246.8911895751953, 221.9768829345703]","[415.4905700683594, 311.9622497558594]","[314.18505859375, 373.69073486328125]"
1738934280.0397878,"[246.8911895751953, 221.9768829345703]","[415.4905700683594, 311.9622497558594]","[314.18505859375, 373.69073486328125]"
1738934280.0407906,"[246.8911895751953, 221.9768829345703]","[415.4905700683594, 311.9622497558594]","[314.18505859375, 373.69073486328125]"
1738934280.0418265,"[246.8911895751953, 221.9768829345703]","[415.4905700683594, 311.9622497558594]","[314.18505859375, 373.69073486328125]"
1738934280.0428302,"[246.8911895751953, 221.9768829345703]","[415.4905700683594, 311.9622497558594]","[314.18505859375, 373.69073486328125]"
1738934280.0438216,"[246.8911895751953, 221.9768829345703]","[415.4905700683594, 311.9622497558594]","[314.18505859375, 373.69073486328125]"
1738934280.0448909,"[246.8911895751953, 221.9768829345703]","[415.4905700683594, 311.9622497558594]","[314.18505859375, 373.69073486328125]"
1738934280.0458672,"[246.8911895751953, 221.9768829345703]","[415.4905700683594, 311.9622497558594]","[314.18505859375, 373.69073486328125]"
1738934280.0467908,"[246.8911895751953, 221.9768829345703]","[415.4905700683594, 311.9622497558594]","[314.18505859375, 373.69073486328125]"
1738934280.0477865,"[246.8911895751953, 221.9768829345703]","[415.4905700683594, 311.9622497558594]","[314.18505859375, 373.69073486328125]"
1738934280.0488253,"[246.8911895751953, 221.9768829345703]","[415.4905700683594, 311.9622497558594]","[314.18505859375, 373.69073486328125]"
1738934280.0497987,"[246.8911895751953, 221.9768829345703]","[415.4905700683594, 311.9622497558594]","[314.18505859375, 373.69073486328125]"
1738934280.0507808,"[246.8911895751953, 221.9768829345703]","[415.4905700683594, 311.9622497558594]","[314.18505859375, 373.69073486328125]"
1738934280.0521355,"[246.8911895751953, 221.9768829345703]","[415.4905700683594, 311.9622497558594]","[314.18505859375, 373.69073486328125]"
1738934280.052991,"[246.8911895751953, 221.9768829345703]","[415.4905700683594, 311.9622497558594]","[314.18505859375, 373.69073486328125]"
1738934280.0540905,"[246.8911895751953, 221.9768829345703]","[415.4905700683594, 311.9622497558594]","[314.18505859375, 373.69073486328125]"
1738934280.0550432,"[246.8911895751953, 221.9768829345703]","[415.4905700683594, 311.9622497558594]","[314.18505859375, 373.69073486328125]"
1738934280.055962,"[246.8911895751953, 221.9768829345703]","[415.4905700683594, 311.9622497558594]","[314.18505859375, 373.69073486328125]"
1738934280.0571284,"[246.8911895751953, 221.9768829345703]","[415.4905700683594, 311.9622497558594]","[314.18505859375, 373.69073486328125]"
1738934280.0580068,"[246.8911895751953, 221.9768829345703]","[415.4905700683594, 311.9622497558594]","[314.18505859375, 373.69073486328125]"
1738934280.0589962,"[246.8911895751953, 221.9768829345703]","[415.4905700683594, 311.9622497558594]","[314.18505859375, 373.69073486328125]"
1738934280.060091,"[246.8911895751953, 221.9768829345703]","[415.4905700683594, 311.9622497558594]","[314.18505859375, 373.69073486328125]"
1738934280.0611203,"[246.8911895751953, 221.9768829345703]","[415.4905700683594, 311.9622497558594]","[314.18505859375, 373.69073486328125]"
1738934280.06206,"[246.8911895751953, 221.9768829345703]","[415.4905700683594, 311.9622497558594]","[314.18505859375, 373.69073486328125]"
1738934280.0630097,"[246.8911895751953, 221.9768829345703]","[415.4905700683594, 311.9622497558594]","[314.18505859375, 373.69073486328125]"
1738934280.0640109,"[246.8911895751953, 221.9768829345703]","[415.4905700683594, 311.9622497558594]","[314.18505859375, 373.69073486328125]"
1738934280.0649984,"[246.8911895751953, 221.9768829345703]","[415.4905700683594, 311.9622497558594]","[314.18505859375, 373.69073486328125]"
