epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
89,647.973,0.62394,1.42751,0.38142,0.86629,0.97274,0.98437,0.99093,0.72035,0.85502,0.86696,0.84139,0.47129,0.73301,1.81398,0.38333,0.86299,9.1288e-05,9.1288e-05,9.1288e-05
90,655.003,0.61351,1.50423,0.37243,0.85615,0.96828,0.98511,0.99141,0.72428,0.85,0.84912,0.83208,0.46164,0.72932,1.90523,0.38121,0.85943,9.1189e-05,9.1189e-05,9.1189e-05
91,661.873,0.61557,1.47589,0.37792,0.86158,0.96975,0.98767,0.99008,0.7386,0.83843,0.85399,0.82444,0.46271,0.68636,1.9198,0.3686,0.83938,9.109e-05,9.109e-05,9.109e-05
92,668.811,0.60842,1.48846,0.37125,0.85576,0.97693,0.98274,0.99151,0.73628,0.86491,0.87802,0.85242,0.4861,0.68274,1.76957,0.37012,0.83797,9.0991e-05,9.0991e-05,9.0991e-05
93,675.935,0.6199,1.48977,0.37686,0.85552,0.97907,0.97996,0.99034,0.73552,0.8506,0.87009,0.83834,0.47193,0.68908,1.75322,0.3781,0.84111,9.0892e-05,9.0892e-05,9.0892e-05
94,682.239,0.59217,1.46459,0.36483,0.8483,0.97738,0.98185,0.98844,0.73953,0.85315,0.86002,0.84782,0.46615,0.68312,1.88628,0.37556,0.84053,9.0793e-05,9.0793e-05,9.0793e-05
95,689.196,0.60421,1.46203,0.37593,0.85677,0.94933,0.98207,0.99052,0.74303,0.86864,0.869,0.85945,0.47788,0.67171,1.81933,0.37605,0.83175,9.0694e-05,9.0694e-05,9.0694e-05
96,695.85,0.60238,1.42924,0.36837,0.85517,0.9611,0.98213,0.99205,0.72368,0.84182,0.86338,0.84302,0.4676,0.69148,1.811,0.38235,0.83622,9.0595e-05,9.0595e-05,9.0595e-05
97,702.864,0.60353,1.4168,0.37285,0.85846,0.96515,0.98445,0.99206,0.73006,0.83693,0.8576,0.83927,0.46128,0.68623,1.87552,0.37857,0.83883,9.0496e-05,9.0496e-05,9.0496e-05
98,709.986,0.59508,1.43391,0.36716,0.86113,0.96004,0.9806,0.98905,0.73466,0.83286,0.8519,0.81921,0.45168,0.68438,1.93292,0.37036,0.84098,9.0397e-05,9.0397e-05,9.0397e-05
99,716.764,0.60062,1.4293,0.36972,0.85733,0.95583,0.98495,0.98868,0.74135,0.84706,0.8763,0.83883,0.47162,0.67152,1.81171,0.36846,0.8365,9.0298e-05,9.0298e-05,9.0298e-05
100,723.996,0.60755,1.47371,0.36807,0.85993,0.95839,0.98446,0.99101,0.73122,0.84195,0.86959,0.84131,0.46444,0.69168,1.80503,0.37235,0.83872,9.0199e-05,9.0199e-05,9.0199e-05
101,730.444,0.58741,1.43605,0.35372,0.84815,0.97932,0.98455,0.99007,0.73099,0.85382,0.85845,0.82665,0.45654,0.69189,1.93678,0.38087,0.83704,9.01e-05,9.01e-05,9.01e-05
102,737.245,0.59161,1.4623,0.36,0.84852,0.96918,0.98084,0.98659,0.72722,0.83337,0.84479,0.79764,0.44537,0.69472,2.01241,0.37715,0.83579,9.0001e-05,9.0001e-05,9.0001e-05
103,744.439,0.61103,1.48018,0.37078,0.85681,0.9732,0.98071,0.98847,0.74137,0.85974,0.87889,0.8401,0.46336,0.67329,1.91377,0.36871,0.83601,8.9902e-05,8.9902e-05,8.9902e-05
104,751.265,0.60621,1.47434,0.36865,0.85348,0.97078,0.98074,0.98392,0.72891,0.84666,0.85906,0.81629,0.45816,0.71103,1.83745,0.37921,0.85179,8.9803e-05,8.9803e-05,8.9803e-05
105,758.408,0.61385,1.4816,0.37467,0.86068,0.96271,0.97503,0.98599,0.72264,0.86368,0.87687,0.85043,0.48156,0.71355,1.76296,0.3821,0.85093,8.9704e-05,8.9704e-05,8.9704e-05
106,765.527,0.603,1.46182,0.36765,0.85677,0.96905,0.97738,0.98933,0.74425,0.86283,0.8781,0.86028,0.47592,0.67967,1.80772,0.36319,0.84247,8.9605e-05,8.9605e-05,8.9605e-05
107,773.014,0.61258,1.52783,0.36964,0.8591,0.98157,0.98816,0.99087,0.74173,0.84172,0.84864,0.80644,0.44379,0.69122,2.02536,0.36775,0.84272,8.9506e-05,8.9506e-05,8.9506e-05
108,780.096,0.60757,1.4732,0.36609,0.85264,0.97905,0.98775,0.9902,0.74286,0.86337,0.87316,0.83863,0.46523,0.68266,1.84238,0.36254,0.83843,8.9407e-05,8.9407e-05,8.9407e-05
109,786.786,0.58891,1.45527,0.35636,0.84355,0.98077,0.99016,0.99127,0.74253,0.87139,0.88043,0.86018,0.47802,0.68403,1.80242,0.36631,0.83696,8.9308e-05,8.9308e-05,8.9308e-05
110,793.245,0.60142,1.45304,0.36623,0.85428,0.97888,0.98407,0.99106,0.73306,0.84197,0.84383,0.81699,0.46776,0.69102,1.87304,0.3659,0.83887,8.9209e-05,8.9209e-05,8.9209e-05
111,799.845,0.59351,1.45489,0.36027,0.84996,0.98068,0.97571,0.98989,0.73734,0.83335,0.83575,0.82261,0.45255,0.68138,1.9475,0.36526,0.83757,8.911e-05,8.911e-05,8.911e-05
112,807.063,0.58515,1.45606,0.36039,0.85478,0.97657,0.97809,0.98743,0.74711,0.84917,0.85972,0.83804,0.4604,0.67738,1.92838,0.36288,0.83542,8.9011e-05,8.9011e-05,8.9011e-05
113,813.924,0.59942,1.42921,0.36473,0.8565,0.97761,0.97781,0.98951,0.73287,0.84746,0.84174,0.81398,0.4518,0.71543,1.94529,0.37391,0.84428,8.8912e-05,8.8912e-05,8.8912e-05
114,820.774,0.59017,1.46249,0.36168,0.84604,0.97317,0.99012,0.98953,0.73251,0.85152,0.87216,0.8399,0.45729,0.71739,1.91378,0.38398,0.84583,8.8813e-05,8.8813e-05,8.8813e-05
