Time (s),UV Hook,UV Tip,UV Lowpoint
1739180802.8094518,"[154.93487548828125, 274.2999572753906]","[256.76611328125, 302.80596923828125]","[330.9953308105469, 373.0267639160156]"
1739180802.8098621,"[154.93487548828125, 274.2999572753906]","[256.76611328125, 302.80596923828125]","[330.9953308105469, 373.0267639160156]"
1739180802.8107433,"[154.93487548828125, 274.2999572753906]","[256.76611328125, 302.80596923828125]","[330.9953308105469, 373.0267639160156]"
1739180802.811716,"[154.93487548828125, 274.2999572753906]","[256.76611328125, 302.80596923828125]","[330.9953308105469, 373.0267639160156]"
1739180802.812744,"[154.93487548828125, 274.2999572753906]","[256.76611328125, 302.80596923828125]","[330.9953308105469, 373.0267639160156]"
1739180802.813731,"[154.93487548828125, 274.2999572753906]","[256.76611328125, 302.80596923828125]","[330.9953308105469, 373.0267639160156]"
1739180802.814749,"[154.93487548828125, 274.2999572753906]","[256.76611328125, 302.80596923828125]","[330.9953308105469, 373.0267639160156]"
1739180802.815713,"[154.93487548828125, 274.2999572753906]","[256.76611328125, 302.80596923828125]","[330.9953308105469, 373.0267639160156]"
1739180802.8167498,"[154.93487548828125, 274.2999572753906]","[256.76611328125, 302.80596923828125]","[330.9953308105469, 373.0267639160156]"
1739180802.8177419,"[154.93487548828125, 274.2999572753906]","[256.76611328125, 302.80596923828125]","[330.9953308105469, 373.0267639160156]"
1739180802.818732,"[154.93487548828125, 274.2999572753906]","[256.76611328125, 302.80596923828125]","[330.9953308105469, 373.0267639160156]"
1739180802.8197553,"[154.93487548828125, 274.2999572753906]","[256.76611328125, 302.80596923828125]","[330.9953308105469, 373.0267639160156]"
1739180802.82073,"[154.93487548828125, 274.2999572753906]","[256.76611328125, 302.80596923828125]","[330.9953308105469, 373.0267639160156]"
1739180802.8217423,"[154.93487548828125, 274.2999572753906]","[256.76611328125, 302.80596923828125]","[330.9953308105469, 373.0267639160156]"
1739180802.8227677,"[154.93487548828125, 274.2999572753906]","[256.76611328125, 302.80596923828125]","[330.9953308105469, 373.0267639160156]"
1739180802.8237429,"[154.93487548828125, 274.2999572753906]","[256.76611328125, 302.80596923828125]","[330.9953308105469, 373.0267639160156]"
1739180802.8247538,"[154.93487548828125, 274.2999572753906]","[256.76611328125, 302.80596923828125]","[330.9953308105469, 373.0267639160156]"
1739180802.825761,"[154.93487548828125, 274.2999572753906]","[256.76611328125, 302.80596923828125]","[330.9953308105469, 373.0267639160156]"
1739180802.8267524,"[154.93487548828125, 274.2999572753906]","[256.76611328125, 302.80596923828125]","[330.9953308105469, 373.0267639160156]"
1739180802.8277512,"[154.93487548828125, 274.2999572753906]","[256.76611328125, 302.80596923828125]","[330.9953308105469, 373.0267639160156]"
1739180802.8287468,"[154.93487548828125, 274.2999572753906]","[256.76611328125, 302.80596923828125]","[330.9953308105469, 373.0267639160156]"
1739180802.8298173,"[154.93487548828125, 274.2999572753906]","[256.76611328125, 302.80596923828125]","[330.9953308105469, 373.0267639160156]"
1739180802.830752,"[154.93487548828125, 274.2999572753906]","[256.76611328125, 302.80596923828125]","[330.9953308105469, 373.0267639160156]"
1739180802.8317492,"[154.93487548828125, 274.2999572753906]","[256.76611328125, 302.80596923828125]","[330.9953308105469, 373.0267639160156]"
1739180802.8327556,"[154.93487548828125, 274.2999572753906]","[256.76611328125, 302.80596923828125]","[330.9953308105469, 373.0267639160156]"
1739180802.8337188,"[154.93487548828125, 274.2999572753906]","[256.76611328125, 302.80596923828125]","[330.9953308105469, 373.0267639160156]"
1739180802.8347557,"[154.93487548828125, 274.2999572753906]","[256.76611328125, 302.80596923828125]","[330.9953308105469, 373.0267639160156]"
