x,y,z,roll,pitch,yaw
708.9288912522856,-497.60461122225206,334.33527692930784,35.09811458477783,24.525373312298868,59.36215792700852
702.277498755372,-492.3401183822199,339.73545968390044,35.09811458477783,24.525373312298868,59.36215792700852
702.1112321721279,-491.2015081850608,341.33135043837615,35.09811458477783,24.525373312298868,59.36215792700852
701.1487910090264,-490.23826868526805,341.41688479164475,35.09811458477783,24.525373312298868,59.36215792700852
700.2682696623763,-489.45768270389704,342.0241364719792,35.09811458477783,24.525373312298868,59.36215792700852
699.2748519701307,-488.6186143870053,342.6366927514646,35.09811458477783,24.525373312298868,59.36215792700852
698.2749735796735,-487.77531975726697,343.2417991519894,35.09811458477783,24.525373312298868,59.36215792700852
697.2692617831997,-486.92700980578775,343.8432409004479,35.09811458477783,24.525373312298868,59.36215792700852
696.257408617406,-486.128525421473,344.43937558003324,35.09811458477783,24.525373312298868,59.36215792700852
695.0922723821457,-485.77374101775604,345.6007893652687,35.09811458477783,24.525373312298868,59.36215792700852
693.8470436436835,-485.56764711283597,346.21341873442645,35.09811458477783,24.525373312298868,59.36215792700852
