hook_num,trajectory_process,x_max_work,x_max_local,x_min_work,x_min_local,y_max_work,y_max_local,y_min_work,y_min_local,z_max_work,z_max_local,z_min_work,z_min_local,x_mean_work,x_mean_local,y_mean_work,y_mean_local,z_mean_work,z_mean_local,euclidean_max_work,roll_max,pitch_max,yaw_max
6,3,0.877023939042658,-0.0890747318384139,-7.36579311717571,-3.91024205010964,6.58840896909135,9.04429036857719,-2.07273640312246,-2.24887614660842,3.30976296224492,3.39520112713532,-1.34677680173468,-1.31616560083461,-4.06550296465206,-1.69264383297667,4.74070134464844,6.00636171637566,0.199183637140841,0.238128923710171,10.4219274539446,3.85376625942206,5.27211971001774,8.91990542836844
