hook_num,trajectory_process,x_max_work,x_max_local,x_min_work,x_min_local,y_max_work,y_max_local,y_min_work,y_min_local,z_max_work,z_max_local,z_min_work,z_min_local,x_mean_work,x_mean_local,y_mean_work,y_mean_local,z_mean_work,z_mean_local,euclidean_max_work,roll_max,pitch_max,yaw_max
9,3,1.16759152452538,0.655108176052706,-1.66439124180819,-3.2308657440825,3.81044456558732,1.37044080174689,-1.53490007529501,-0.84982938771765,1.55181320240831,3.49841777617377,-0.318692348120862,-1.55522406817691,0.701051003375794,-1.57489348964976,2.82197949828801,0.504477559402677,0.753845590110846,2.50660931724853,4.09417004830385,1.22873797151122,6.61692529899035,6.8051416899422
