Time (s),UV Hook,UV Tip,UV Lowpoint
1738934109.8214395,"[257.1829528808594, 222.4078369140625]","[426.28973388671875, 310.8528137207031]","[323.04998779296875, 372.81829833984375]"
1738934109.822142,"[257.1829528808594, 222.4078369140625]","[426.28973388671875, 310.8528137207031]","[323.04998779296875, 372.81829833984375]"
1738934109.8231316,"[257.1829528808594, 222.4078369140625]","[426.28973388671875, 310.8528137207031]","[323.04998779296875, 372.81829833984375]"
1738934109.824162,"[257.1829528808594, 222.4078369140625]","[426.28973388671875, 310.8528137207031]","[323.04998779296875, 372.81829833984375]"
1738934109.8251371,"[257.1829528808594, 222.4078369140625]","[426.28973388671875, 310.8528137207031]","[323.04998779296875, 372.81829833984375]"
1738934109.8261487,"[257.1829528808594, 222.4078369140625]","[426.28973388671875, 310.8528137207031]","[323.04998779296875, 372.81829833984375]"
1738934109.8272088,"[257.1829528808594, 222.4078369140625]","[426.28973388671875, 310.8528137207031]","[323.04998779296875, 372.81829833984375]"
1738934109.8282142,"[257.1829528808594, 222.4078369140625]","[426.28973388671875, 310.8528137207031]","[323.04998779296875, 372.81829833984375]"
1738934109.8292031,"[257.1829528808594, 222.4078369140625]","[426.28973388671875, 310.8528137207031]","[323.04998779296875, 372.81829833984375]"
1738934109.8302326,"[257.1829528808594, 222.4078369140625]","[426.28973388671875, 310.8528137207031]","[323.04998779296875, 372.81829833984375]"
1738934109.831138,"[257.1829528808594, 222.4078369140625]","[426.28973388671875, 310.8528137207031]","[323.04998779296875, 372.81829833984375]"
1738934109.8321493,"[257.1829528808594, 222.4078369140625]","[426.28973388671875, 310.8528137207031]","[323.04998779296875, 372.81829833984375]"
1738934109.8331292,"[257.1829528808594, 222.4078369140625]","[426.28973388671875, 310.8528137207031]","[323.04998779296875, 372.81829833984375]"
1738934109.8341255,"[257.1829528808594, 222.4078369140625]","[426.28973388671875, 310.8528137207031]","[323.04998779296875, 372.81829833984375]"
1738934109.835153,"[257.1829528808594, 222.4078369140625]","[426.28973388671875, 310.8528137207031]","[323.04998779296875, 372.81829833984375]"
1738934109.8361628,"[257.1829528808594, 222.4078369140625]","[426.28973388671875, 310.8528137207031]","[323.04998779296875, 372.81829833984375]"
1738934109.8371186,"[257.1829528808594, 222.4078369140625]","[426.28973388671875, 310.8528137207031]","[323.04998779296875, 372.81829833984375]"
1738934109.8381488,"[257.1829528808594, 222.4078369140625]","[426.28973388671875, 310.8528137207031]","[323.04998779296875, 372.81829833984375]"
1738934109.8391407,"[257.1829528808594, 222.4078369140625]","[426.28973388671875, 310.8528137207031]","[323.04998779296875, 372.81829833984375]"
1738934109.8401406,"[257.1829528808594, 222.4078369140625]","[426.28973388671875, 310.8528137207031]","[323.04998779296875, 372.81829833984375]"
1738934109.8411553,"[257.1829528808594, 222.4078369140625]","[426.28973388671875, 310.8528137207031]","[323.04998779296875, 372.81829833984375]"
1738934109.8421452,"[257.1829528808594, 222.4078369140625]","[426.28973388671875, 310.8528137207031]","[323.04998779296875, 372.81829833984375]"
1738934109.843152,"[257.1829528808594, 222.4078369140625]","[426.28973388671875, 310.8528137207031]","[323.04998779296875, 372.81829833984375]"
1738934109.8441606,"[257.1829528808594, 222.4078369140625]","[426.28973388671875, 310.8528137207031]","[323.04998779296875, 372.81829833984375]"
1738934109.8451333,"[257.1829528808594, 222.4078369140625]","[426.28973388671875, 310.8528137207031]","[323.04998779296875, 372.81829833984375]"
1738934109.8461466,"[257.1829528808594, 222.4078369140625]","[426.28973388671875, 310.8528137207031]","[323.04998779296875, 372.81829833984375]"
1738934109.8471534,"[257.1829528808594, 222.4078369140625]","[426.28973388671875, 310.8528137207031]","[323.04998779296875, 372.81829833984375]"
1738934109.8481326,"[257.1829528808594, 222.4078369140625]","[426.28973388671875, 310.8528137207031]","[323.04998779296875, 372.81829833984375]"
1738934109.849127,"[257.1829528808594, 222.4078369140625]","[426.28973388671875, 310.8528137207031]","[323.04998779296875, 372.81829833984375]"
1738934109.850129,"[257.1829528808594, 222.4078369140625]","[426.28973388671875, 310.8528137207031]","[323.04998779296875, 372.81829833984375]"
1738934109.851155,"[257.1829528808594, 222.4078369140625]","[426.28973388671875, 310.8528137207031]","[323.04998779296875, 372.81829833984375]"
1738934109.8521135,"[257.1829528808594, 222.4078369140625]","[426.28973388671875, 310.8528137207031]","[323.04998779296875, 372.81829833984375]"
1738934109.8531325,"[257.1829528808594, 222.4078369140625]","[426.28973388671875, 310.8528137207031]","[323.04998779296875, 372.81829833984375]"
1738934109.854134,"[257.1829528808594, 222.4078369140625]","[426.28973388671875, 310.8528137207031]","[323.04998779296875, 372.81829833984375]"
1738934109.8551407,"[257.1829528808594, 222.4078369140625]","[426.28973388671875, 310.8528137207031]","[323.04998779296875, 372.81829833984375]"
1738934109.8561347,"[257.1829528808594, 222.4078369140625]","[426.28973388671875, 310.8528137207031]","[323.04998779296875, 372.81829833984375]"
1738934109.8571224,"[257.1829528808594, 222.4078369140625]","[426.28973388671875, 310.8528137207031]","[323.04998779296875, 372.81829833984375]"
1738934109.8581674,"[257.1829528808594, 222.4078369140625]","[426.28973388671875, 310.8528137207031]","[323.04998779296875, 372.81829833984375]"
1738934109.8591852,"[257.1829528808594, 222.4078369140625]","[426.28973388671875, 310.8528137207031]","[323.04998779296875, 372.81829833984375]"
1738934109.8601673,"[257.1829528808594, 222.4078369140625]","[426.28973388671875, 310.8528137207031]","[323.04998779296875, 372.81829833984375]"
1738934109.8611586,"[257.1829528808594, 222.4078369140625]","[426.28973388671875, 310.8528137207031]","[323.04998779296875, 372.81829833984375]"
1738934109.8621428,"[257.1829528808594, 222.4078369140625]","[426.28973388671875, 310.8528137207031]","[323.04998779296875, 372.81829833984375]"
1738934109.863139,"[257.1829528808594, 222.4078369140625]","[426.28973388671875, 310.8528137207031]","[323.04998779296875, 372.81829833984375]"
1738934109.8641312,"[257.1829528808594, 222.4078369140625]","[426.28973388671875, 310.8528137207031]","[323.04998779296875, 372.81829833984375]"
1738934109.8653247,"[257.1829528808594, 222.4078369140625]","[426.28973388671875, 310.8528137207031]","[323.04998779296875, 372.81829833984375]"
1738934109.866206,"[257.1829528808594, 222.4078369140625]","[426.28973388671875, 310.8528137207031]","[323.04998779296875, 372.81829833984375]"
1738934109.8671813,"[257.1829528808594, 222.4078369140625]","[426.28973388671875, 310.8528137207031]","[323.04998779296875, 372.81829833984375]"
1738934109.8681657,"[257.1829528808594, 222.4078369140625]","[426.28973388671875, 310.8528137207031]","[323.04998779296875, 372.81829833984375]"
1738934109.8691485,"[257.1829528808594, 222.4078369140625]","[426.28973388671875, 310.8528137207031]","[323.04998779296875, 372.81829833984375]"
1738934109.870257,"[257.1829528808594, 222.4078369140625]","[426.28973388671875, 310.8528137207031]","[323.04998779296875, 372.81829833984375]"
1738934109.8711455,"[257.1829528808594, 222.4078369140625]","[426.28973388671875, 310.8528137207031]","[323.04998779296875, 372.81829833984375]"
1738934109.872379,"[257.1829528808594, 222.4078369140625]","[426.28973388671875, 310.8528137207031]","[323.04998779296875, 372.81829833984375]"
1738934109.873631,"[257.1829528808594, 222.4078369140625]","[426.28973388671875, 310.8528137207031]","[323.04998779296875, 372.81829833984375]"
1738934109.8746898,"[257.1829528808594, 222.4078369140625]","[426.28973388671875, 310.8528137207031]","[323.04998779296875, 372.81829833984375]"
1738934109.8755128,"[257.1829528808594, 222.4078369140625]","[426.28973388671875, 310.8528137207031]","[323.04998779296875, 372.81829833984375]"
1738934109.8901691,"[251.4275665283203, 222.299560546875]","[420.9619140625, 310.6595153808594]","[317.3738098144531, 372.58843994140625]"
1738934109.8905578,"[251.4275665283203, 222.299560546875]","[420.9619140625, 310.6595153808594]","[317.3738098144531, 372.58843994140625]"
1738934109.891119,"[251.4275665283203, 222.299560546875]","[420.9619140625, 310.6595153808594]","[317.3738098144531, 372.58843994140625]"
1738934109.8921382,"[251.4275665283203, 222.299560546875]","[420.9619140625, 310.6595153808594]","[317.3738098144531, 372.58843994140625]"
1738934109.8931262,"[251.4275665283203, 222.299560546875]","[420.9619140625, 310.6595153808594]","[317.3738098144531, 372.58843994140625]"
