Time (s),UV Hook,UV Tip,UV Lowpoint
1739180491.9396977,"[146.3896942138672, 274.0534973144531]","[248.94158935546875, 303.8250427246094]","[314.7493591308594, 374.0775146484375]"
1739180491.9403074,"[146.3896942138672, 274.0534973144531]","[248.94158935546875, 303.8250427246094]","[314.7493591308594, 374.0775146484375]"
1739180491.9413533,"[146.3896942138672, 274.0534973144531]","[248.94158935546875, 303.8250427246094]","[314.7493591308594, 374.0775146484375]"
1739180491.942307,"[146.3896942138672, 274.0534973144531]","[248.94158935546875, 303.8250427246094]","[314.7493591308594, 374.0775146484375]"
1739180491.9433136,"[146.3896942138672, 274.0534973144531]","[248.94158935546875, 303.8250427246094]","[314.7493591308594, 374.0775146484375]"
1739180491.9442956,"[146.3896942138672, 274.0534973144531]","[248.94158935546875, 303.8250427246094]","[314.7493591308594, 374.0775146484375]"
1739180491.9453485,"[146.3896942138672, 274.0534973144531]","[248.94158935546875, 303.8250427246094]","[314.7493591308594, 374.0775146484375]"
1739180491.9462943,"[146.3896942138672, 274.0534973144531]","[248.94158935546875, 303.8250427246094]","[314.7493591308594, 374.0775146484375]"
1739180491.947297,"[146.3896942138672, 274.0534973144531]","[248.94158935546875, 303.8250427246094]","[314.7493591308594, 374.0775146484375]"
1739180491.9483042,"[146.3896942138672, 274.0534973144531]","[248.94158935546875, 303.8250427246094]","[314.7493591308594, 374.0775146484375]"
1739180491.9492972,"[146.3896942138672, 274.0534973144531]","[248.94158935546875, 303.8250427246094]","[314.7493591308594, 374.0775146484375]"
1739180491.9503574,"[146.3896942138672, 274.0534973144531]","[248.94158935546875, 303.8250427246094]","[314.7493591308594, 374.0775146484375]"
1739180491.9512937,"[146.3896942138672, 274.0534973144531]","[248.94158935546875, 303.8250427246094]","[314.7493591308594, 374.0775146484375]"
1739180491.9523182,"[146.3896942138672, 274.0534973144531]","[248.94158935546875, 303.8250427246094]","[314.7493591308594, 374.0775146484375]"
1739180491.9533901,"[146.3896942138672, 274.0534973144531]","[248.94158935546875, 303.8250427246094]","[314.7493591308594, 374.0775146484375]"
1739180491.9542978,"[146.3896942138672, 274.0534973144531]","[248.94158935546875, 303.8250427246094]","[314.7493591308594, 374.0775146484375]"
1739180491.9553103,"[146.3896942138672, 274.0534973144531]","[248.94158935546875, 303.8250427246094]","[314.7493591308594, 374.0775146484375]"
1739180491.9563053,"[146.3896942138672, 274.0534973144531]","[248.94158935546875, 303.8250427246094]","[314.7493591308594, 374.0775146484375]"
1739180491.9573052,"[146.3896942138672, 274.0534973144531]","[248.94158935546875, 303.8250427246094]","[314.7493591308594, 374.0775146484375]"
1739180491.9583042,"[146.3896942138672, 274.0534973144531]","[248.94158935546875, 303.8250427246094]","[314.7493591308594, 374.0775146484375]"
1739180491.9592996,"[146.3896942138672, 274.0534973144531]","[248.94158935546875, 303.8250427246094]","[314.7493591308594, 374.0775146484375]"
1739180491.9602885,"[146.3896942138672, 274.0534973144531]","[248.94158935546875, 303.8250427246094]","[314.7493591308594, 374.0775146484375]"
1739180491.9613526,"[146.3896942138672, 274.0534973144531]","[248.94158935546875, 303.8250427246094]","[314.7493591308594, 374.0775146484375]"
1739180491.962331,"[146.3896942138672, 274.0534973144531]","[248.94158935546875, 303.8250427246094]","[314.7493591308594, 374.0775146484375]"
1739180491.963713,"[146.3896942138672, 274.0534973144531]","[248.94158935546875, 303.8250427246094]","[314.7493591308594, 374.0775146484375]"
1739180491.964745,"[146.3896942138672, 274.0534973144531]","[248.94158935546875, 303.8250427246094]","[314.7493591308594, 374.0775146484375]"
1739180491.9656906,"[146.3896942138672, 274.0534973144531]","[248.94158935546875, 303.8250427246094]","[314.7493591308594, 374.0775146484375]"
1739180491.9664764,"[146.3896942138672, 274.0534973144531]","[248.94158935546875, 303.8250427246094]","[314.7493591308594, 374.0775146484375]"
1739180491.9672906,"[146.3896942138672, 274.0534973144531]","[248.94158935546875, 303.8250427246094]","[314.7493591308594, 374.0775146484375]"
1739180491.968297,"[146.3896942138672, 274.0534973144531]","[248.94158935546875, 303.8250427246094]","[314.7493591308594, 374.0775146484375]"
1739180491.969292,"[146.3896942138672, 274.0534973144531]","[248.94158935546875, 303.8250427246094]","[314.7493591308594, 374.0775146484375]"
1739180491.970298,"[146.3896942138672, 274.0534973144531]","[248.94158935546875, 303.8250427246094]","[314.7493591308594, 374.0775146484375]"
1739180491.9713328,"[146.3896942138672, 274.0534973144531]","[248.94158935546875, 303.8250427246094]","[314.7493591308594, 374.0775146484375]"
1739180491.972342,"[146.3896942138672, 274.0534973144531]","[248.94158935546875, 303.8250427246094]","[314.7493591308594, 374.0775146484375]"
1739180491.9733167,"[146.3896942138672, 274.0534973144531]","[248.94158935546875, 303.8250427246094]","[314.7493591308594, 374.0775146484375]"
1739180491.9742937,"[146.3896942138672, 274.0534973144531]","[248.94158935546875, 303.8250427246094]","[314.7493591308594, 374.0775146484375]"
1739180491.9753585,"[146.3896942138672, 274.0534973144531]","[248.94158935546875, 303.8250427246094]","[314.7493591308594, 374.0775146484375]"
1739180491.976292,"[146.3896942138672, 274.0534973144531]","[248.94158935546875, 303.8250427246094]","[314.7493591308594, 374.0775146484375]"
