hook_num,trajectory_process,x_max_work,x_max_local,x_min_work,x_min_local,y_max_work,y_max_local,y_min_work,y_min_local,z_max_work,z_max_local,z_min_work,z_min_local,x_mean_work,x_mean_local,y_mean_work,y_mean_local,z_mean_work,z_mean_local,euclidean_max_work,roll_max,pitch_max,yaw_max
6,4,1.92678599207733,1.66236185121511,-1.62998503583367e-10,1.07706987465719e-08,-2.16010676012957e-08,-1.07621779341491e-08,-2.29271071562198,-2.43913458907576,1.47851800521164,-1.53250357592242e-08,-2.37605490838178e-10,-1.36587784159261,1.72699059397293,1.0306851309136,-1.85533056306845,-2.23614572145398,0.93941903359955,-1.11683945645878,3.02699489737886,10.8479545077924,0.173580660344236,9.7825484601799e-08
