epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
122,562.776,0.66296,1.60117,0.5268,0.86281,0.9631,0.96857,0.97853,0.70054,0.8564,0.85987,0.83134,0.45617,0.78581,1.7301,0.50617,0.87725,8.8021e-05,8.8021e-05,8.8021e-05
123,566.975,0.67653,1.50395,0.53135,0.86363,0.96472,0.96143,0.97389,0.69764,0.81066,0.83174,0.79595,0.43369,0.78154,1.86416,0.50324,0.87306,8.7922e-05,8.7922e-05,8.7922e-05
124,571.574,0.69492,1.55106,0.55202,0.87978,0.96674,0.96571,0.98201,0.70439,0.84625,0.85359,0.806,0.44284,0.77424,1.91699,0.50433,0.87074,8.7823e-05,8.7823e-05,8.7823e-05
125,575.941,0.68097,1.52011,0.54541,0.86618,0.97195,0.95303,0.97501,0.70366,0.8388,0.84384,0.79384,0.43221,0.76624,1.96073,0.48849,0.87344,8.7724e-05,8.7724e-05,8.7724e-05
126,580.097,0.67226,1.54589,0.53801,0.87046,0.97004,0.96607,0.98123,0.70068,0.84775,0.8627,0.81417,0.46616,0.76531,1.75529,0.49366,0.87313,8.7625e-05,8.7625e-05,8.7625e-05
127,584.522,0.67589,1.60342,0.53306,0.86937,0.96405,0.95714,0.97851,0.70424,0.86318,0.87246,0.83381,0.47294,0.77413,1.65642,0.49875,0.87558,8.7526e-05,8.7526e-05,8.7526e-05
128,589.472,0.69025,1.60775,0.54667,0.8764,0.97145,0.95164,0.97897,0.69597,0.83226,0.85352,0.80818,0.44655,0.79465,1.77557,0.50344,0.88712,8.7427e-05,8.7427e-05,8.7427e-05
129,593.882,0.70183,1.54709,0.54671,0.87572,0.97469,0.95265,0.98197,0.69441,0.85575,0.84376,0.80478,0.43694,0.79525,1.8858,0.49549,0.88116,8.7328e-05,8.7328e-05,8.7328e-05
130,598.633,0.67843,1.58786,0.53266,0.87051,0.97392,0.95245,0.98111,0.69695,0.84638,0.83784,0.79919,0.44023,0.78923,1.9189,0.50139,0.87865,8.7229e-05,8.7229e-05,8.7229e-05
131,603.673,0.67438,1.58143,0.53531,0.87035,0.96677,0.94708,0.97825,0.70406,0.85964,0.86262,0.82763,0.45618,0.75726,1.80122,0.49667,0.86659,8.713e-05,8.713e-05,8.713e-05
132,608.374,0.68827,1.60101,0.54204,0.87303,0.96573,0.967,0.98159,0.70006,0.86216,0.86725,0.8181,0.45146,0.78237,1.81754,0.50222,0.87768,8.7031e-05,8.7031e-05,8.7031e-05
133,612.855,0.67601,1.52814,0.52565,0.8648,0.97246,0.95339,0.98131,0.70747,0.83817,0.85095,0.80976,0.44679,0.75689,1.86594,0.49657,0.86604,8.6932e-05,8.6932e-05,8.6932e-05
134,616.996,0.68212,1.55108,0.53412,0.87278,0.97033,0.975,0.98535,0.70422,0.84642,0.84734,0.79866,0.43808,0.78999,1.95875,0.49977,0.88073,8.6833e-05,8.6833e-05,8.6833e-05
135,621.781,0.67487,1.55878,0.55062,0.86811,0.96372,0.96651,0.97862,0.70555,0.83253,0.83481,0.78907,0.4352,0.76349,1.93124,0.48605,0.8755,8.6734e-05,8.6734e-05,8.6734e-05
136,625.904,0.66279,1.48716,0.51833,0.86058,0.96148,0.96486,0.97508,0.6853,0.84416,0.84939,0.79353,0.43045,0.79288,1.98399,0.49203,0.88413,8.6635e-05,8.6635e-05,8.6635e-05
137,630.168,0.66898,1.47942,0.52559,0.86978,0.9585,0.97285,0.97771,0.6893,0.81893,0.82658,0.7706,0.41764,0.80537,2.04309,0.49009,0.88994,8.6536e-05,8.6536e-05,8.6536e-05
138,634.549,0.66283,1.51974,0.51761,0.86244,0.97788,0.96679,0.98794,0.69993,0.87027,0.85786,0.81189,0.44239,0.80855,1.91114,0.4933,0.88908,8.6437e-05,8.6437e-05,8.6437e-05
139,639.073,0.66441,1.54713,0.51949,0.86435,0.97255,0.96822,0.98421,0.70929,0.86658,0.8631,0.82418,0.46219,0.77579,1.77901,0.48716,0.8762,8.6338e-05,8.6338e-05,8.6338e-05
140,643.447,0.66253,1.48192,0.51817,0.86425,0.95889,0.96577,0.98029,0.70612,0.82727,0.84261,0.80429,0.43484,0.76956,1.91906,0.4792,0.87654,8.6239e-05,8.6239e-05,8.6239e-05
141,648.176,0.65284,1.50787,0.51097,0.86254,0.95757,0.96878,0.97741,0.71184,0.84646,0.85905,0.80144,0.4297,0.77183,1.97152,0.47623,0.87143,8.614e-05,8.614e-05,8.614e-05
142,652.303,0.66227,1.47612,0.51129,0.86297,0.96715,0.95793,0.9778,0.70324,0.82338,0.83424,0.77962,0.42076,0.78791,2.0573,0.48031,0.88143,8.6041e-05,8.6041e-05,8.6041e-05
143,657.697,0.69293,1.60101,0.54408,0.8818,0.96753,0.96321,0.97369,0.69514,0.86729,0.86162,0.81772,0.4403,0.80135,1.93362,0.49027,0.88412,8.5942e-05,8.5942e-05,8.5942e-05
144,662.218,0.67812,1.53242,0.52273,0.8726,0.96539,0.95622,0.97581,0.69751,0.85433,0.8606,0.8201,0.46772,0.76137,1.74173,0.48806,0.86831,8.5843e-05,8.5843e-05,8.5843e-05
145,666.363,0.65903,1.48585,0.50443,0.86833,0.9826,0.94821,0.98371,0.71037,0.8465,0.85345,0.81765,0.46943,0.74688,1.74217,0.48106,0.8627,8.5744e-05,8.5744e-05,8.5744e-05
146,671.004,0.66721,1.53877,0.5275,0.87492,0.96859,0.967,0.98385,0.70142,0.87336,0.85518,0.82298,0.45713,0.75586,1.84182,0.47498,0.86892,8.5645e-05,8.5645e-05,8.5645e-05
147,675.14,0.6465,1.49342,0.50057,0.85874,0.98775,0.95818,0.98525,0.70849,0.81755,0.8264,0.77813,0.41934,0.75192,2.05441,0.47351,0.86504,8.5546e-05,8.5546e-05,8.5546e-05
148,679.844,0.6793,1.56341,0.53379,0.86909,0.9655,0.97531,0.98435,0.70161,0.84957,0.86142,0.81569,0.43509,0.78033,2.03859,0.48143,0.86735,8.5447e-05,8.5447e-05,8.5447e-05
149,684.342,0.66259,1.47351,0.52121,0.87065,0.96849,0.96894,0.98013,0.69881,0.84867,0.86129,0.82181,0.44835,0.78399,1.90929,0.48254,0.87207,8.5348e-05,8.5348e-05,8.5348e-05
150,688.58,0.66946,1.50449,0.5157,0.87159,0.97084,0.96369,0.97996,0.70524,0.82003,0.83393,0.79527,0.43842,0.75377,1.9014,0.47858,0.85824,8.5249e-05,8.5249e-05,8.5249e-05
151,693.605,0.66095,1.59126,0.51761,0.85985,0.97595,0.97017,0.98478,0.70872,0.86146,0.86762,0.82532,0.46986,0.78383,1.74852,0.48174,0.87315,8.515e-05,8.515e-05,8.515e-05
152,698.454,0.68068,1.5339,0.52533,0.87095,0.97736,0.96802,0.98472,0.71097,0.87451,0.87434,0.83123,0.45803,0.78941,1.82673,0.48107,0.87978,8.5051e-05,8.5051e-05,8.5051e-05
153,702.427,0.65353,1.46477,0.49838,0.86448,0.96544,0.97585,0.98656,0.70866,0.83813,0.85462,0.80821,0.43526,0.76786,2.00033,0.47328,0.86841,8.4952e-05,8.4952e-05,8.4952e-05
154,706.931,0.64613,1.56669,0.50113,0.85748,0.97084,0.96857,0.97897,0.69401,0.85906,0.86274,0.81843,0.45459,0.78972,1.88982,0.48403,0.87826,8.4853e-05,8.4853e-05,8.4853e-05
155,711.431,0.66652,1.49717,0.51885,0.86412,0.97412,0.97057,0.98321,0.70326,0.84167,0.84367,0.8008,0.43893,0.77144,1.93255,0.47578,0.87155,8.4754e-05,8.4754e-05,8.4754e-05
156,715.435,0.66188,1.45794,0.50856,0.86358,0.97475,0.97481,0.98792,0.70759,0.85533,0.86416,0.81916,0.45275,0.76877,1.86548,0.47117,0.8756,8.4655e-05,8.4655e-05,8.4655e-05
157,719.417,0.63729,1.48563,0.48674,0.8512,0.96339,0.96658,0.97899,0.70733,0.82938,0.84011,0.80164,0.44018,0.76471,1.88415,0.47929,0.87954,8.4556e-05,8.4556e-05,8.4556e-05
158,723.933,0.66575,1.53048,0.51733,0.86347,0.96436,0.96843,0.98361,0.70721,0.81853,0.82685,0.79481,0.43006,0.76612,1.98497,0.47733,0.87194,8.4457e-05,8.4457e-05,8.4457e-05
159,728.603,0.64237,1.5438,0.4959,0.85852,0.97782,0.96642,0.98741,0.72028,0.86472,0.84138,0.81665,0.44928,0.76226,1.92771,0.46571,0.87029,8.4358e-05,8.4358e-05,8.4358e-05
160,733.013,0.6645,1.5437,0.51663,0.86443,0.96859,0.96454,0.98146,0.71136,0.85344,0.84166,0.82094,0.45514,0.773,1.8671,0.47184,0.87008,8.4259e-05,8.4259e-05,8.4259e-05
161,737.328,0.64418,1.43742,0.49935,0.86296,0.95552,0.95929,0.97658,0.69857,0.86287,0.84146,0.81986,0.44172,0.76117,1.91574,0.48024,0.86455,8.416e-05,8.416e-05,8.416e-05
162,741.94,0.66483,1.54817,0.51144,0.86571,0.96365,0.9746,0.98801,0.70641,0.87207,0.87985,0.84891,0.45881,0.77619,1.8385,0.47904,0.87324,8.4061e-05,8.4061e-05,8.4061e-05
163,747.049,0.65131,1.56765,0.50683,0.86727,0.96494,0.97724,0.98195,0.71032,0.85866,0.87273,0.83989,0.45397,0.78797,1.87265,0.48129,0.88114,8.3962e-05,8.3962e-05,8.3962e-05
164,751.093,0.64497,1.51593,0.49717,0.86166,0.96525,0.96443,0.98037,0.71189,0.83588,0.81978,0.80118,0.42935,0.78198,1.98884,0.47491,0.88006,8.3863e-05,8.3863e-05,8.3863e-05
165,755.549,0.6491,1.49792,0.50279,0.86164,0.97367,0.97285,0.98316,0.716,0.86481,0.86381,0.83092,0.44977,0.76056,1.88775,0.46212,0.86661,8.3764e-05,8.3764e-05,8.3764e-05
166,760.045,0.65481,1.50882,0.49179,0.86176,0.97368,0.96833,0.98659,0.71386,0.83703,0.84071,0.80188,0.43615,0.77131,1.93942,0.45854,0.87652,8.3665e-05,8.3665e-05,8.3665e-05
167,763.937,0.69466,1.45637,0.53142,0.87007,0.97028,0.96456,0.98535,0.71528,0.8316,0.83085,0.78837,0.42609,0.75969,2.02534,0.46479,0.8715,8.3566e-05,8.3566e-05,8.3566e-05
168,768.002,0.63305,1.44434,0.48269,0.85316,0.97384,0.96831,0.98405,0.70572,0.83811,0.83662,0.79343,0.42741,0.7858,2.04991,0.46133,0.87971,8.3467e-05,8.3467e-05,8.3467e-05
169,772.666,0.65654,1.52135,0.50463,0.86788,0.97811,0.96586,0.98369,0.70466,0.83394,0.834,0.79729,0.43149,0.78806,2.03976,0.46599,0.8777,8.3368e-05,8.3368e-05,8.3368e-05
170,776.778,0.64605,1.45064,0.48669,0.86032,0.97739,0.95827,0.9775,0.70176,0.82178,0.83253,0.79036,0.42267,0.77837,2.07666,0.46561,0.87898,8.3269e-05,8.3269e-05,8.3269e-05
171,781.196,0.64021,1.51766,0.48134,0.85916,0.97112,0.96181,0.97846,0.715,0.84519,0.84595,0.8199,0.45003,0.74879,1.88213,0.45663,0.86924,8.317e-05,8.317e-05,8.317e-05
172,785.52,0.65581,1.51932,0.49955,0.85938,0.9779,0.95797,0.97938,0.7131,0.83511,0.84345,0.80689,0.44298,0.74408,1.85272,0.46347,0.86347,8.3071e-05,8.3071e-05,8.3071e-05
173,790.013,0.66531,1.47176,0.51075,0.86593,0.97842,0.95872,0.97977,0.70787,0.84017,0.83103,0.80821,0.43692,0.77011,1.89037,0.47435,0.87636,8.2972e-05,8.2972e-05,8.2972e-05
174,794.914,0.65466,1.56533,0.50482,0.86821,0.98165,0.96845,0.98508,0.71518,0.84724,0.85612,0.81632,0.43946,0.74232,1.94178,0.4564,0.87106,8.2873e-05,8.2873e-05,8.2873e-05
175,799.591,0.66777,1.52803,0.5167,0.87111,0.97814,0.96607,0.98358,0.70971,0.86042,0.86828,0.83038,0.45347,0.76246,1.84537,0.45049,0.87538,8.2774e-05,8.2774e-05,8.2774e-05
176,803.759,0.64464,1.48026,0.48917,0.85822,0.96357,0.97321,0.9791,0.70838,0.84683,0.86079,0.82382,0.4521,0.77341,1.88408,0.45508,0.8789,8.2675e-05,8.2675e-05,8.2675e-05
177,808.438,0.66139,1.52586,0.50492,0.86804,0.96674,0.97108,0.98311,0.70938,0.84618,0.85277,0.80972,0.44974,0.79652,1.85089,0.47036,0.88383,8.2576e-05,8.2576e-05,8.2576e-05
178,813.316,0.6593,1.49556,0.5102,0.87121,0.96893,0.96952,0.98287,0.7035,0.85057,0.85445,0.81066,0.4415,0.80407,1.90267,0.47119,0.89212,8.2477e-05,8.2477e-05,8.2477e-05
179,817.79,0.63196,1.53315,0.47844,0.85414,0.97204,0.96888,0.98466,0.71108,0.8651,0.86786,0.83207,0.44746,0.73035,1.88474,0.45658,0.86279,8.2378e-05,8.2378e-05,8.2378e-05
180,822.061,0.63155,1.48208,0.48353,0.85613,0.97744,0.96242,0.98212,0.70546,0.87307,0.87012,0.83236,0.4502,0.75837,1.88239,0.46524,0.87364,8.2279e-05,8.2279e-05,8.2279e-05
181,826.318,0.63995,1.48347,0.47919,0.85845,0.96937,0.97055,0.97869,0.70097,0.83931,0.84095,0.79756,0.43288,0.76345,1.95822,0.45983,0.88056,8.218e-05,8.218e-05,8.218e-05
182,830.729,0.62732,1.48013,0.48153,0.85767,0.9804,0.96656,0.98278,0.71494,0.85679,0.84684,0.81009,0.44073,0.73268,1.9252,0.45019,0.86518,8.2081e-05,8.2081e-05,8.2081e-05
183,834.806,0.62866,1.53413,0.46338,0.85439,0.9823,0.96644,0.97901,0.72021,0.86302,0.85461,0.82189,0.4451,0.74031,1.89196,0.45462,0.86435,8.1982e-05,8.1982e-05,8.1982e-05
184,838.755,0.6305,1.47435,0.47456,0.86154,0.97851,0.96434,0.98115,0.72424,0.85748,0.85828,0.82451,0.47109,0.7141,1.71164,0.44557,0.85792,8.1883e-05,8.1883e-05,8.1883e-05
185,842.687,0.63668,1.4815,0.47879,0.85713,0.98366,0.97204,0.98554,0.71856,0.8484,0.85416,0.81577,0.46203,0.73684,1.71306,0.44804,0.86123,8.1784e-05,8.1784e-05,8.1784e-05
186,847.216,0.65253,1.51433,0.48265,0.86278,0.97868,0.97333,0.98411,0.71369,0.84975,0.84833,0.80562,0.43602,0.75442,1.90576,0.44559,0.86679,8.1685e-05,8.1685e-05,8.1685e-05
187,851.295,0.62089,1.44022,0.46871,0.85557,0.97456,0.9753,0.98148,0.7155,0.84787,0.84571,0.80705,0.44272,0.75157,1.9243,0.44974,0.86579,8.1586e-05,8.1586e-05,8.1586e-05
188,855.767,0.63544,1.55957,0.47597,0.85915,0.97539,0.97371,0.98393,0.71489,0.84737,0.84633,0.81942,0.44673,0.77002,1.87873,0.45763,0.87929,8.1487e-05,8.1487e-05,8.1487e-05
189,860.603,0.63345,1.56821,0.47893,0.85898,0.96596,0.97584,0.98514,0.71718,0.85213,0.86281,0.83019,0.45779,0.75498,1.78459,0.4488,0.86817,8.1388e-05,8.1388e-05,8.1388e-05
190,864.355,0.63682,1.4478,0.4845,0.8476,0.96876,0.97333,0.9814,0.72177,0.85583,0.86262,0.82144,0.45939,0.75292,1.78691,0.44734,0.86783,8.1289e-05,8.1289e-05,8.1289e-05
191,868.824,0.63526,1.5032,0.47421,0.8548,0.97215,0.97083,0.98159,0.71902,0.86082,0.867,0.82376,0.45343,0.74244,1.85622,0.44644,0.86513,8.119e-05,8.119e-05,8.119e-05
192,873.559,0.62959,1.60915,0.47508,0.85522,0.98411,0.96124,0.98347,0.71827,0.8636,0.86555,0.82837,0.46212,0.72539,1.81278,0.4453,0.8582,8.1091e-05,8.1091e-05,8.1091e-05
193,877.773,0.62959,1.45788,0.47485,0.85678,0.96685,0.95741,0.97528,0.72196,0.86711,0.86828,0.83614,0.46336,0.73031,1.73348,0.44421,0.86093,8.0992e-05,8.0992e-05,8.0992e-05
194,881.791,0.64056,1.47821,0.48141,0.85668,0.97513,0.96779,0.97921,0.71952,0.85821,0.85352,0.81431,0.43824,0.72481,1.89242,0.44072,0.86235,8.0893e-05,8.0893e-05,8.0893e-05
195,886.193,0.6327,1.51994,0.47597,0.86588,0.97917,0.97583,0.98684,0.72415,0.84548,0.85102,0.81336,0.42425,0.72086,2.01845,0.44188,0.86564,8.0794e-05,8.0794e-05,8.0794e-05
196,890.317,0.63751,1.55566,0.47608,0.85925,0.97518,0.97333,0.98731,0.72767,0.86981,0.87055,0.83819,0.45524,0.71053,1.88263,0.43576,0.8605,8.0695e-05,8.0695e-05,8.0695e-05
197,894.663,0.63116,1.50497,0.47309,0.85263,0.97377,0.97598,0.98468,0.73099,0.87864,0.87939,0.83982,0.46975,0.71348,1.7048,0.43324,0.85631,8.0596e-05,8.0596e-05,8.0596e-05
198,898.789,0.62904,1.43016,0.46837,0.85852,0.96917,0.97319,0.98416,0.72467,0.86952,0.87512,0.83,0.47905,0.7251,1.66228,0.43815,0.8564,8.0497e-05,8.0497e-05,8.0497e-05
199,903.181,0.62657,1.4972,0.46548,0.86241,0.97338,0.97826,0.98668,0.72493,0.87855,0.88507,0.84838,0.47476,0.75591,1.68966,0.44279,0.8671,8.0398e-05,8.0398e-05,8.0398e-05
200,907.672,0.63483,1.51709,0.47137,0.85612,0.96695,0.96959,0.97988,0.72175,0.86471,0.87043,0.82588,0.4503,0.77584,1.8462,0.45167,0.87869,8.0299e-05,8.0299e-05,8.0299e-05
201,911.573,0.62873,1.50253,0.46412,0.85304,0.97941,0.96857,0.98319,0.71258,0.86277,0.84388,0.81327,0.43051,0.77881,2.01306,0.45292,0.87908,8.02e-05,8.02e-05,8.02e-05
202,916.165,0.63712,1.51801,0.47335,0.85549,0.98266,0.95857,0.98062,0.72516,0.83728,0.84536,0.80407,0.42874,0.74,2.00521,0.43985,0.86669,8.0101e-05,8.0101e-05,8.0101e-05
203,920.627,0.63877,1.46373,0.47385,0.86057,0.97001,0.98037,0.9858,0.72576,0.86929,0.87578,0.82767,0.45002,0.71216,1.88981,0.43344,0.85729,8.0002e-05,8.0002e-05,8.0002e-05
204,925.205,0.64993,1.56777,0.48357,0.85636,0.97414,0.97714,0.98429,0.7155,0.86469,0.86828,0.82508,0.46212,0.75835,1.82859,0.44288,0.86757,7.9903e-05,7.9903e-05,7.9903e-05
205,929.671,0.655,1.42392,0.48532,0.86569,0.97971,0.96789,0.98127,0.71108,0.87502,0.8775,0.83134,0.46644,0.73553,1.80096,0.4431,0.86356,7.9804e-05,7.9804e-05,7.9804e-05
206,934.134,0.6317,1.46796,0.47631,0.86562,0.98233,0.97083,0.98374,0.71296,0.86149,0.86805,0.82082,0.44816,0.72855,1.85326,0.44281,0.86264,7.9705e-05,7.9705e-05,7.9705e-05
207,938.368,0.61536,1.54379,0.45647,0.85225,0.98368,0.96679,0.98547,0.71687,0.85239,0.83796,0.79595,0.43386,0.72582,1.942,0.44287,0.86266,7.9606e-05,7.9606e-05,7.9606e-05
208,942.934,0.64426,1.52999,0.47925,0.85998,0.98488,0.96882,0.98771,0.72435,0.86424,0.85126,0.80797,0.43354,0.72655,1.97065,0.43818,0.86509,7.9507e-05,7.9507e-05,7.9507e-05
209,947.23,0.6354,1.49312,0.47062,0.85685,0.97703,0.95905,0.98215,0.72715,0.83934,0.84594,0.79769,0.42535,0.7133,1.99404,0.4386,0.8627,7.9408e-05,7.9408e-05,7.9408e-05
210,951.81,0.63344,1.47796,0.47931,0.85407,0.96774,0.97005,0.98143,0.72499,0.85182,0.8598,0.81689,0.44517,0.73895,1.89143,0.44507,0.86452,7.9309e-05,7.9309e-05,7.9309e-05
211,955.61,0.6117,1.46707,0.45525,0.84731,0.97865,0.97339,0.98487,0.71446,0.85069,0.84869,0.80638,0.43981,0.77575,1.93374,0.45045,0.87133,7.921e-05,7.921e-05,7.921e-05
212,959.736,0.62292,1.44641,0.46657,0.85559,0.97675,0.97181,0.98515,0.718,0.8611,0.84643,0.81515,0.43246,0.75123,2.02105,0.44638,0.86685,7.9111e-05,7.9111e-05,7.9111e-05
213,964.146,0.60989,1.49499,0.45583,0.85408,0.97666,0.97531,0.98593,0.72099,0.86205,0.84323,0.80296,0.42869,0.74382,2.09819,0.4385,0.8656,7.9012e-05,7.9012e-05,7.9012e-05
214,968.302,0.63419,1.48796,0.46832,0.85304,0.97606,0.9806,0.98568,0.72696,0.85473,0.83321,0.79974,0.43951,0.73898,1.97913,0.43563,0.86459,7.8913e-05,7.8913e-05,7.8913e-05
215,973.001,0.63203,1.51787,0.47099,0.86362,0.97824,0.97653,0.98783,0.72113,0.8477,0.8509,0.80797,0.43969,0.74963,1.92294,0.43649,0.87102,7.8814e-05,7.8814e-05,7.8814e-05
216,977.278,0.61832,1.47722,0.46641,0.85287,0.9728,0.97005,0.98611,0.72709,0.83792,0.83954,0.79783,0.42993,0.73349,1.87962,0.43298,0.86805,7.8715e-05,7.8715e-05,7.8715e-05
217,981.967,0.6238,1.56479,0.4703,0.85885,0.97546,0.97583,0.98752,0.72849,0.8693,0.87503,0.83489,0.46289,0.73396,1.74936,0.42947,0.86586,7.8616e-05,7.8616e-05,7.8616e-05
218,985.951,0.6413,1.50484,0.48461,0.85792,0.97846,0.97466,0.98725,0.72459,0.87554,0.87477,0.8377,0.46739,0.72116,1.70532,0.4286,0.86002,7.8517e-05,7.8517e-05,7.8517e-05
219,990.269,0.63846,1.51059,0.47598,0.85311,0.98206,0.96155,0.98145,0.71736,0.84663,0.85364,0.80281,0.44562,0.71429,1.78633,0.43956,0.85702,7.8418e-05,7.8418e-05,7.8418e-05
220,994.646,0.64713,1.44833,0.48293,0.85915,0.97712,0.9766,0.98517,0.71665,0.869,0.87055,0.83041,0.46149,0.73529,1.76656,0.43709,0.86085,7.8319e-05,7.8319e-05,7.8319e-05
221,999.174,0.63112,1.52219,0.47243,0.8566,0.97902,0.9765,0.98345,0.71639,0.8612,0.86085,0.81361,0.43879,0.74597,1.84294,0.43243,0.86701,7.822e-05,7.822e-05,7.822e-05
222,1004.15,0.66557,1.57958,0.48005,0.87008,0.97829,0.96875,0.98451,0.71704,0.83657,0.83439,0.79741,0.41741,0.71921,1.97714,0.43396,0.85657,7.8121e-05,7.8121e-05,7.8121e-05
223,1008.91,0.62566,1.53847,0.46682,0.85463,0.98108,0.97144,0.98621,0.71972,0.85194,0.8469,0.81182,0.43635,0.73588,1.92526,0.43264,0.86034,7.8022e-05,7.8022e-05,7.8022e-05
224,1013.13,0.64426,1.47051,0.47352,0.85579,0.9734,0.97114,0.98157,0.72523,0.86249,0.85836,0.81978,0.447,0.73037,1.83426,0.43125,0.85961,7.7923e-05,7.7923e-05,7.7923e-05
225,1017.63,0.63709,1.49625,0.46938,0.86387,0.98235,0.96857,0.98694,0.7308,0.86874,0.87123,0.8311,0.46072,0.70444,1.74817,0.42088,0.85191,7.7824e-05,7.7824e-05,7.7824e-05
226,1021.7,0.61028,1.4716,0.44682,0.84499,0.98471,0.96764,0.98882,0.72547,0.87199,0.87956,0.83035,0.46205,0.72048,1.758,0.42966,0.85427,7.7725e-05,7.7725e-05,7.7725e-05
227,1025.93,0.6057,1.55568,0.44645,0.85426,0.9833,0.97085,0.98853,0.71923,0.87082,0.86555,0.81947,0.45303,0.75259,1.80713,0.43446,0.86221,7.7626e-05,7.7626e-05,7.7626e-05
228,1030.24,0.6326,1.46549,0.46454,0.86101,0.98128,0.97095,0.99058,0.72498,0.8631,0.85708,0.80949,0.44123,0.73502,1.89671,0.42921,0.85987,7.7527e-05,7.7527e-05,7.7527e-05
229,1033.98,0.62067,1.44328,0.45285,0.84966,0.97802,0.96869,0.98415,0.72513,0.83853,0.8465,0.803,0.42889,0.70438,1.96645,0.42738,0.85398,7.7428e-05,7.7428e-05,7.7428e-05
230,1038.22,0.61816,1.48061,0.45605,0.85429,0.97934,0.96869,0.98466,0.73207,0.85804,0.85126,0.81971,0.45257,0.71505,1.83136,0.42713,0.85789,7.7329e-05,7.7329e-05,7.7329e-05
231,1042.63,0.62242,1.48241,0.4582,0.86028,0.96585,0.97105,0.98262,0.73216,0.85899,0.85376,0.8188,0.45595,0.70475,1.74335,0.42656,0.85374,7.723e-05,7.723e-05,7.723e-05
232,1046.46,0.65642,1.41426,0.49025,0.88999,0.96769,0.97829,0.9844,0.7243,0.84486,0.85364,0.80714,0.43759,0.71858,1.80597,0.4333,0.85626,7.7131e-05,7.7131e-05,7.7131e-05
233,1050.57,0.62014,1.42994,0.45878,0.8574,0.97168,0.98148,0.98706,0.71988,0.86114,0.86253,0.81833,0.44541,0.72084,1.84887,0.43083,0.85573,7.7032e-05,7.7032e-05,7.7032e-05
234,1055.33,0.61974,1.5301,0.4617,0.86167,0.97415,0.97219,0.98276,0.71986,0.85442,0.85261,0.80963,0.4428,0.72182,1.8874,0.42294,0.85876,7.6933e-05,7.6933e-05,7.6933e-05
235,1059.17,0.6047,1.44877,0.43575,0.84831,0.97139,0.98147,0.98722,0.71803,0.84909,0.84396,0.8059,0.44406,0.7354,1.9543,0.426,0.8628,7.6834e-05,7.6834e-05,7.6834e-05
236,1063.63,0.61641,1.46805,0.45667,0.85015,0.9737,0.98365,0.98683,0.71395,0.84261,0.83393,0.79758,0.43745,0.75417,2.0146,0.43205,0.86623,7.6735e-05,7.6735e-05,7.6735e-05
237,1068.31,0.62271,1.51624,0.45257,0.85805,0.97505,0.98173,0.98737,0.71634,0.84499,0.84235,0.79459,0.43547,0.75234,1.98851,0.43011,0.86573,7.6636e-05,7.6636e-05,7.6636e-05
238,1072.47,0.6094,1.43934,0.44566,0.8522,0.97576,0.96896,0.98497,0.70958,0.8529,0.85925,0.8072,0.44517,0.75183,1.91913,0.42589,0.86687,7.6537e-05,7.6537e-05,7.6537e-05
239,1077.27,0.63721,1.47057,0.47504,0.8666,0.97267,0.97024,0.98595,0.72482,0.83883,0.84111,0.79457,0.4419,0.72975,1.94095,0.42624,0.85772,7.6438e-05,7.6438e-05,7.6438e-05
240,1081.55,0.60193,1.44622,0.44009,0.84667,0.97198,0.97333,0.98546,0.73044,0.86472,0.85388,0.82289,0.44292,0.72342,1.95762,0.41831,0.85713,7.6339e-05,7.6339e-05,7.6339e-05
241,1085.34,0.60933,1.42702,0.43914,0.84676,0.96722,0.97355,0.98646,0.7315,0.8289,0.82438,0.78059,0.41256,0.71431,2.13206,0.42156,0.85551,7.624e-05,7.624e-05,7.624e-05
242,1090.19,0.63687,1.60581,0.46049,0.86873,0.97394,0.97543,0.98487,0.73348,0.82848,0.82257,0.78387,0.41504,0.7118,2.14146,0.42176,0.85475,7.6141e-05,7.6141e-05,7.6141e-05
243,1094.45,0.60534,1.46443,0.44272,0.85027,0.97508,0.97571,0.98564,0.71911,0.83797,0.83388,0.8037,0.43017,0.72864,2.00125,0.43278,0.85739,7.6042e-05,7.6042e-05,7.6042e-05
244,1099.07,0.64302,1.52233,0.46852,0.8641,0.97914,0.9732,0.98898,0.70391,0.84964,0.85316,0.80774,0.44328,0.76119,1.85659,0.43621,0.86915,7.5943e-05,7.5943e-05,7.5943e-05
245,1102.84,0.59783,1.41699,0.44053,0.84713,0.97866,0.97571,0.98679,0.71469,0.85478,0.85906,0.80897,0.45335,0.73832,1.79586,0.42307,0.8614,7.5844e-05,7.5844e-05,7.5844e-05
246,1107.32,0.62641,1.51679,0.45359,0.85464,0.97614,0.97463,0.98617,0.70974,0.8482,0.85572,0.81023,0.44284,0.76346,1.88496,0.42779,0.87231,7.5745e-05,7.5745e-05,7.5745e-05
