hook_num,trajectory_process,x_max_work,x_max_local,x_min_work,x_min_local,y_max_work,y_max_local,y_min_work,y_min_local,z_max_work,z_max_local,z_min_work,z_min_local,x_mean_work,x_mean_local,y_mean_work,y_mean_local,z_mean_work,z_mean_local,euclidean_max_work,roll_max,pitch_max,yaw_max
10,2,3.10378391049022,3.18169431145088,1.21463301638869e-07,4.53007245053281e-07,3.06747520463495,-5.83347041151681e-07,-9.24870846574777e-08,-3.36093309515097,-9.1499589416344e-07,-5.6126227943647e-07,-3.36913496984704,-2.64242287181868,2.46773788932768,2.44227716494975,2.58027830163649,-2.99368690572723,-2.44753307016619,-1.95401803477881,4.88888572834923,-171.334464728478,-20.64460248923,56.8553560863271
