x,y,z,roll,pitch,yaw
701.4758058382982,-505.02318601667673,339.86702157664115,34.88599710760865,22.331304617492567,61.50737857229217
694.274904278211,-500.5392196543812,345.3746227720559,34.88599710760865,22.331304617492567,61.50737857229217
693.5187204826186,-499.6707975473132,346.66404557224905,34.88599710760865,22.331304617492567,61.50737857229217
692.7558709411712,-498.87547657374046,347.9625228584001,34.88599710760865,22.331304617492567,61.50737857229217
691.8072638114089,-498.1537721591844,348.0517338190183,34.88599710760865,22.331304617492567,61.50737857229217
690.8743496818784,-497.2671828945289,349.35666210542934,34.88599710760865,22.331304617492567,61.50737857229217
689.9206629559325,-496.45974775904676,349.42320095686125,34.88599710760865,22.331304617492567,61.50737857229217
689.135099005538,-495.8053700951166,350.7239601206909,34.88599710760865,22.331304617492567,61.50737857229217
688.0176797206914,-495.2395599980574,350.81386295437744,34.88599710760865,22.331304617492567,61.50737857229217
686.9009623663094,-495.15265204157083,352.1765038014154,34.88599710760865,22.331304617492567,61.50737857229217
685.6189178823723,-495.2412275654385,352.30633076926847,34.88599710760865,22.331304617492567,61.50737857229217
