Time (s),UV Hook,UV Tip,UV Lowpoint
1739283190.4539363,"[178.03663635253906, 273.2427062988281]","[284.04449462890625, 295.6881103515625]","[188.00624084472656, 362.02606201171875]"
1739283190.4545193,"[178.03663635253906, 273.2427062988281]","[284.04449462890625, 295.6881103515625]","[188.00624084472656, 362.02606201171875]"
1739283190.4555464,"[178.03663635253906, 273.2427062988281]","[284.04449462890625, 295.6881103515625]","[188.00624084472656, 362.02606201171875]"
1739283190.4565008,"[178.03663635253906, 273.2427062988281]","[284.04449462890625, 295.6881103515625]","[188.00624084472656, 362.02606201171875]"
1739283190.4574938,"[178.03663635253906, 273.2427062988281]","[284.04449462890625, 295.6881103515625]","[188.00624084472656, 362.02606201171875]"
1739283190.4584854,"[178.03663635253906, 273.2427062988281]","[284.04449462890625, 295.6881103515625]","[188.00624084472656, 362.02606201171875]"
1739283190.4595134,"[178.03663635253906, 273.2427062988281]","[284.04449462890625, 295.6881103515625]","[188.00624084472656, 362.02606201171875]"
1739283190.4604993,"[178.03663635253906, 273.2427062988281]","[284.04449462890625, 295.6881103515625]","[188.00624084472656, 362.02606201171875]"
1739283190.4614944,"[178.03663635253906, 273.2427062988281]","[284.04449462890625, 295.6881103515625]","[188.00624084472656, 362.02606201171875]"
1739283190.462536,"[178.03663635253906, 273.2427062988281]","[284.04449462890625, 295.6881103515625]","[188.00624084472656, 362.02606201171875]"
1739283190.4635615,"[178.03663635253906, 273.2427062988281]","[284.04449462890625, 295.6881103515625]","[188.00624084472656, 362.02606201171875]"
1739283190.464506,"[178.03663635253906, 273.2427062988281]","[284.04449462890625, 295.6881103515625]","[188.00624084472656, 362.02606201171875]"
1739283190.4655087,"[178.03663635253906, 273.2427062988281]","[284.04449462890625, 295.6881103515625]","[188.00624084472656, 362.02606201171875]"
1739283190.466491,"[178.03663635253906, 273.2427062988281]","[284.04449462890625, 295.6881103515625]","[188.00624084472656, 362.02606201171875]"
1739283190.4675345,"[178.03663635253906, 273.2427062988281]","[284.04449462890625, 295.6881103515625]","[188.00624084472656, 362.02606201171875]"
1739283190.4684935,"[178.03663635253906, 273.2427062988281]","[284.04449462890625, 295.6881103515625]","[188.00624084472656, 362.02606201171875]"
1739283190.469481,"[178.03663635253906, 273.2427062988281]","[284.04449462890625, 295.6881103515625]","[188.00624084472656, 362.02606201171875]"
1739283190.470522,"[178.03663635253906, 273.2427062988281]","[284.04449462890625, 295.6881103515625]","[188.00624084472656, 362.02606201171875]"
1739283190.4715083,"[178.03663635253906, 273.2427062988281]","[284.04449462890625, 295.6881103515625]","[188.00624084472656, 362.02606201171875]"
1739283190.4725807,"[178.03663635253906, 273.2427062988281]","[284.04449462890625, 295.6881103515625]","[188.00624084472656, 362.02606201171875]"
1739283190.4735613,"[178.03663635253906, 273.2427062988281]","[284.04449462890625, 295.6881103515625]","[188.00624084472656, 362.02606201171875]"
1739283190.474603,"[178.03663635253906, 273.2427062988281]","[284.04449462890625, 295.6881103515625]","[188.00624084472656, 362.02606201171875]"
1739283190.475642,"[178.03663635253906, 273.2427062988281]","[284.04449462890625, 295.6881103515625]","[188.00624084472656, 362.02606201171875]"
1739283190.4765215,"[178.03663635253906, 273.2427062988281]","[284.04449462890625, 295.6881103515625]","[188.00624084472656, 362.02606201171875]"
1739283190.477522,"[178.03663635253906, 273.2427062988281]","[284.04449462890625, 295.6881103515625]","[188.00624084472656, 362.02606201171875]"
1739283190.478527,"[178.03663635253906, 273.2427062988281]","[284.04449462890625, 295.6881103515625]","[188.00624084472656, 362.02606201171875]"
1739283190.479532,"[178.03663635253906, 273.2427062988281]","[284.04449462890625, 295.6881103515625]","[188.00624084472656, 362.02606201171875]"
1739283190.4805236,"[178.03663635253906, 273.2427062988281]","[284.04449462890625, 295.6881103515625]","[188.00624084472656, 362.02606201171875]"
1739283190.4815176,"[178.03663635253906, 273.2427062988281]","[284.04449462890625, 295.6881103515625]","[188.00624084472656, 362.02606201171875]"
1739283190.4825118,"[178.03663635253906, 273.2427062988281]","[284.04449462890625, 295.6881103515625]","[188.00624084472656, 362.02606201171875]"
1739283190.4835346,"[178.03663635253906, 273.2427062988281]","[284.04449462890625, 295.6881103515625]","[188.00624084472656, 362.02606201171875]"
1739283190.4844832,"[178.03663635253906, 273.2427062988281]","[284.04449462890625, 295.6881103515625]","[188.00624084472656, 362.02606201171875]"
1739283190.4854915,"[178.03663635253906, 273.2427062988281]","[284.04449462890625, 295.6881103515625]","[188.00624084472656, 362.02606201171875]"
1739283190.486508,"[178.03663635253906, 273.2427062988281]","[284.04449462890625, 295.6881103515625]","[188.00624084472656, 362.02606201171875]"
1739283190.4875183,"[178.03663635253906, 273.2427062988281]","[284.04449462890625, 295.6881103515625]","[188.00624084472656, 362.02606201171875]"
1739283190.4884872,"[178.03663635253906, 273.2427062988281]","[284.04449462890625, 295.6881103515625]","[188.00624084472656, 362.02606201171875]"
1739283190.4895124,"[178.03663635253906, 273.2427062988281]","[284.04449462890625, 295.6881103515625]","[188.00624084472656, 362.02606201171875]"
1739283190.4904828,"[178.03663635253906, 273.2427062988281]","[284.04449462890625, 295.6881103515625]","[188.00624084472656, 362.02606201171875]"
1739283190.49153,"[178.03663635253906, 273.2427062988281]","[284.04449462890625, 295.6881103515625]","[188.00624084472656, 362.02606201171875]"
1739283190.4925165,"[178.03663635253906, 273.2427062988281]","[284.04449462890625, 295.6881103515625]","[188.00624084472656, 362.02606201171875]"
1739283190.49348,"[178.03663635253906, 273.2427062988281]","[284.04449462890625, 295.6881103515625]","[188.00624084472656, 362.02606201171875]"
1739283190.494557,"[178.03663635253906, 273.2427062988281]","[284.04449462890625, 295.6881103515625]","[188.00624084472656, 362.02606201171875]"
1739283190.4955182,"[178.03663635253906, 273.2427062988281]","[284.04449462890625, 295.6881103515625]","[188.00624084472656, 362.02606201171875]"
1739283190.4965036,"[178.03663635253906, 273.2427062988281]","[284.04449462890625, 295.6881103515625]","[188.00624084472656, 362.02606201171875]"
1739283190.4974782,"[178.03663635253906, 273.2427062988281]","[284.04449462890625, 295.6881103515625]","[188.00624084472656, 362.02606201171875]"
1739283190.4985719,"[178.03663635253906, 273.2427062988281]","[284.04449462890625, 295.6881103515625]","[188.00624084472656, 362.02606201171875]"
1739283190.5153604,"[232.14320373535156, 244.22250366210938]","[366.8324279785156, 299.703857421875]","[268.3102111816406, 362.7059631347656]"
1739283190.5158067,"[232.14320373535156, 244.22250366210938]","[366.8324279785156, 299.703857421875]","[268.3102111816406, 362.7059631347656]"
1739283190.5165248,"[232.14320373535156, 244.22250366210938]","[366.8324279785156, 299.703857421875]","[268.3102111816406, 362.7059631347656]"
1739283190.5175147,"[232.14320373535156, 244.22250366210938]","[366.8324279785156, 299.703857421875]","[268.3102111816406, 362.7059631347656]"
1739283190.5185118,"[232.14320373535156, 244.22250366210938]","[366.8324279785156, 299.703857421875]","[268.3102111816406, 362.7059631347656]"
1739283190.5195167,"[232.14320373535156, 244.22250366210938]","[366.8324279785156, 299.703857421875]","[268.3102111816406, 362.7059631347656]"
1739283190.5204966,"[232.14320373535156, 244.22250366210938]","[366.8324279785156, 299.703857421875]","[268.3102111816406, 362.7059631347656]"
1739283190.5214772,"[232.14320373535156, 244.22250366210938]","[366.8324279785156, 299.703857421875]","[268.3102111816406, 362.7059631347656]"
1739283190.5225437,"[232.14320373535156, 244.22250366210938]","[366.8324279785156, 299.703857421875]","[268.3102111816406, 362.7059631347656]"
1739283190.523516,"[232.14320373535156, 244.22250366210938]","[366.8324279785156, 299.703857421875]","[268.3102111816406, 362.7059631347656]"
1739283190.5245123,"[232.14320373535156, 244.22250366210938]","[366.8324279785156, 299.703857421875]","[268.3102111816406, 362.7059631347656]"
1739283190.5254893,"[232.14320373535156, 244.22250366210938]","[366.8324279785156, 299.703857421875]","[268.3102111816406, 362.7059631347656]"
1739283190.5265188,"[232.14320373535156, 244.22250366210938]","[366.8324279785156, 299.703857421875]","[268.3102111816406, 362.7059631347656]"
1739283190.5275428,"[232.14320373535156, 244.22250366210938]","[366.8324279785156, 299.703857421875]","[268.3102111816406, 362.7059631347656]"
1739283190.5285633,"[232.14320373535156, 244.22250366210938]","[366.8324279785156, 299.703857421875]","[268.3102111816406, 362.7059631347656]"
1739283190.5295444,"[232.14320373535156, 244.22250366210938]","[366.8324279785156, 299.703857421875]","[268.3102111816406, 362.7059631347656]"
1739283190.5305426,"[232.14320373535156, 244.22250366210938]","[366.8324279785156, 299.703857421875]","[268.3102111816406, 362.7059631347656]"
1739283190.5315204,"[232.14320373535156, 244.22250366210938]","[366.8324279785156, 299.703857421875]","[268.3102111816406, 362.7059631347656]"
1739283190.5324779,"[232.14320373535156, 244.22250366210938]","[366.8324279785156, 299.703857421875]","[268.3102111816406, 362.7059631347656]"
1739283190.5335693,"[232.14320373535156, 244.22250366210938]","[366.8324279785156, 299.703857421875]","[268.3102111816406, 362.7059631347656]"
1739283190.5345347,"[232.14320373535156, 244.22250366210938]","[366.8324279785156, 299.703857421875]","[268.3102111816406, 362.7059631347656]"
1739283190.5355108,"[232.14320373535156, 244.22250366210938]","[366.8324279785156, 299.703857421875]","[268.3102111816406, 362.7059631347656]"
1739283190.536507,"[232.14320373535156, 244.22250366210938]","[366.8324279785156, 299.703857421875]","[268.3102111816406, 362.7059631347656]"
1739283190.5374966,"[232.14320373535156, 244.22250366210938]","[366.8324279785156, 299.703857421875]","[268.3102111816406, 362.7059631347656]"
1739283190.5385122,"[232.14320373535156, 244.22250366210938]","[366.8324279785156, 299.703857421875]","[268.3102111816406, 362.7059631347656]"
1739283190.539542,"[232.14320373535156, 244.22250366210938]","[366.8324279785156, 299.703857421875]","[268.3102111816406, 362.7059631347656]"
1739283190.5405142,"[232.14320373535156, 244.22250366210938]","[366.8324279785156, 299.703857421875]","[268.3102111816406, 362.7059631347656]"
1739283190.5414996,"[232.14320373535156, 244.22250366210938]","[366.8324279785156, 299.703857421875]","[268.3102111816406, 362.7059631347656]"
1739283190.542483,"[232.14320373535156, 244.22250366210938]","[366.8324279785156, 299.703857421875]","[268.3102111816406, 362.7059631347656]"
1739283190.5435195,"[232.14320373535156, 244.22250366210938]","[366.8324279785156, 299.703857421875]","[268.3102111816406, 362.7059631347656]"
1739283190.5445244,"[232.14320373535156, 244.22250366210938]","[366.8324279785156, 299.703857421875]","[268.3102111816406, 362.7059631347656]"
1739283190.5455165,"[232.14320373535156, 244.22250366210938]","[366.8324279785156, 299.703857421875]","[268.3102111816406, 362.7059631347656]"
1739283190.5465202,"[232.14320373535156, 244.22250366210938]","[366.8324279785156, 299.703857421875]","[268.3102111816406, 362.7059631347656]"
1739283190.5474994,"[232.14320373535156, 244.22250366210938]","[366.8324279785156, 299.703857421875]","[268.3102111816406, 362.7059631347656]"
1739283190.5484924,"[232.14320373535156, 244.22250366210938]","[366.8324279785156, 299.703857421875]","[268.3102111816406, 362.7059631347656]"
1739283190.5494828,"[232.14320373535156, 244.22250366210938]","[366.8324279785156, 299.703857421875]","[268.3102111816406, 362.7059631347656]"
1739283190.5505078,"[232.14320373535156, 244.22250366210938]","[366.8324279785156, 299.703857421875]","[268.3102111816406, 362.7059631347656]"
1739283190.551544,"[232.14320373535156, 244.22250366210938]","[366.8324279785156, 299.703857421875]","[268.3102111816406, 362.7059631347656]"
1739283190.552501,"[232.14320373535156, 244.22250366210938]","[366.8324279785156, 299.703857421875]","[268.3102111816406, 362.7059631347656]"
1739283190.5535061,"[232.14320373535156, 244.22250366210938]","[366.8324279785156, 299.703857421875]","[268.3102111816406, 362.7059631347656]"
1739283190.5544755,"[232.14320373535156, 244.22250366210938]","[366.8324279785156, 299.703857421875]","[268.3102111816406, 362.7059631347656]"
1739283190.5555675,"[232.14320373535156, 244.22250366210938]","[366.8324279785156, 299.703857421875]","[268.3102111816406, 362.7059631347656]"
1739283190.5565221,"[232.14320373535156, 244.22250366210938]","[366.8324279785156, 299.703857421875]","[268.3102111816406, 362.7059631347656]"
1739283190.5574863,"[232.14320373535156, 244.22250366210938]","[366.8324279785156, 299.703857421875]","[268.3102111816406, 362.7059631347656]"
1739283190.5585418,"[232.14320373535156, 244.22250366210938]","[366.8324279785156, 299.703857421875]","[268.3102111816406, 362.7059631347656]"
1739283190.5595267,"[232.14320373535156, 244.22250366210938]","[366.8324279785156, 299.703857421875]","[268.3102111816406, 362.7059631347656]"
1739283190.5605412,"[232.14320373535156, 244.22250366210938]","[366.8324279785156, 299.703857421875]","[268.3102111816406, 362.7059631347656]"
1739283190.5615036,"[232.14320373535156, 244.22250366210938]","[366.8324279785156, 299.703857421875]","[268.3102111816406, 362.7059631347656]"
1739283190.5625196,"[232.14320373535156, 244.22250366210938]","[366.8324279785156, 299.703857421875]","[268.3102111816406, 362.7059631347656]"
1739283190.5634906,"[232.14320373535156, 244.22250366210938]","[366.8324279785156, 299.703857421875]","[268.3102111816406, 362.7059631347656]"
1739283190.5644972,"[232.14320373535156, 244.22250366210938]","[366.8324279785156, 299.703857421875]","[268.3102111816406, 362.7059631347656]"
1739283190.5654962,"[232.14320373535156, 244.22250366210938]","[366.8324279785156, 299.703857421875]","[268.3102111816406, 362.7059631347656]"
1739283190.566494,"[232.14320373535156, 244.22250366210938]","[366.8324279785156, 299.703857421875]","[268.3102111816406, 362.7059631347656]"
1739283190.5675657,"[232.14320373535156, 244.22250366210938]","[366.8324279785156, 299.703857421875]","[268.3102111816406, 362.7059631347656]"
1739283190.5685053,"[232.14320373535156, 244.22250366210938]","[366.8324279785156, 299.703857421875]","[268.3102111816406, 362.7059631347656]"
1739283190.5694907,"[232.14320373535156, 244.22250366210938]","[366.8324279785156, 299.703857421875]","[268.3102111816406, 362.7059631347656]"
1739283190.5705087,"[232.14320373535156, 244.22250366210938]","[366.8324279785156, 299.703857421875]","[268.3102111816406, 362.7059631347656]"
1739283190.5870326,"[258.28338623046875, 229.79949951171875]","[407.03167724609375, 301.7174072265625]","[307.5400085449219, 363.10455322265625]"
