Epoch,train_box_loss,train_cls_loss,train_seg_loss,train_objectness_loss,train_rpn_box_loss,val_box_loss,val_cls_loss,val_seg_loss,val_objectness_loss,val_rpn_box_loss,metrics_precision_box,metrics_recall_box,metrics_mAP50_box,metrics_mAP5095_box,metrics_mAP5095_mask,metrics_precision_mask,metrics_recall_mask,metrics_mAP50_mask
23,0.1341396570205688,0.0389199368655681,0.1072431579232215,0.0007589379674755,0.0260039363056421,0.1806060671806335,0.0706015527248382,0.1485615372657776,0.0340125076472759,0.1248376965522766,0.9796833184757676,0.8721471279400635,0.9994753794715504,0.8353120791073728,0.7505410103649018,0.9006610645581264,0.8119730163132326,0.9158732596226086
24,0.1618383824825287,0.1041769310832023,0.1163566559553146,0.0014866207493469,0.088129773736,0.1257414668798446,0.0632819235324859,0.090207390487194,0.0112034929916262,0.0190053544938564,0.9934289506965354,0.8815571194747364,0.9994654854106144,0.8439817685798912,0.7384355730931039,0.9242611699740944,0.8054166807110892,0.9297531623125019
25,0.1314583569765091,0.0688466057181358,0.1184137165546417,0.0010329843498766,0.0156345553696155,0.1177787855267524,0.0394068881869316,0.1311302483081817,0.0020658788271248,0.0509083345532417,0.9882721708571528,0.8808793786657432,0.997229271171324,0.8445207193917521,0.771401123151324,0.915181121276657,0.8204966154983914,0.9144952903343472
26,0.1517955213785171,0.0700272694230079,0.1097326353192329,0.0017697301227599,0.0234667472541332,0.1379566788673401,0.120560772716999,0.1273378580808639,0.0004317775601521,0.0963810682296752,0.9787408069876324,0.8618344409362404,0.997245677745032,0.8252066274961711,0.7587733377982313,0.9209864411375867,0.8244201977528542,0.9309658552638643
27,0.128725379705429,0.0485992059111595,0.1499945521354675,0.0001426612871,0.0379176065325737,0.1540753692388534,0.0676593109965324,0.1104445233941078,0.0004217081877868,0.0417791903018951,0.9873061008900124,0.8740979971344374,0.9996548828860108,0.8386679948244387,0.7726593078622935,0.914169003676978,0.8322255811055048,0.9381576104691647
28,0.1181978210806846,0.0598063133656978,0.135596215724945,0.0002091926435241,0.0187928378582,0.1504606306552887,0.0796151459217071,0.1069313138723373,0.0080283526331186,0.0348571203649044,0.9821469288641432,0.8658178065144352,0.9995550546553033,0.8291692185438293,0.7789862146738843,0.9429886864517046,0.8216025101916602,0.9380303186774988
29,0.1040616109967231,0.0431316718459129,0.1119923293590545,0.0037085902877151,0.0183982029557228,0.1016835421323776,0.0485751703381538,0.0963945537805557,0.0229972153902053,0.0197549294680356,0.9917643024919872,0.8986103557869651,0.9997015198155084,0.8628999415530281,0.7757010585423681,0.9416359087161569,0.8156013683374559,0.9316910377778332
30,0.0788799077272415,0.0334700271487236,0.0956576466560363,0.0002979881246574,0.013905725441873,0.0928104743361473,0.0601538680493831,0.1240548864006996,0.003662699367851,0.0864197909832,0.9974625446399652,0.8970551700309107,0.9974625446399652,0.862857005147569,0.7933889627365481,0.946991828570826,0.8291865275814052,0.9447734199122235
31,0.1059000492095947,0.0507330372929573,0.1012162715196609,0.0156744290143251,0.0156255774199962,0.1241105496883392,0.0781498551368713,0.1215942502021789,0.0164852868765592,0.0616807863116264,0.992123272131442,0.8939120718884379,0.9998375587833204,0.86143662870495,0.7792713906280466,0.9440078459095884,0.821215387707601,0.9625851226611568
32,0.1017546281218528,0.0878506749868393,0.0992294922471046,0.0002022487169597,0.0224502198398113,0.1003386527299881,0.0546324402093887,0.0987532436847686,0.0012026395415887,0.0385523773729801,0.989066042658142,0.891144093557043,0.9997739384095776,0.8566391478200595,0.77600457549517,0.9405734038230732,0.8078034131780147,0.9629905103000886
33,0.1194202452898025,0.0338087491691112,0.0916556045413017,0.0001384682545904,0.0084727853536605,0.0883950740098953,0.0227947123348712,0.0994809493422508,2.0793422663700767e-05,0.0027875932864844,0.9963315883906556,0.8947454639318598,0.9998556987164016,0.8611423903904376,0.7995685046004999,0.9441251819616786,0.8339558449884364,0.9617354790119164
34,0.1463070213794708,0.0572570525109767,0.1701610833406448,0.0157663263380527,0.0481588058173656,0.0981782153248786,0.0257904157042503,0.0961608663201332,0.0003112635458819,0.0036471141502261,0.9896888099617448,0.8987057914684827,0.9975035965134976,0.8637653833469668,0.796455955950081,0.9500858501916655,0.8557988840860412,0.9680465697304074
35,0.1212697997689247,0.0482143051922321,0.097472034394741,0.0003297298098914,0.0236327741295099,0.143237680196762,0.0976390466094017,0.1166039630770683,0.0006169643602333,0.0710811391472816,0.9938477762712512,0.9016875788288043,0.99994821657898,0.8632341584150074,0.7907759111198144,0.973314197260008,0.8375986198272397,0.9660846164025262
36,0.1977501213550567,0.0936012119054794,0.1230090036988258,0.0005509642651304,0.0302609782665967,0.1445550918579101,0.0636759772896766,0.1395785808563232,0.0066098729148507,0.0497993603348732,0.9852050537438998,0.8888766357641279,0.9993293943679288,0.8532088258078452,0.7864270326754189,0.9611927462473784,0.8531197791944216,0.9542813061429204
37,0.0743744224309921,0.0510485246777534,0.0806315168738365,0.0003060774761252,0.0107606332749128,0.0811018645763397,0.0588034316897392,0.0772216022014617,2.6821609935723245e-05,0.0067679560743272,0.99171300801314,0.9032193425863714,0.9975247524752476,0.8722305357488531,0.7862504494939119,0.956835025172157,0.8490844911313753,0.9584586333032988
38,0.0897037535905838,0.0373194254934787,0.091751329600811,0.000121880962979,0.0111429896205663,0.1085291057825088,0.0599922612309455,0.0962440893054008,0.0106740044429898,0.0299056321382522,0.9975141744943724,0.9122595708507404,0.9999789340636192,0.8824094071461106,0.8132966438399477,0.9639187069572239,0.8445748322911028,0.9786759032165595
39,0.0827794447541236,0.0466853156685829,0.1243004947900772,0.0210355464369058,0.0220392346382141,0.0816258192062377,0.0482140369713306,0.085297979414463,0.0001476387697039,0.0176209732890129,0.997450250661671,0.9063680762935016,0.99994821657898,0.877290057777052,0.8026456693212887,0.9593571160690857,0.8478132157616102,0.9612809559269897
40,0.1166656464338302,0.0437287576496601,0.0838824287056922,0.0003708706353791,0.0234463978558778,0.1062531322240829,0.0555247813463211,0.0763766169548034,0.0033866637386381,0.011198784224689,0.9974880821415476,0.9093911540045448,0.9999423529923614,0.8812303693154612,0.7943693161894099,0.9734559413459681,0.8551683502389719,0.9773369588503493
41,0.1895226836204528,0.0635512769222259,0.1574173271656036,0.003691418794915,0.0517569631338119,0.1101709902286529,0.056943628937006,0.1015030518174171,0.0003484421176835,0.0146851083263754,0.9893658632267328,0.9028800787114868,0.9999288482219008,0.8707322749286345,0.7978586585674667,0.9573857499919084,0.8492797459636791,0.9762805030771678
42,0.116905502974987,0.0953587964177131,0.1501187831163406,0.0001819340977817,0.0250804591923952,0.0898616909980773,0.0531113259494304,0.0930854156613349,0.0013935716124251,0.0280623137950897,0.9939623907189392,0.9116317237617892,0.999960551329608,0.8787155588605844,0.8045027165699196,0.9783217526822194,0.8431206567379061,0.9809009409775006
43,0.093582347035408,0.0557595640420913,0.0812939628958702,0.0004666628956329,0.007367820944637,0.112310029566288,0.0345921777188777,0.0812016129493713,0.0001623720745556,0.0132696907967329,0.9937904274533066,0.906661887075277,0.9999697527360812,0.8739460122002572,0.797167104455556,0.9672856864698305,0.8458260319632305,0.9785279878590408
44,0.1038431972265243,0.0734034404158592,0.0946101024746894,1.851598426583223e-05,0.0075762239284813,0.0949416011571884,0.0619747675955295,0.0785951092839241,0.0198898464441299,0.0102140000090003,0.9975247524752476,0.9231365229885306,0.9999583992012648,0.8901607185332567,0.8115888412792562,0.9675977385404233,0.8320753941410266,0.9756818294700991
45,0.0992784574627876,0.035250324755907,0.0829785093665123,0.0001463897206122,0.0157742723822593,0.0808402895927429,0.0263464394956827,0.1100002080202102,0.0001055044704116,0.0113513972610235,0.9941890111757956,0.9179575641109724,0.999860104173206,0.8880380818107994,0.8058283905646998,0.9499827700837181,0.8485092752889358,0.9925524300174832
46,0.0751857459545135,0.0573826506733894,0.0709002763032913,0.000500583613757,0.0103705283254385,0.096898578107357,0.0487363301217556,0.1027722507715225,0.0001559856464155,0.0216152481734752,0.9925742574257426,0.9177937915611428,0.9999894670318096,0.887851600212586,0.815729271397618,0.9652818503742353,0.8519232969656244,0.9686739304354192
47,0.1011228114366531,0.0389868915081024,0.0771192833781242,0.0005869462620466,0.0066982330754399,0.1480284929275512,0.065091460943222,0.0961387678980827,0.0016126146074384,0.0526287779211998,0.9920999826072392,0.9087720487144846,0.9999907294100197,0.8765762053032669,0.7969154751199107,0.9796163929192706,0.8538224282878268,0.9904559855363563
48,0.0941366627812385,0.0674794465303421,0.0955924987792968,0.0006988982786424,0.0511221960186958,0.1150890886783599,0.0554472170770168,0.0835459008812904,2.094660339935217e-05,0.0111576076596975,0.995049504950495,0.8986448876414688,0.9998602682848928,0.8604910629950129,0.7913690668535577,0.9584674666436107,0.8325096758233281,0.9751086908470421
49,0.0861569941043853,0.0324773676693439,0.0936419814825058,0.0002914927026722,0.0122145917266607,0.0834309756755828,0.0657132491469383,0.0779200047254562,0.0001279167190659,0.0075067677535116,0.9974188285244836,0.9183689046173136,0.9975144389438944,0.8918393879110404,0.7893318540900888,0.9758489820785597,0.853214572389896,0.9745277041901654
50,0.0770260840654373,0.0323694981634616,0.0893342941999435,3.525794454617426e-05,0.0120271472260355,0.0949849486351013,0.0734567269682884,0.0819655731320381,0.0002041000407189,0.0101185394451022,1.0,0.9240705358978047,1.0,0.8972638720948946,0.7977107009494437,0.9816286374681892,0.8689238118314865,0.9863202703244565
51,0.0902501568198204,0.0181364454329013,0.0853043496608734,0.0009447655756957,0.0134645486250519,0.0842844992876052,0.0628871023654937,0.0901475399732589,0.0003024140314664,0.0156867615878582,0.9975247524752476,0.9186890995625168,0.9999083241657498,0.8878692708394249,0.8054225292760216,0.9640458886422315,0.8622061763504533,0.9826647899992668
52,0.087882675230503,0.0478900671005249,0.0864990502595901,0.0098373154178261,0.0080552268773317,0.0605159550905227,0.0388385280966758,0.0767528787255287,0.0001649521582294,0.0072692735120654,0.9975247524752476,0.9321948340285504,0.9999686677528512,0.9064407406105812,0.7887285964671059,0.9597673840213226,0.8592024269550111,0.9942260635300271
53,0.0748276486992836,0.0287866033613681,0.0796019956469535,0.000130442349473,0.0179521646350622,0.1148075461387634,0.0299574341624975,0.1152920424938201,0.0002133198431693,0.0508618950843811,0.9975035057153784,0.9358376050989772,0.9975247524752476,0.9127022848985252,0.7994016971302238,0.9584437054621511,0.8532272939213238,0.9985481441087241
54,0.0758410543203353,0.0403247252106666,0.0925088003277778,0.0003056195855606,0.0090249730274081,0.0612389631569385,0.0269613284617662,0.0835723206400871,4.3336589442333207e-05,0.1514520496129989,0.9975247524752476,0.9386084745006192,0.9999894670318096,0.9124567702483528,0.790994979708358,0.9752600526366526,0.8563361862385619,0.9675685633255346
55,0.0840299129486084,0.0497639402747154,0.0926813557744026,0.0001364385097986,0.0203054454177618,0.0846336409449577,0.0225749295204877,0.0839882493019104,0.0006646915571764,0.0203201100230216,0.9975144389438944,0.9300207448731348,0.9999687097947084,0.9026465340628372,0.7906126385294344,0.9642723866482922,0.8474914356384147,0.9686974047335238
56,0.0754151046276092,0.0500379800796508,0.0967274457216262,0.0013737039407715,0.0267109721899032,0.0720996856689453,0.0353821888566017,0.0855188816785812,4.3861367885256186e-05,0.0065711950883269,0.995049504950495,0.9279639658348804,1.0,0.900907427229292,0.807317250456488,0.9860177058796423,0.8297525246953368,0.9733314308234332
57,0.1095271706581115,0.0420069545507431,0.0838802456855773,5.824240724905394e-05,0.0245640352368354,0.0650655329227447,0.028342006728053,0.0999690219759941,0.0002940408885478,0.0183665659278631,0.9975247524752476,0.9328538307901006,0.9975247524752476,0.9051435650027766,0.8112975418240825,0.9819545844493637,0.8343344967874872,1.0
58,0.0846955478191375,0.0375249721109867,0.1075160503387451,6.983895582379773e-05,0.0114985182881355,0.1001321673393249,0.0497616529464721,0.080291248857975,0.0036993683315813,0.0089271962642669,0.9967811158798284,0.9278297682785606,0.9999894670318096,0.8980588160774737,0.8118733659543709,0.9765206570687421,0.8467851357290431,0.9830805410198125
59,0.0740089565515518,0.0260140188038349,0.0833230167627334,0.000172410349478,0.0305330790579319,0.0766499117016792,0.053612969815731,0.0675952732563018,0.0008259957539848,0.0078003611415624,0.997514129095313,0.9300578173944752,0.9999894670318096,0.9014234105992498,0.8070802867900906,0.9834327516456813,0.8431396498257175,1.0
60,0.0778416246175766,0.0383006110787391,0.0797498449683189,0.0001042769654304,0.0119085060432553,0.0703052729368209,0.0340656638145446,0.0661039277911186,0.000100402503449,0.0083576515316963,0.9975247524752476,0.940766293339319,0.9999894670318096,0.911915339521901,0.8192570052440664,0.9756059596922823,0.8625783735301276,0.9777913583065859
61,0.0825142413377761,0.0271184500306844,0.0752905905246734,0.0047980691306293,0.013385527767241,0.062775582075119,0.050286591053009,0.0798295512795448,0.00035001031938,0.0158496331423521,0.995049504950495,0.935830837317154,0.99993653211475,0.9100053374897912,0.799909710570543,0.9948813922026213,0.8447206886120163,0.9905888109176543
62,0.1269583702087402,0.0624615103006362,0.1089103743433952,0.014059005305171,0.07999187707901,0.0703467801213264,0.0267364960163831,0.0856951102614402,0.0002075024094665,0.0099148880690336,0.9975048585053324,0.9220831566163084,0.999668671181892,0.8913404177099076,0.8178321929215001,0.9836203432100359,0.8462737285937099,0.9977775053109973
63,0.0960728526115417,0.0621277801692485,0.0942360833287239,2.47630086960271e-05,0.0060423882678151,0.0691709518432617,0.0266590062528848,0.0847766622900962,0.0001866513193817,0.0173368398100137,0.997479083701728,0.934437066991449,0.99994379825829,0.9095430047541688,0.8127189850330631,0.9613511987015085,0.866672822777238,0.9862866516404812
64,0.0782280787825584,0.0485462136566638,0.0862806066870689,3.085573189309798e-05,0.0062715131789445,0.0923682227730751,0.0459238588809967,0.0964223071932792,0.0001203574211103,0.035598050802946,0.9966762348704368,0.943453593321977,0.9999907294100197,0.9174893484870004,0.8010749060927903,0.9755618833146564,0.8705010178714492,0.9866611105570903
65,0.067942202091217,0.0264332257211208,0.0723675340414047,0.0001587746228324,0.0062267612665891,0.0557878352701664,0.0327632501721382,0.0735852047801017,0.0008192857494577,0.0236030146479606,0.9975154818852672,0.9367126105524186,0.9999697527360812,0.9084152654768012,0.8098735654668481,0.9738219659835243,0.8605406568269565,0.9887774394626184
66,0.0495080277323722,0.0310373213142156,0.0679892003536224,0.0003235561307519,0.0038066220004111,0.0650632381439209,0.0457198210060596,0.0927154570817947,0.0003415324026718,0.0182022005319595,0.994241683582584,0.945904132140224,0.9999894670318096,0.9206409048129196,0.8139473863076198,0.956951773783129,0.8617283166410515,0.9930715651735713
67,0.0670561045408248,0.0422184243798255,0.0665191784501075,2.0749872419401072e-05,0.0085639311000704,0.0775776803493499,0.0594617016613483,0.0852754116058349,0.000103689104435,0.0110572250559926,0.9975247524752476,0.9393191896890308,1.0,0.9130015116546548,0.8031217703842011,0.9683173661724777,0.8660747907819197,1.0
68,0.0834245607256889,0.0252948403358459,0.09341362118721,0.0011671624379232,0.0270455181598663,0.0878175422549247,0.0301563441753387,0.1092387959361076,0.0007035540184006,0.0347714535892009,0.9923644906863568,0.940415232131852,1.0,0.916285651618997,0.8180844036755265,0.9906428427899943,0.8557917492032929,1.0
69,0.0467376783490181,0.041896928101778,0.0753316804766655,0.0003524796338751,0.0048882067203521,0.0550092160701751,0.0350406654179096,0.0846888273954391,4.654606163967401e-05,0.0095170009881258,0.9975247524752476,0.9424558142837268,0.9975247524752476,0.9163359724888752,0.8212382234427396,0.9708883301256542,0.851015480468584,0.9797491613366022
70,0.093634083867073,0.053188644349575,0.0759177058935165,3.558451862772927e-05,0.0065639172680675,0.0805480703711509,0.0270761344581842,0.0883596464991569,0.0046614133752882,0.0182058215141296,0.9970268064082776,0.9380418358976712,0.9999907294100197,0.915074165795874,0.8313166969787874,0.9903323802453422,0.8545066463189298,0.9865080654410531
71,0.0927205830812454,0.0487818047404289,0.0857600942254066,6.788623431930318e-05,0.0074788187630474,0.0684010908007621,0.0588740892708301,0.0843730941414833,3.576095696189441e-05,0.0074365893378853,0.9949077759135082,0.9380072502094456,1.0,0.9157923546493766,0.7916948095706003,0.9911527181029395,0.867511302064556,1.0
72,0.0842786878347396,0.0450323410332202,0.0954944640398025,0.0003745509602595,0.0528020523488521,0.0625500977039337,0.0421076156198978,0.085797943174839,0.000113736721687,0.0136771611869335,0.9975035057153784,0.9294923754952252,0.9999894670318096,0.9039165989412165,0.8134427883603688,0.9911953974287497,0.8504929078648253,0.9963897156702154
73,0.0642556697130203,0.030161352828145,0.072173848748207,0.0002172915264964,0.0297322832047939,0.0815487131476402,0.0384983792901039,0.0942147746682167,0.0005284923827275,0.0416511930525302,0.9975247524752476,0.9449367967267968,1.0,0.9193036742023468,0.8117068033001847,0.9850462549855391,0.8645240549550067,0.9766813398476827
74,0.0671180486679077,0.0418655611574649,0.080770306289196,0.0002732113061938,0.0178248509764671,0.0504561476409435,0.0329473465681076,0.0726751014590263,0.0033979227300733,0.0086363274604082,0.9974078952959674,0.9442461185066224,0.999831858789355,0.9204090440413518,0.804671182155515,0.9841353097438391,0.881409417793868,1.0
75,0.088648498058319,0.043651059269905,0.097172737121582,0.0002940408303402,0.010482688434422,0.0623415373265743,0.0483751520514488,0.0900138542056083,0.0013658889802172,0.0102883651852607,0.9975247524752476,0.9366158344966772,1.0,0.9111537952279076,0.8212004864172081,0.9696704987994913,0.8554422782964769,0.9824455857593271
76,0.0710086748003959,0.0438302643597126,0.0622323974967002,0.00076471286593,0.0098972963169217,0.0710908323526382,0.057282019406557,0.0890958234667778,5.665358912665397e-05,0.0078969513997435,0.9975247524752476,0.9454645078521604,1.0,0.921841975587309,0.817463412097541,0.9862922772212079,0.8531196939989983,0.9838084438491644
77,0.0607957243919372,0.0321238972246646,0.0739506557583808,0.0003069360100198,0.0212636124342679,0.0581059865653514,0.0481601320207119,0.0727139264345169,0.0001666490134084,0.0091806910932064,0.9975247524752476,0.9517853361963894,0.9999894670318096,0.9292552077541134,0.8008015618814174,0.9837845649134092,0.8454270220812556,0.9921225693995236
78,0.069426879286766,0.0376880690455436,0.0665747746825218,0.0003786645538639,0.0097168469801545,0.0763557404279708,0.0555430464446544,0.0804165974259376,0.0009658919880166,0.0144177349284291,0.9999686677528512,0.9458514400920504,0.9999894670318096,0.925004966998842,0.8178833688621253,0.9862870913190102,0.8625470176785953,1.0
79,0.0493933483958244,0.0323197543621063,0.0988536551594734,0.0004047944967169,0.0051079369150102,0.0696722567081451,0.0234267748892307,0.0931614637374877,0.0037914593704044,0.0194135792553424,1.0,0.9406121689317825,1.0,0.9154192004688289,0.8265620118321892,0.9857555629124186,0.8691065622719276,0.9690513611696514
80,0.1101273298263549,0.0376044064760208,0.0796637088060379,0.0001938602945301,0.0085694193840026,0.0782509893178939,0.0411233901977539,0.0834509953856468,0.0010000811889767,0.01197818107903,0.9937269527470932,0.9233676843634984,0.9998602682848928,0.8947476955009551,0.8282189783481144,0.9949047145542521,0.8650463194392702,0.9847377233644677
81,0.0803219676017761,0.0596886426210403,0.0648300871253013,8.794680070423055e-06,0.0086443945765495,0.0690928921103477,0.0595287531614303,0.0984957441687583,0.0057325395755469,0.0438681989908218,0.9975247524752476,0.9366758937324108,0.9999894670318096,0.9099615841348808,0.7830949700773374,0.9683002856917001,0.8669212639727387,0.9936151395501697
82,0.0614368803799152,0.0274998825043439,0.0796624645590782,0.0001627851452212,0.0238717161118984,0.0570572800934314,0.037753190845251,0.0866131111979484,0.0020371209830045,0.0647050887346267,0.9975247524752476,0.9473575966007914,1.0,0.9249062004160226,0.8098183226376805,0.9781059428943518,0.8281497378692159,1.0
83,0.0599696710705757,0.037898413836956,0.0731278210878372,0.0052485140040516,0.0044956225901842,0.044557586312294,0.0220551453530788,0.0849866569042205,0.0125930225476622,0.0119353607296943,0.997514129095313,0.9519148196276824,1.0,0.927124642561791,0.8123829637413188,0.9657924848504642,0.8570352813566354,0.9884361829081888
84,0.055372416973114,0.0576524622738361,0.0780761241912841,0.0001266495964955,0.0108182076364755,0.0487988777458667,0.0467990860342979,0.0813244134187698,3.992115671280772e-05,0.0073181791231036,0.9975247524752476,0.9349947227115794,1.0,0.9068178991139,0.8061673242565991,0.9955307909311997,0.8721214035906589,0.9705641343528787
