x,y,z,roll,pitch,yaw
889.6860209289443,-502.36894899678845,346.3548849403386,35.194149689806714,30.086821278119263,54.81408985034005
884.7073398027409,-495.2797146080988,351.72617956993645,7.4616078544847175,6.9208106400454215,46.71436903951716
883.6765699637913,-494.28374495598433,351.9109584796063,8.762947949148707,5.178748936344771,58.95109725347635
882.5302752591108,-493.57647613044145,352.1165444105533,7.86586181449896,5.420169449242827,54.92371425484696
881.3814014174118,-492.7524196603362,352.30966733115235,-25.863512464908943,-10.56896552045319,69.15031992186351
880.0729595215947,-492.12225535299734,351.6197637543545,7.272592952414357,4.652534155473436,56.791649392139945
878.924778066315,-491.3586226170341,351.7939419153855,7.339943139834917,3.9675730329239607,60.958199408107276
877.7747499688899,-490.7111905672453,351.96248528287435,-27.260149728322705,-9.921903640248825,71.38179039884686
876.4805941351278,-490.1491434582576,351.24868771476315,8.000049035259277,1.28099881638938,80.05749668827112
875.1031824990837,-489.90749897477275,351.4447299037819,-24.18838245315059,0.34273502362117003,90.79315160826935
873.5938732360316,-489.92650704892463,350.7667138683091,-90.40156731247848,41.52775928941644,-0.510464341414274
