x,y,z,roll,pitch,yaw
246.0042665400922,919.4635071867148,740.6378501743022,-90.00930882842728,57.693363634553904,-38.589156087451116
239.38690095466632,924.3156846713568,735.2964768082411,-90.7239384246963,55.7716910679676,-69.16156169071083
238.92986603041902,925.481206693021,734.4473733827831,-89.25370075186511,42.86067973280493,-4.823963824800893
238.13631607505033,925.5621847376476,733.5806148966456,-90.48878732318815,56.93747103552676,-57.47587103070723
237.35737501560652,926.7678895222448,732.6460540287112,-89.25028766515368,40.32685153218698,-3.6508863761033457
236.5586389380221,926.8337232297653,731.6939597408527,-90.54544100294387,61.43870893091566,-57.37277452624632
235.77223859915227,928.0432101871717,730.9090237550436,-89.23731659927144,40.27781254016603,-2.987204141418394
234.97000600533454,928.1002139898168,729.9519477790932,-89.04994172642584,56.92398274285258,-4.177589621754202
234.0140501056626,928.1869119784436,729.3212539291205,42.87777445227013,88.75327800475749,126.0461523535566
232.7504582864127,928.3328825033755,729.3441698103446,-93.94378313542778,84.79127454701052,-71.93935134040053
231.78931714568432,930.7319233319117,729.1173375787293,180.0,0.0,0.0
