metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),fitness
0.9683380225054817,0.9728824475773351,0.9870686666213286,0.8071221274363239,0.8917078442550121,0.871021557825418,0.8892866192547679,0.40430926499237685,1.2779237817734406
