metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),fitness
0.9897543945184442,0.9794998030118184,0.991435662041182,0.8536021243111349,0.9140229344808772,0.8986428230093003,0.9203320332628369,0.44072292923599843,1.356069317722822
