metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),fitness
0.9716808278647213,0.9589759342480214,0.9794644293877304,0.8024604919454909,0.8861303829473195,0.8782009993617408,0.8939312770907961,0.42358104652587,1.2907769552720776
