x,y,z,roll,pitch,yaw
-437.03336396601344,767.5883793106902,899.8269936041054,-90.29935071439883,45.455496434495316,-4.711694405637782
-440.4979045777344,767.7023822786194,896.3474896723692,-89.1828392229211,45.64411306248051,104.95174368848303
-440.1372953215448,766.2354104387053,894.8776380964869,-89.48160037070461,48.94662211050729,58.98144100641093
-440.93854068734436,764.936390749583,893.5544483527508,-89.66946589877585,45.093207720157274,31.553186597898893
-442.06606380074095,764.2531643885272,892.2446129552741,-89.4590801761933,49.84653576597107,62.25300385157273
-442.7431332693334,763.002465072546,891.050195501663,-89.44476169866,51.93016495997518,60.49170103338343
-443.50922152440046,761.684991925779,889.8619597825453,-89.19049328948374,61.98164731515527,81.45062112786461
-443.8206395513681,759.8249040167418,888.8619856786797,-89.18791863153882,66.32518220735477,59.10610197398854
-444.6670121323515,758.4556723393456,888.1599704752798,26.573206727545823,89.49664424327665,170.0520845458379
-445.80612346851507,756.9118063728387,888.1647203548498,-89.55516028775472,58.02073010036751,34.62315142687468
-446.9749926419785,756.1172118529404,887.2858046206568,180.0,0.0,0.0
