x,y,z,roll,pitch,yaw
-201.25046011870154,1015.4048824030501,673.8186050051022
-200.62658754886627,1021.1183816921764,676.4514680176936
-200.54992427822538,1026.5164735865892,678.7337416794226
-200.9585941072421,1031.65473339498,680.8122079070145
-201.79072083637953,1036.5887364260407,682.8336486171941
-202.98442826610085,1041.3740579884632,684.9448457266863
-204.47784019686918,1046.0662733909392,687.2925811522165
-206.20908042914766,1050.7209579421606,690.0236368105094
-208.11627276339948,1055.393686950819,693.2847946182903
-210.13754100008777,1060.1400357256066,697.222836492284
-212.21100893967568,1065.0155795752148,701.9845443492158
