Time (s),UV Hook,UV Tip,UV Lowpoint
1739179546.386886,"[562.01953125, 206.94448852539062]","[727.830078125, 303.4758605957031]","[630.0462646484375, 367.5430603027344]"
1739179546.3876665,"[562.01953125, 206.94448852539062]","[727.830078125, 303.4758605957031]","[630.0462646484375, 367.5430603027344]"
1739179546.388664,"[562.01953125, 206.94448852539062]","[727.830078125, 303.4758605957031]","[630.0462646484375, 367.5430603027344]"
1739179546.3896275,"[562.01953125, 206.94448852539062]","[727.830078125, 303.4758605957031]","[630.0462646484375, 367.5430603027344]"
1739179546.3906178,"[562.01953125, 206.94448852539062]","[727.830078125, 303.4758605957031]","[630.0462646484375, 367.5430603027344]"
1739179546.3916652,"[562.01953125, 206.94448852539062]","[727.830078125, 303.4758605957031]","[630.0462646484375, 367.5430603027344]"
1739179546.3926637,"[562.01953125, 206.94448852539062]","[727.830078125, 303.4758605957031]","[630.0462646484375, 367.5430603027344]"
1739179546.393626,"[562.01953125, 206.94448852539062]","[727.830078125, 303.4758605957031]","[630.0462646484375, 367.5430603027344]"
1739179546.3946252,"[562.01953125, 206.94448852539062]","[727.830078125, 303.4758605957031]","[630.0462646484375, 367.5430603027344]"
1739179546.3956158,"[562.01953125, 206.94448852539062]","[727.830078125, 303.4758605957031]","[630.0462646484375, 367.5430603027344]"
1739179546.3966346,"[562.01953125, 206.94448852539062]","[727.830078125, 303.4758605957031]","[630.0462646484375, 367.5430603027344]"
1739179546.3976722,"[562.01953125, 206.94448852539062]","[727.830078125, 303.4758605957031]","[630.0462646484375, 367.5430603027344]"
1739179546.3986068,"[562.01953125, 206.94448852539062]","[727.830078125, 303.4758605957031]","[630.0462646484375, 367.5430603027344]"
1739179546.399636,"[562.01953125, 206.94448852539062]","[727.830078125, 303.4758605957031]","[630.0462646484375, 367.5430603027344]"
1739179546.4006271,"[562.01953125, 206.94448852539062]","[727.830078125, 303.4758605957031]","[630.0462646484375, 367.5430603027344]"
1739179546.4016364,"[562.01953125, 206.94448852539062]","[727.830078125, 303.4758605957031]","[630.0462646484375, 367.5430603027344]"
1739179546.4026167,"[562.01953125, 206.94448852539062]","[727.830078125, 303.4758605957031]","[630.0462646484375, 367.5430603027344]"
1739179546.4036646,"[562.01953125, 206.94448852539062]","[727.830078125, 303.4758605957031]","[630.0462646484375, 367.5430603027344]"
1739179546.4046614,"[562.01953125, 206.94448852539062]","[727.830078125, 303.4758605957031]","[630.0462646484375, 367.5430603027344]"
1739179546.4056208,"[562.01953125, 206.94448852539062]","[727.830078125, 303.4758605957031]","[630.0462646484375, 367.5430603027344]"
1739179546.406626,"[562.01953125, 206.94448852539062]","[727.830078125, 303.4758605957031]","[630.0462646484375, 367.5430603027344]"
1739179546.4076414,"[562.01953125, 206.94448852539062]","[727.830078125, 303.4758605957031]","[630.0462646484375, 367.5430603027344]"
1739179546.4086788,"[562.01953125, 206.94448852539062]","[727.830078125, 303.4758605957031]","[630.0462646484375, 367.5430603027344]"
1739179546.4096491,"[562.01953125, 206.94448852539062]","[727.830078125, 303.4758605957031]","[630.0462646484375, 367.5430603027344]"
1739179546.4106395,"[562.01953125, 206.94448852539062]","[727.830078125, 303.4758605957031]","[630.0462646484375, 367.5430603027344]"
1739179546.411698,"[562.01953125, 206.94448852539062]","[727.830078125, 303.4758605957031]","[630.0462646484375, 367.5430603027344]"
1739179546.41264,"[562.01953125, 206.94448852539062]","[727.830078125, 303.4758605957031]","[630.0462646484375, 367.5430603027344]"
1739179546.413621,"[562.01953125, 206.94448852539062]","[727.830078125, 303.4758605957031]","[630.0462646484375, 367.5430603027344]"
1739179546.4146278,"[562.01953125, 206.94448852539062]","[727.830078125, 303.4758605957031]","[630.0462646484375, 367.5430603027344]"
1739179546.4156501,"[562.01953125, 206.94448852539062]","[727.830078125, 303.4758605957031]","[630.0462646484375, 367.5430603027344]"
1739179546.4166708,"[562.01953125, 206.94448852539062]","[727.830078125, 303.4758605957031]","[630.0462646484375, 367.5430603027344]"
1739179546.4176607,"[562.01953125, 206.94448852539062]","[727.830078125, 303.4758605957031]","[630.0462646484375, 367.5430603027344]"
1739179546.418665,"[562.01953125, 206.94448852539062]","[727.830078125, 303.4758605957031]","[630.0462646484375, 367.5430603027344]"
1739179546.4196682,"[562.01953125, 206.94448852539062]","[727.830078125, 303.4758605957031]","[630.0462646484375, 367.5430603027344]"
1739179546.4206371,"[562.01953125, 206.94448852539062]","[727.830078125, 303.4758605957031]","[630.0462646484375, 367.5430603027344]"
1739179546.4216757,"[562.01953125, 206.94448852539062]","[727.830078125, 303.4758605957031]","[630.0462646484375, 367.5430603027344]"
1739179546.4226837,"[562.01953125, 206.94448852539062]","[727.830078125, 303.4758605957031]","[630.0462646484375, 367.5430603027344]"
1739179546.4236128,"[562.01953125, 206.94448852539062]","[727.830078125, 303.4758605957031]","[630.0462646484375, 367.5430603027344]"
1739179546.424629,"[562.01953125, 206.94448852539062]","[727.830078125, 303.4758605957031]","[630.0462646484375, 367.5430603027344]"
1739179546.4256752,"[562.01953125, 206.94448852539062]","[727.830078125, 303.4758605957031]","[630.0462646484375, 367.5430603027344]"
