hook_num,trajectory_process,x_max_local,x_min_local,y_max_local,y_min_local,z_max_local,z_min_local,roll_max,pitch_max,yaw_max,x_mean_local,y_mean_local,z_mean_local,x_mean_work,y_mean_work,z_mean_work,x_mean_all_work,y_mean_all_work,z_mean_all_work
1,1,0.560457982207411,-1.41547584397901,-4.54202908210542e-07,-0.801387101769835,-1.70530675450763e-07,-0.763551322069263,26.0848230886131,33.843455363871,39.4275528721011,0.191898692152861,-0.26334624046507,-0.352780721304863,0.25172894923621,-0.0078785190170948,-0.408199220913254,,,
1,2,0.560457982207411,-1.51031060144968e-07,-4.54202908210542e-07,-0.429164735805556,-1.70530675450763e-07,-0.763551322069263,0.539913783338008,7.15027429638582e-05,0.158086761630997,0.399815973381578,-0.198182726628605,-0.368046695403593,0.321584408148113,0.197138151186379,-0.438340925356975,,,
1,3,0.560457982207411,-1.51031060144968e-07,-4.54202908210542e-07,-0.429164735805556,-1.70530675450763e-07,-0.763551322069263,13.366690896286,11.3322749353184,-0.719409720877685,0.399815973381578,-0.198182726628605,-0.368046695403593,0.321584408148113,0.197138151186379,-0.438340925356975,,,
1,4,2.09211996883698e-05,-0.572446209472061,0.0964617810629152,-2.92572306476751e-06,-6.53488183952973e-07,-0.217757277164806,26.3631401729886,23.3255775752409,1.61773268233539,-0.280752370026923,0.0769492400287201,-0.109839275374067,-0.248310068002644,-0.176656419216817,-0.0627760343796743,,,
2,1,1.78118289194443,-2.77731132698236e-07,-8.43378558824977e-08,-1.05884447359788,0.658496887854215,-1.67523614805607,27.7149952897416,35.6329200722567,27.3874886343702,1.27646696605123,-0.495476943049455,-0.385197697670164,1.05677721453233,0.775361822554877,-0.552932788238655,,,
2,2,1.7891678484004,-2.77731132698236e-07,-8.43378558824977e-08,-0.547225749030789,0.658496887854215,-0.771661260793683,0.436887690634916,-4.79716710799494e-10,0.160803160572812,1.26873955639511,-0.404260259135972,-0.0887724610751846,1.02187296882292,0.821852756437733,-0.248323313930734,,,
2,3,1.7891678484004,-2.77731132698236e-07,-8.43378558824977e-08,-0.547225749030789,0.658496887854215,-0.771661260793683,14.3610109794314,11.8466223128268,-2.43390655054374,1.26873955639511,-0.404260259135972,-0.0887724610751846,1.02187296882292,0.821852756437733,-0.248323313930734,,,
2,4,0.352842117015864,5.38644291984976e-08,0.0543492230300583,-0.044636047484449,0.16952755093025,-0.429986277645566,27.927230707246,25.1470898433501,-1.34757043088747,0.178935856463742,0.0279156280711573,-0.127697897205515,0.0568300068262116,0.163713186184373,-0.138058679518789,,,
3,1,0.956816278507908,-1.48157300200023,-4.39599022270173e-09,-1.02335143838016,0.0741939339259664,-3.10337100972182,35.3509544825386,40.5905464525786,24.3049587007459,0.212859510573342,-0.599461004917353,-1.17785088634039,0.645781952396282,-0.0286701120751815,-1.17176877565523,,,
3,2,0.956816278507908,-0.106322559253831,-4.39599022270173e-09,-0.814856490894152,0.0741939339259664,-1.8909920196641,0.468933313520268,-3.50769635837356e-08,0.263246163552097,0.511780412202798,-0.51238926253368,-0.752883350298751,0.670875745470949,0.284141102322093,-0.748390674935784,,,
3,3,0.956816278507908,-0.106322559253831,-4.39599022270173e-09,-0.814856490894152,0.0741939339259664,-1.8909920196641,19.6106765448581,12.1373079650649,-9.47497038430451,0.511780412202798,-0.51238926253368,-0.752883350298751,0.670875745470949,0.284141102322093,-0.748390674935784,,,
3,4,-2.41245057530576e-09,-0.59222146259306,0.117616336814182,-0.0332865848291522,0.0124731456174435,-1.08310015452108,35.5975072132548,30.2017614220706,-13.5104401346101,-0.29735360723393,0.0404629479079553,-0.525011969713172,-0.144338218042267,-0.261853458877038,-0.525654443249034,,,
4,1,1.07732001650863,-0.0798504284982962,-1.84552609987792e-07,-1.66460275610285,1.04719125458848,-1.46749676230882,63.8248775915663,33.1117987969101,23.853919235786,0.76178048495357,-1.0857870580358,-0.26286839895429,1.23209057986706,0.0120705944983493,-0.55912280824378,,,
4,2,1.07732001650863,-7.29443458853194e-05,-1.84552609987792e-07,-1.57536329358729,1.04719125458848,-0.94219660237453,0.587087930034787,2.74914313536101e-10,0.230465091653862,0.856425220447388,-0.989733934207024,-0.0532202350415473,1.25433126153979,0.145958174540101,-0.350627823476382,,,
4,3,1.07732001650863,-7.29443458853194e-05,-1.84552609987792e-07,-1.57536329358729,1.04719125458848,-0.94219660237453,12.6084555103108,10.6717755760923,-2.08819575864015,0.856425220447388,-0.989733934207024,-0.0532202350415473,1.25433126153979,0.145958174540101,-0.350627823476382,,,
4,4,0.0233948724696137,-0.0316525496582459,0.0799104905014016,-1.84552609987792e-07,0.283615065416669,-0.361085856976006,24.1644110079904,22.5912328889122,-1.52910620065953,-0.004068640456003,0.0569725209094687,-0.0380176826193884,-0.0566347923934731,0.0286694434249761,-0.0255583337633108,,,
5,1,2.09450285060154,9.97015564418868e-08,-1.53318110381937e-07,-4.61772815461117,0.231058011117166,-1.06644304470845,36.7447417279194,13.7807554480443,27.4966292555659,1.60313137883023,-4.1552033331621,-0.286659937400177,1.95157331729658,-1.85520207025681,-3.55718010077968,,,
5,2,2.09450285060154,9.97015564418868e-08,-1.53318110381937e-07,-4.62176520959239,0.231058011117166,-1.06644304470845,19.754779987354,7.82011966293794e-09,17.6613196199896,1.70979306774999,-4.19712116100228,-0.322853784361847,1.97033839049838,-1.81096235508966,-3.66954317641993,,,
5,3,2.09450285060154,9.97015564418868e-08,-1.53318110381937e-07,-4.62176520959239,0.231058011117166,-1.06644304470845,3.88634593991713,1.04794978754783,6.71584974614964,1.70979306774999,-4.19712116100228,-0.322853784361847,1.97033839049838,-1.81096235508966,-3.66954317641993,,,
5,4,1.80698879480857,9.97015564418868e-08,-1.53318110381937e-07,-4.1215753916131,-6.83808134717129e-08,-1.09563967386039,-11.9251390341631,-1.18775775200782,-4.93219056077391,1.6117424980259,-3.98609116305629,-0.839846068523878,1.40365784135274,-1.71737052846037,-3.7774291033322,,,
6,1,0.810413742105251,-1.30259841149847,6.47642641840068e-06,-2.15720006085451,1.67876566528651,-1.1310313574233,57.2098956389857,36.0038759487096,16.5975081977861,0.0667795411151468,-1.45517279314271,0.0858142786649227,1.38046596969334,-0.364360611121553,-0.314868585559471,,,
6,2,0.810413742105251,-0.523032747052775,6.47642641840068e-06,-2.13892202553038,1.67876566528651,-0.695707554492714,0.771286241103113,0.0752096305176311,0.204757735446947,0.34459809268818,-1.43517920460951,0.358545246489944,1.5165555296452,-0.0928219414038967,-0.0720361348166115,,,
6,3,0.810413742105251,-0.523032747052775,6.47642641840068e-06,-2.13892202553038,1.67876566528651,-0.695707554492714,11.7625271243144,10.5765417415979,-10.7960224143463,0.34459809268818,-1.43517920460951,0.358545246489944,1.5165555296452,-0.0928219414038967,-0.0720361348166115,,,
6,4,3.22305191310477e-05,-0.609155957758979,-1.53177686797441e-05,-0.129877668198655,2.86771894115728e-06,-0.638633859036035,19.3950686358659,25.3825858658635,-18.7814004194512,-0.315187688851257,-0.108165057331981,-0.523215331352757,-0.139359867499745,-0.332017158835284,-0.505182799684729,,,
7,1,0.262303567771296,-1.25810908120076,-6.30231200970449e-07,-0.442365907761154,1.42317259240481,-5.84407020246676e-07,25.9279002511788,21.8760516247453,11.5462582551623,-0.229076480201443,-0.219504337398337,0.88697709637391,0.775239003266889,-0.294090057863693,0.44707866642679,,,
7,2,0.262303567771296,-0.542739914142649,-6.30231200970449e-07,-0.370945312957547,1.42317259240481,-5.84407020246676e-07,1.00235535534775,0.0221152913999063,0.243718030479258,-0.0091291066285385,-0.168023323440944,0.969494495769959,0.865617873899002,-0.0718573237684865,0.462051575847233,,,
7,3,0.262303567771296,-0.542739914142649,-6.30231200970449e-07,-0.370945312957547,1.42317259240481,-5.84407020246676e-07,-6.36890180706028,6.58164618029318,-9.21351082198404,-0.0091291066285385,-0.168023323440944,0.969494495769959,0.865617873899002,-0.0718573237684865,0.462051575847233,,,
7,4,2.40781710439367e-07,-0.568136001784932,0.0457039320912724,-6.30231200970449e-07,0.366837873813168,-5.84407020246676e-07,-15.4847084632019,11.2847702601279,-20.6848921322987,-0.286693723432663,0.027533140141537,0.205984187682982,0.0822942660631692,-0.251185654365155,0.235604303517306,,,
8,1,0.687849597995332,-0.388859534337256,-6.81935524764216e-07,-1.78247512659255,-1.70011965891206e-06,-3.07306886234303,30.1026450182711,35.7662167270825,36.6433674469107,0.491983336002583,-1.41828473666556,-2.08115523569554,1.12828412210407,-0.60578905223147,-2.22353155312489,,,
8,2,0.687849597995332,-3.14424012978701e-05,-6.81935524764216e-07,-1.68212387149476,-1.70011965891206e-06,-2.45603414596542,0.570535652023183,-6.42036500408949e-07,0.194823027919988,0.550151273020411,-1.36643697408109,-1.91800124794368,1.1473235795633,-0.523669281851778,-2.06339319842543,,,
