Time (s),UV Hook,UV Tip,UV Lowpoint
1739178155.3639414,"[234.46815490722656, 233.21827697753906]","[387.8344421386719, 309.2882080078125]","[328.75079345703125, 373.2909240722656]"
1739178155.364504,"[234.46815490722656, 233.21827697753906]","[387.8344421386719, 309.2882080078125]","[328.75079345703125, 373.2909240722656]"
1739178155.365556,"[234.46815490722656, 233.21827697753906]","[387.8344421386719, 309.2882080078125]","[328.75079345703125, 373.2909240722656]"
1739178155.3664947,"[234.46815490722656, 233.21827697753906]","[387.8344421386719, 309.2882080078125]","[328.75079345703125, 373.2909240722656]"
1739178155.3674936,"[234.46815490722656, 233.21827697753906]","[387.8344421386719, 309.2882080078125]","[328.75079345703125, 373.2909240722656]"
1739178155.3685493,"[234.46815490722656, 233.21827697753906]","[387.8344421386719, 309.2882080078125]","[328.75079345703125, 373.2909240722656]"
1739178155.3695068,"[234.46815490722656, 233.21827697753906]","[387.8344421386719, 309.2882080078125]","[328.75079345703125, 373.2909240722656]"
1739178155.3704977,"[234.46815490722656, 233.21827697753906]","[387.8344421386719, 309.2882080078125]","[328.75079345703125, 373.2909240722656]"
1739178155.3715422,"[234.46815490722656, 233.21827697753906]","[387.8344421386719, 309.2882080078125]","[328.75079345703125, 373.2909240722656]"
1739178155.3725011,"[234.46815490722656, 233.21827697753906]","[387.8344421386719, 309.2882080078125]","[328.75079345703125, 373.2909240722656]"
1739178155.3735304,"[234.46815490722656, 233.21827697753906]","[387.8344421386719, 309.2882080078125]","[328.75079345703125, 373.2909240722656]"
1739178155.3745346,"[234.46815490722656, 233.21827697753906]","[387.8344421386719, 309.2882080078125]","[328.75079345703125, 373.2909240722656]"
1739178155.3754933,"[234.46815490722656, 233.21827697753906]","[387.8344421386719, 309.2882080078125]","[328.75079345703125, 373.2909240722656]"
1739178155.3765464,"[234.46815490722656, 233.21827697753906]","[387.8344421386719, 309.2882080078125]","[328.75079345703125, 373.2909240722656]"
1739178155.3775477,"[234.46815490722656, 233.21827697753906]","[387.8344421386719, 309.2882080078125]","[328.75079345703125, 373.2909240722656]"
1739178155.3785427,"[234.46815490722656, 233.21827697753906]","[387.8344421386719, 309.2882080078125]","[328.75079345703125, 373.2909240722656]"
1739178155.379555,"[234.46815490722656, 233.21827697753906]","[387.8344421386719, 309.2882080078125]","[328.75079345703125, 373.2909240722656]"
1739178155.380505,"[234.46815490722656, 233.21827697753906]","[387.8344421386719, 309.2882080078125]","[328.75079345703125, 373.2909240722656]"
1739178155.3815112,"[234.46815490722656, 233.21827697753906]","[387.8344421386719, 309.2882080078125]","[328.75079345703125, 373.2909240722656]"
1739178155.3825026,"[234.46815490722656, 233.21827697753906]","[387.8344421386719, 309.2882080078125]","[328.75079345703125, 373.2909240722656]"
1739178155.3835142,"[234.46815490722656, 233.21827697753906]","[387.8344421386719, 309.2882080078125]","[328.75079345703125, 373.2909240722656]"
1739178155.3845534,"[234.46815490722656, 233.21827697753906]","[387.8344421386719, 309.2882080078125]","[328.75079345703125, 373.2909240722656]"
1739178155.3855321,"[234.46815490722656, 233.21827697753906]","[387.8344421386719, 309.2882080078125]","[328.75079345703125, 373.2909240722656]"
1739178155.3865,"[234.46815490722656, 233.21827697753906]","[387.8344421386719, 309.2882080078125]","[328.75079345703125, 373.2909240722656]"
1739178155.3875527,"[234.46815490722656, 233.21827697753906]","[387.8344421386719, 309.2882080078125]","[328.75079345703125, 373.2909240722656]"
1739178155.3885024,"[234.46815490722656, 233.21827697753906]","[387.8344421386719, 309.2882080078125]","[328.75079345703125, 373.2909240722656]"
1739178155.3895423,"[234.46815490722656, 233.21827697753906]","[387.8344421386719, 309.2882080078125]","[328.75079345703125, 373.2909240722656]"
1739178155.390566,"[234.46815490722656, 233.21827697753906]","[387.8344421386719, 309.2882080078125]","[328.75079345703125, 373.2909240722656]"
1739178155.391544,"[234.46815490722656, 233.21827697753906]","[387.8344421386719, 309.2882080078125]","[328.75079345703125, 373.2909240722656]"
1739178155.3925407,"[234.46815490722656, 233.21827697753906]","[387.8344421386719, 309.2882080078125]","[328.75079345703125, 373.2909240722656]"
1739178155.3935938,"[234.46815490722656, 233.21827697753906]","[387.8344421386719, 309.2882080078125]","[328.75079345703125, 373.2909240722656]"
1739178155.3945627,"[234.46815490722656, 233.21827697753906]","[387.8344421386719, 309.2882080078125]","[328.75079345703125, 373.2909240722656]"
1739178155.3954992,"[234.46815490722656, 233.21827697753906]","[387.8344421386719, 309.2882080078125]","[328.75079345703125, 373.2909240722656]"
1739178155.396583,"[234.46815490722656, 233.21827697753906]","[387.8344421386719, 309.2882080078125]","[328.75079345703125, 373.2909240722656]"
1739178155.3975465,"[234.46815490722656, 233.21827697753906]","[387.8344421386719, 309.2882080078125]","[328.75079345703125, 373.2909240722656]"
1739178155.3985374,"[234.46815490722656, 233.21827697753906]","[387.8344421386719, 309.2882080078125]","[328.75079345703125, 373.2909240722656]"
1739178155.3995004,"[234.46815490722656, 233.21827697753906]","[387.8344421386719, 309.2882080078125]","[328.75079345703125, 373.2909240722656]"
1739178155.400564,"[234.46815490722656, 233.21827697753906]","[387.8344421386719, 309.2882080078125]","[328.75079345703125, 373.2909240722656]"
1739178155.4015107,"[234.46815490722656, 233.21827697753906]","[387.8344421386719, 309.2882080078125]","[328.75079345703125, 373.2909240722656]"
1739178155.402502,"[234.46815490722656, 233.21827697753906]","[387.8344421386719, 309.2882080078125]","[328.75079345703125, 373.2909240722656]"
1739178155.4035532,"[234.46815490722656, 233.21827697753906]","[387.8344421386719, 309.2882080078125]","[328.75079345703125, 373.2909240722656]"
1739178155.4045463,"[234.46815490722656, 233.21827697753906]","[387.8344421386719, 309.2882080078125]","[328.75079345703125, 373.2909240722656]"
1739178155.405549,"[234.46815490722656, 233.21827697753906]","[387.8344421386719, 309.2882080078125]","[328.75079345703125, 373.2909240722656]"
1739178155.4065475,"[234.46815490722656, 233.21827697753906]","[387.8344421386719, 309.2882080078125]","[328.75079345703125, 373.2909240722656]"
1739178155.4075685,"[234.46815490722656, 233.21827697753906]","[387.8344421386719, 309.2882080078125]","[328.75079345703125, 373.2909240722656]"
1739178155.408544,"[234.46815490722656, 233.21827697753906]","[387.8344421386719, 309.2882080078125]","[328.75079345703125, 373.2909240722656]"
1739178155.4095235,"[234.46815490722656, 233.21827697753906]","[387.8344421386719, 309.2882080078125]","[328.75079345703125, 373.2909240722656]"
1739178155.410531,"[234.46815490722656, 233.21827697753906]","[387.8344421386719, 309.2882080078125]","[328.75079345703125, 373.2909240722656]"
1739178155.4115195,"[234.46815490722656, 233.21827697753906]","[387.8344421386719, 309.2882080078125]","[328.75079345703125, 373.2909240722656]"
1739178155.4124954,"[234.46815490722656, 233.21827697753906]","[387.8344421386719, 309.2882080078125]","[328.75079345703125, 373.2909240722656]"
1739178155.4135406,"[234.46815490722656, 233.21827697753906]","[387.8344421386719, 309.2882080078125]","[328.75079345703125, 373.2909240722656]"
1739178155.4145904,"[234.46815490722656, 233.21827697753906]","[387.8344421386719, 309.2882080078125]","[328.75079345703125, 373.2909240722656]"
1739178155.4155064,"[234.46815490722656, 233.21827697753906]","[387.8344421386719, 309.2882080078125]","[328.75079345703125, 373.2909240722656]"
1739178155.4298432,"[244.6941375732422, 226.2391815185547]","[406.48419189453125, 310.4634704589844]","[325.5375061035156, 373.38336181640625]"
1739178155.4304972,"[244.6941375732422, 226.2391815185547]","[406.48419189453125, 310.4634704589844]","[325.5375061035156, 373.38336181640625]"
1739178155.4315326,"[244.6941375732422, 226.2391815185547]","[406.48419189453125, 310.4634704589844]","[325.5375061035156, 373.38336181640625]"
1739178155.432533,"[244.6941375732422, 226.2391815185547]","[406.48419189453125, 310.4634704589844]","[325.5375061035156, 373.38336181640625]"
1739178155.4335318,"[244.6941375732422, 226.2391815185547]","[406.48419189453125, 310.4634704589844]","[325.5375061035156, 373.38336181640625]"
1739178155.434497,"[244.6941375732422, 226.2391815185547]","[406.48419189453125, 310.4634704589844]","[325.5375061035156, 373.38336181640625]"
1739178155.435536,"[244.6941375732422, 226.2391815185547]","[406.48419189453125, 310.4634704589844]","[325.5375061035156, 373.38336181640625]"
1739178155.4365337,"[244.6941375732422, 226.2391815185547]","[406.48419189453125, 310.4634704589844]","[325.5375061035156, 373.38336181640625]"
1739178155.4375474,"[244.6941375732422, 226.2391815185547]","[406.48419189453125, 310.4634704589844]","[325.5375061035156, 373.38336181640625]"
1739178155.4385471,"[244.6941375732422, 226.2391815185547]","[406.48419189453125, 310.4634704589844]","[325.5375061035156, 373.38336181640625]"
1739178155.4395704,"[244.6941375732422, 226.2391815185547]","[406.48419189453125, 310.4634704589844]","[325.5375061035156, 373.38336181640625]"
1739178155.440512,"[244.6941375732422, 226.2391815185547]","[406.48419189453125, 310.4634704589844]","[325.5375061035156, 373.38336181640625]"
1739178155.4414997,"[244.6941375732422, 226.2391815185547]","[406.48419189453125, 310.4634704589844]","[325.5375061035156, 373.38336181640625]"
1739178155.4425066,"[244.6941375732422, 226.2391815185547]","[406.48419189453125, 310.4634704589844]","[325.5375061035156, 373.38336181640625]"
1739178155.4435148,"[244.6941375732422, 226.2391815185547]","[406.48419189453125, 310.4634704589844]","[325.5375061035156, 373.38336181640625]"
