Time (s),UV Hook,UV Tip,UV Lowpoint
1739881368.63568,"[173.1091766357422, 195.05247497558594]","[275.6446228027344, 258.35693359375]","[211.51318359375, 327.7403564453125]"
1739881368.6366239,"[173.1091766357422, 195.05247497558594]","[275.6446228027344, 258.35693359375]","[211.51318359375, 327.7403564453125]"
1739881368.637597,"[173.1091766357422, 195.05247497558594]","[275.6446228027344, 258.35693359375]","[211.51318359375, 327.7403564453125]"
1739881368.638547,"[173.1091766357422, 195.05247497558594]","[275.6446228027344, 258.35693359375]","[211.51318359375, 327.7403564453125]"
1739881368.6395836,"[173.1091766357422, 195.05247497558594]","[275.6446228027344, 258.35693359375]","[211.51318359375, 327.7403564453125]"
1739881368.640568,"[173.1091766357422, 195.05247497558594]","[275.6446228027344, 258.35693359375]","[211.51318359375, 327.7403564453125]"
1739881368.64161,"[173.1091766357422, 195.05247497558594]","[275.6446228027344, 258.35693359375]","[211.51318359375, 327.7403564453125]"
1739881368.6425354,"[173.1091766357422, 195.05247497558594]","[275.6446228027344, 258.35693359375]","[211.51318359375, 327.7403564453125]"
1739881368.6435416,"[173.1091766357422, 195.05247497558594]","[275.6446228027344, 258.35693359375]","[211.51318359375, 327.7403564453125]"
1739881368.644557,"[173.1091766357422, 195.05247497558594]","[275.6446228027344, 258.35693359375]","[211.51318359375, 327.7403564453125]"
1739881368.6455321,"[173.1091766357422, 195.05247497558594]","[275.6446228027344, 258.35693359375]","[211.51318359375, 327.7403564453125]"
1739881368.6465588,"[173.1091766357422, 195.05247497558594]","[275.6446228027344, 258.35693359375]","[211.51318359375, 327.7403564453125]"
1739881368.64758,"[173.1091766357422, 195.05247497558594]","[275.6446228027344, 258.35693359375]","[211.51318359375, 327.7403564453125]"
1739881368.6485715,"[173.1091766357422, 195.05247497558594]","[275.6446228027344, 258.35693359375]","[211.51318359375, 327.7403564453125]"
1739881368.6496458,"[173.1091766357422, 195.05247497558594]","[275.6446228027344, 258.35693359375]","[211.51318359375, 327.7403564453125]"
1739881368.650556,"[173.1091766357422, 195.05247497558594]","[275.6446228027344, 258.35693359375]","[211.51318359375, 327.7403564453125]"
1739881368.651575,"[173.1091766357422, 195.05247497558594]","[275.6446228027344, 258.35693359375]","[211.51318359375, 327.7403564453125]"
1739881368.6525276,"[173.1091766357422, 195.05247497558594]","[275.6446228027344, 258.35693359375]","[211.51318359375, 327.7403564453125]"
1739881368.6535947,"[173.1091766357422, 195.05247497558594]","[275.6446228027344, 258.35693359375]","[211.51318359375, 327.7403564453125]"
1739881368.6545677,"[173.1091766357422, 195.05247497558594]","[275.6446228027344, 258.35693359375]","[211.51318359375, 327.7403564453125]"
1739881368.6555753,"[173.1091766357422, 195.05247497558594]","[275.6446228027344, 258.35693359375]","[211.51318359375, 327.7403564453125]"
1739881368.656482,"[173.1091766357422, 195.05247497558594]","[275.6446228027344, 258.35693359375]","[211.51318359375, 327.7403564453125]"
1739881368.6576252,"[173.1091766357422, 195.05247497558594]","[275.6446228027344, 258.35693359375]","[211.51318359375, 327.7403564453125]"
1739881368.658572,"[173.1091766357422, 195.05247497558594]","[275.6446228027344, 258.35693359375]","[211.51318359375, 327.7403564453125]"
1739881368.6595767,"[173.1091766357422, 195.05247497558594]","[275.6446228027344, 258.35693359375]","[211.51318359375, 327.7403564453125]"
1739881368.660556,"[173.1091766357422, 195.05247497558594]","[275.6446228027344, 258.35693359375]","[211.51318359375, 327.7403564453125]"
1739881368.661582,"[173.1091766357422, 195.05247497558594]","[275.6446228027344, 258.35693359375]","[211.51318359375, 327.7403564453125]"
1739881368.662554,"[173.1091766357422, 195.05247497558594]","[275.6446228027344, 258.35693359375]","[211.51318359375, 327.7403564453125]"
1739881368.6635373,"[173.1091766357422, 195.05247497558594]","[275.6446228027344, 258.35693359375]","[211.51318359375, 327.7403564453125]"
1739881368.6646469,"[173.1091766357422, 195.05247497558594]","[275.6446228027344, 258.35693359375]","[211.51318359375, 327.7403564453125]"
1739881368.6656024,"[173.1091766357422, 195.05247497558594]","[275.6446228027344, 258.35693359375]","[211.51318359375, 327.7403564453125]"
1739881368.6665275,"[173.1091766357422, 195.05247497558594]","[275.6446228027344, 258.35693359375]","[211.51318359375, 327.7403564453125]"
1739881368.6676893,"[173.1091766357422, 195.05247497558594]","[275.6446228027344, 258.35693359375]","[211.51318359375, 327.7403564453125]"
1739881368.6685696,"[173.1091766357422, 195.05247497558594]","[275.6446228027344, 258.35693359375]","[211.51318359375, 327.7403564453125]"
1739881368.6696706,"[173.1091766357422, 195.05247497558594]","[275.6446228027344, 258.35693359375]","[211.51318359375, 327.7403564453125]"
1739881368.6706686,"[173.1091766357422, 195.05247497558594]","[275.6446228027344, 258.35693359375]","[211.51318359375, 327.7403564453125]"
1739881368.6716738,"[173.1091766357422, 195.05247497558594]","[275.6446228027344, 258.35693359375]","[211.51318359375, 327.7403564453125]"
1739881368.6727102,"[173.1091766357422, 195.05247497558594]","[275.6446228027344, 258.35693359375]","[211.51318359375, 327.7403564453125]"
1739881368.6735613,"[173.1091766357422, 195.05247497558594]","[275.6446228027344, 258.35693359375]","[211.51318359375, 327.7403564453125]"
1739881368.675157,"[173.1091766357422, 195.05247497558594]","[275.6446228027344, 258.35693359375]","[211.51318359375, 327.7403564453125]"
1739881368.6760461,"[173.1091766357422, 195.05247497558594]","[275.6446228027344, 258.35693359375]","[211.51318359375, 327.7403564453125]"
1739881368.6766624,"[173.1091766357422, 195.05247497558594]","[275.6446228027344, 258.35693359375]","[211.51318359375, 327.7403564453125]"
1739881368.6777668,"[173.1091766357422, 195.05247497558594]","[275.6446228027344, 258.35693359375]","[211.51318359375, 327.7403564453125]"
1739881368.6785972,"[173.1091766357422, 195.05247497558594]","[275.6446228027344, 258.35693359375]","[211.51318359375, 327.7403564453125]"
1739881368.6915588,"[185.0571746826172, 194.8173065185547]","[287.9635314941406, 257.8096618652344]","[223.93055725097656, 327.5376892089844]"
