Time (s),UV Hook,UV Tip,UV Lowpoint
1739179398.9548554,"[567.4564208984375, 208.4318389892578]","[732.8405151367188, 303.59625244140625]","[635.1585693359375, 367.7944030761719]"
1739179398.9554837,"[567.4564208984375, 208.4318389892578]","[732.8405151367188, 303.59625244140625]","[635.1585693359375, 367.7944030761719]"
1739179398.9564846,"[567.4564208984375, 208.4318389892578]","[732.8405151367188, 303.59625244140625]","[635.1585693359375, 367.7944030761719]"
1739179398.9574428,"[567.4564208984375, 208.4318389892578]","[732.8405151367188, 303.59625244140625]","[635.1585693359375, 367.7944030761719]"
1739179398.9584708,"[567.4564208984375, 208.4318389892578]","[732.8405151367188, 303.59625244140625]","[635.1585693359375, 367.7944030761719]"
1739179398.9595213,"[567.4564208984375, 208.4318389892578]","[732.8405151367188, 303.59625244140625]","[635.1585693359375, 367.7944030761719]"
1739179398.960468,"[567.4564208984375, 208.4318389892578]","[732.8405151367188, 303.59625244140625]","[635.1585693359375, 367.7944030761719]"
1739179398.9614944,"[567.4564208984375, 208.4318389892578]","[732.8405151367188, 303.59625244140625]","[635.1585693359375, 367.7944030761719]"
1739179398.962487,"[567.4564208984375, 208.4318389892578]","[732.8405151367188, 303.59625244140625]","[635.1585693359375, 367.7944030761719]"
1739179398.9634387,"[567.4564208984375, 208.4318389892578]","[732.8405151367188, 303.59625244140625]","[635.1585693359375, 367.7944030761719]"
1739179398.9644666,"[567.4564208984375, 208.4318389892578]","[732.8405151367188, 303.59625244140625]","[635.1585693359375, 367.7944030761719]"
1739179398.9654434,"[567.4564208984375, 208.4318389892578]","[732.8405151367188, 303.59625244140625]","[635.1585693359375, 367.7944030761719]"
1739179398.9664714,"[567.4564208984375, 208.4318389892578]","[732.8405151367188, 303.59625244140625]","[635.1585693359375, 367.7944030761719]"
1739179398.9674804,"[567.4564208984375, 208.4318389892578]","[732.8405151367188, 303.59625244140625]","[635.1585693359375, 367.7944030761719]"
1739179398.968521,"[567.4564208984375, 208.4318389892578]","[732.8405151367188, 303.59625244140625]","[635.1585693359375, 367.7944030761719]"
1739179398.969443,"[567.4564208984375, 208.4318389892578]","[732.8405151367188, 303.59625244140625]","[635.1585693359375, 367.7944030761719]"
1739179398.9704354,"[567.4564208984375, 208.4318389892578]","[732.8405151367188, 303.59625244140625]","[635.1585693359375, 367.7944030761719]"
1739179398.9714785,"[567.4564208984375, 208.4318389892578]","[732.8405151367188, 303.59625244140625]","[635.1585693359375, 367.7944030761719]"
1739179398.9725194,"[567.4564208984375, 208.4318389892578]","[732.8405151367188, 303.59625244140625]","[635.1585693359375, 367.7944030761719]"
1739179398.9735107,"[567.4564208984375, 208.4318389892578]","[732.8405151367188, 303.59625244140625]","[635.1585693359375, 367.7944030761719]"
1739179398.974487,"[567.4564208984375, 208.4318389892578]","[732.8405151367188, 303.59625244140625]","[635.1585693359375, 367.7944030761719]"
1739179398.9754379,"[567.4564208984375, 208.4318389892578]","[732.8405151367188, 303.59625244140625]","[635.1585693359375, 367.7944030761719]"
1739179398.976464,"[567.4564208984375, 208.4318389892578]","[732.8405151367188, 303.59625244140625]","[635.1585693359375, 367.7944030761719]"
1739179398.9774945,"[567.4564208984375, 208.4318389892578]","[732.8405151367188, 303.59625244140625]","[635.1585693359375, 367.7944030761719]"
1739179398.9784358,"[567.4564208984375, 208.4318389892578]","[732.8405151367188, 303.59625244140625]","[635.1585693359375, 367.7944030761719]"
1739179398.9794717,"[567.4564208984375, 208.4318389892578]","[732.8405151367188, 303.59625244140625]","[635.1585693359375, 367.7944030761719]"
1739179398.9804683,"[567.4564208984375, 208.4318389892578]","[732.8405151367188, 303.59625244140625]","[635.1585693359375, 367.7944030761719]"
1739179398.981545,"[567.4564208984375, 208.4318389892578]","[732.8405151367188, 303.59625244140625]","[635.1585693359375, 367.7944030761719]"
1739179398.9824827,"[567.4564208984375, 208.4318389892578]","[732.8405151367188, 303.59625244140625]","[635.1585693359375, 367.7944030761719]"
1739179398.9834738,"[567.4564208984375, 208.4318389892578]","[732.8405151367188, 303.59625244140625]","[635.1585693359375, 367.7944030761719]"
1739179398.98452,"[567.4564208984375, 208.4318389892578]","[732.8405151367188, 303.59625244140625]","[635.1585693359375, 367.7944030761719]"
1739179398.9854953,"[567.4564208984375, 208.4318389892578]","[732.8405151367188, 303.59625244140625]","[635.1585693359375, 367.7944030761719]"
1739179398.9864898,"[567.4564208984375, 208.4318389892578]","[732.8405151367188, 303.59625244140625]","[635.1585693359375, 367.7944030761719]"
1739179398.9875042,"[567.4564208984375, 208.4318389892578]","[732.8405151367188, 303.59625244140625]","[635.1585693359375, 367.7944030761719]"
1739179398.9885042,"[567.4564208984375, 208.4318389892578]","[732.8405151367188, 303.59625244140625]","[635.1585693359375, 367.7944030761719]"
1739179398.9894314,"[567.4564208984375, 208.4318389892578]","[732.8405151367188, 303.59625244140625]","[635.1585693359375, 367.7944030761719]"
1739179398.9904683,"[567.4564208984375, 208.4318389892578]","[732.8405151367188, 303.59625244140625]","[635.1585693359375, 367.7944030761719]"
1739179398.9914677,"[567.4564208984375, 208.4318389892578]","[732.8405151367188, 303.59625244140625]","[635.1585693359375, 367.7944030761719]"
1739179398.9924767,"[567.4564208984375, 208.4318389892578]","[732.8405151367188, 303.59625244140625]","[635.1585693359375, 367.7944030761719]"
1739179398.9934993,"[567.4564208984375, 208.4318389892578]","[732.8405151367188, 303.59625244140625]","[635.1585693359375, 367.7944030761719]"
1739179398.9944682,"[567.4564208984375, 208.4318389892578]","[732.8405151367188, 303.59625244140625]","[635.1585693359375, 367.7944030761719]"
1739179398.9954827,"[567.4564208984375, 208.4318389892578]","[732.8405151367188, 303.59625244140625]","[635.1585693359375, 367.7944030761719]"
1739179398.9964395,"[567.4564208984375, 208.4318389892578]","[732.8405151367188, 303.59625244140625]","[635.1585693359375, 367.7944030761719]"
