hook_num,trajectory_process,x_max_local,x_min_local,y_max_local,y_min_local,z_max_local,z_min_local,roll_max,pitch_max,yaw_max,x_mean_local,y_mean_local,z_mean_local
1,1,0.159828572042056,-2.49300641585552,3.9988233911304,9.38607497838737e-08,1.440407398578,-2.02994676543703,275.099911313555,46.4096192715828,156.19898463322,-0.460653763070827,3.25536381187588,-0.261998663192273
1,2,0.159828572042056,-2.49300641585552,3.9988233911304,9.38607497838737e-08,1.440407398578,-2.02994676543703,5.79930782100138,44.0232530445249,-2.74425222106519,-0.460653763070827,3.25536381187588,-0.261998663192273
1,3,0.159828572042056,-2.49300641585552,3.9988233911304,9.38607497838737e-08,1.440407398578,-2.02994676543703,5.74715417884426,22.32164933624,0.886936841717362,-0.460653763070827,3.25536381187588,-0.261998663192273
1,4,3.37183312996962e-08,-2.09300065869836,3.94948769365195,9.38607497838737e-08,0.303718480342373,-0.716298622101164,0.173609591923565,0.620045627955202,1.31369696212514,-1.06461619349911,3.51398554119032,-0.188496324546704
2,1,1.15855398301136,-2.72015859051004,7.49663360311312,-2.96517201836841e-08,0.4588762705035,-4.54512430009314,292.811106529262,50.1582525362019,189.941261126448,-0.39251126785291,3.82550233718338,-1.63166990566574
2,2,1.15855398301136,-2.72015859051004,7.49663360311312,-2.96517201836841e-08,0.4588762705035,-4.54512430009314,23.9174111261878,50.1730399871838,30.5319141243427,-0.39251126785291,3.82550233718338,-1.63166990566574
2,3,1.15855398301136,-2.72015859051004,7.49663360311312,-2.96517201836841e-08,0.4588762705035,-4.54512430009314,23.6618034392905,25.093914250133,25.4911014763958,-0.39251126785291,3.82550233718338,-1.63166990566574
2,4,1.17756555762213,-1.58439692524235,3.57916572575224,-2.96517201836841e-08,0.538900499456632,-0.31401073386339,5.63637953313464,0.0147885130821965,1.09039632169572,-0.156287725802859,2.80451705053996,0.12733061116302
3,1,1.92420931546461,-2.60650750184041,4.73551562367931,-1.06484907829701e-10,1.76354520359238,-2.70743250451879,267.806911866468,41.0747432561196,41.3851305704425,0.635010405706094,2.77816853935044,-0.529443736656605
3,2,1.92420931546461,-2.60650750184041,4.73551562367931,-1.06484907829701e-10,1.76354520359238,-2.70743250451879,-0.390114516765152,41.4374643303845,-24.4358029806832,0.635010405706094,2.77816853935044,-0.529443736656605
3,3,1.92420931546461,-2.60650750184041,4.73551562367931,-1.06484907829701e-10,1.76354520359238,-2.70743250451879,-0.195057181196177,20.9000922061805,-11.294838299045,0.635010405706094,2.77816853935044,-0.529443736656605
3,4,0.946503499504469,-4.1988188826992e-09,4.72806751782199,-1.06484907829701e-10,-9.38065420197944e-07,-1.83209605572376,1.54372784777479e-07,0.362720081976562,0.900351491013344,0.533885012136055,4.02137926806994,-1.31758995183084
4,1,2.5295285156597,-1.03266162950113,5.05241080675292,4.77660356382426e-11,0.47993642925657,-4.38179221891127,272.360430826588,46.3604675556409,122.245997954695,1.22434079911973,3.83311470344517,-1.57842704819523
4,2,2.5295285156597,-1.03266162950113,5.05241080675292,4.77660356382426e-11,0.47993642925657,-4.38179221891127,3.22663158856525,40.5066654485406,17.7618516527341,1.22434079911973,3.83311470344517,-1.57842704819523
4,3,2.5295285156597,-1.03266162950113,5.05241080675292,4.77660356382426e-11,0.47993642925657,-4.38179221891127,3.09107581914236,20.2533320299083,9.51130610166925,1.22434079911973,3.83311470344517,-1.57842704819523
