hook_num,trajectory_process,x_max_work,x_max_local,x_min_work,x_min_local,y_max_work,y_max_local,y_min_work,y_min_local,z_max_work,z_max_local,z_min_work,z_min_local,x_mean_work,x_mean_local,y_mean_work,y_mean_local,z_mean_work,z_mean_local,euclidean_max_work,roll_max,pitch_max,yaw_max
23,1,3.48981835092411,4.0154300476429,-1.30442257577067,0.212502539376641,6.091169885211,6.21837213756679,1.2940952338098,0.879108860053987,4.45395860790029,4.42085029270923,-2.50000074209697,-2.50048431798257,2.35906287670313,3.0887868502272,3.18721788175497,2.49292404737305,1.21308742080814,1.20644013334315,6.23235790787207,35.2211465814749,41.7764497667468,61.6865716044624
