x,y,z,roll,pitch,yaw
167.8759898013602,1024.6973631533565,688.3155259166914
168.1284913667791,1030.051401789316,690.1492853844732
168.13435685483842,1035.4081844391258,691.8207167991753
167.9289849710056,1040.768921301424,693.3856425310897
167.54777442074806,1046.1348225748484,694.8998849505078
167.02612390953308,1051.5070984580377,696.4192664277217
166.39943214282823,1056.8869591496298,697.9996093330228
165.70309782610082,1062.2756148482624,699.6967360367031
164.9725196648183,1067.6742757525742,701.5664689090542
164.24309636444804,1073.0841520612028,703.6646303203677
163.5502266304575,1078.5064539727866,706.0470426409356
